ticker
AAPL
ABI
ABS
ABT
ACV
ADM
ADP
ADSK
AEE
AEP
AET
AGN
AIG
ALL
AMAT
AMD
AMGN
ANDW
APD
ARNC
ASH
AT
ATI
AVP
AVY
AXP
BA
BAC
BAX
BC
BCR
BDK
BDX
BEAM
BF-B
BHGE
BK
BLL
BLS
BMET
BMS
BMY
BNI
BOL
BSX
BUD
C
CA
CAG
CAR
CAT
CB
CBE
CBS
CCTYQ
CEG
CI
CL
CLX
CMA
CMCSA
CMI
CNP
COP
COST
CPB
CSCO
CSX
CTB
CTX
CVS
CVX
D
DD
DDS
DE
DIS
DJ
DOV
DOW
DRI
DTE
DUK
DXC
EC
ECL
ED
EIX
EKDKQ
EMN
EMR
ETN
ETR
EXC
F
FCX
FDC
FDX
FE
FMCC
FNMA
GAS
GD
GDW
GE
GIS
GLW
GPC
GPS
GR
GT
GWW
HAL
HAS
HCA
HD
HES
HET
HIG
HLT
HNZ
HON
HPC
HPQ
HRB
HSH
HSY
HUM
IBM
IFF
INTC
IP
IPG
IR
ITT
ITW
JAVA
JCI
JCP
JNJ
JPM
JWN
K
KATE
KBH
KEY
KMB
KMG
KO
KR
KRI
L
LB
LLY
LMT
LNC
LOW
LPX
LSI
LUV
M
MAS
MAT
MCD
MCO
MDP
MDT
MEL
MER
MIL
MMC
MMM
MO
MRK
MRO
MS
MSFT
MSI
MTLQQ
MU
MWV
NAV
NCC
NEE
NEM
NKE
NOC
NOVL
NSC
NSM
NUE
NWL
NYT
OMX
ORCL
OXY
PBI
PCAR
PCG
PD
PEG
PEP
PFE
PG
PGL
PGN
PH
PHM
PKI
PLL
PNC
PPG
PPL
PX
R
RDC
ROH
ROK
RRD
RSHCQ
RTN
S
SAF
SGP
SHW
SIAL
SLB
SNA
SO
SPGI
STI
STJ
SUN
SVU
SWK
SYY
T
TAP
TEK
TGNA
TGT
THC
TIN
TJX
TLAB
TMK
TRB
TRV
TWX
TXN
TXT
TXU
UIS
UNH
UNM
UNP
USB
UST
UTX
VFC
VZ
WB
WBA
WEN
WFC
WHR
WMB
WMT
WWY
WY
WYE
X
XEL
XOM
XRX
FITB
EMC
AON
MTG
DELL
LU
RX
MBI
AZO
TMO
PTC
ADBE
CAH
SCHW
CFC
EFX
WAMUQ
APA
APC
PGR
HBAN
STT
CCU
KLAC
YUM
SNV
BBT
CINF
OMC
LEHMQ
BIG
NTRS
SEE
GTW
BEN
MAR
SRE
BSC
COF
SLM
DG
WM
EDS
KSS
RF
HCR
BMC
PAYX
AES
SPLS
CCE
SWY
DHR
CCL
SLR
CPWR
MCK
ASO
CTL
CMS
AFL
ODP
NTAP
BBY
VMC
QCOM
ADCT
AW
LXK
BBBY
PNW
ADI
TROW
LEG
EP
CMVT
PTV
XLNX
TER
CTXS
MOLX
AABA
RIG
NCR
HOG
TSG
LLTC
ALTR
MXIM
APCC
A
SBUX
CVG
MEDI
NVLS
SANM
TIF
BRCM
Q
JNS
VIAV
KSE
DVN
AV
DYN
KG
NBR
EOG
NI
HOT
FRX
RHI
ABKFQ
AYE
INTU
MET
SBL
KMI
QLGC
SYK
FLR
NE
JBL
UVN
FTR
CTAS
FISV
PBG
MWW
ZION
COL
PMCS
FDO
ZBH
ABC
CIEN
IGT
XL
EOP
TE
HMA
NVDA
EQR
GENZ
JNY
WAT
PCL
MI
FHN
TT
APOL
BJS
SPG
NFB
EA
EBAY
GS
PFG
PRU
UPS
ANTM
MON
RAI
DGX
AN
AIV
MKC
SYMC
FII
PLD
MHS
ESRX
BIIB
MTB
CMX
ETFC
ACS
MYL
VLO
HSP
GILD
SOV
FSH
TPR
CITGQ
LH
LLL
FSL
ASN
CBSS
FOXA
XTO
NOV
SHLD
DHI
STZ
WFT
TSN
VNO
MUR
PSA
CVH
AMP
LEN
PDCO
AMZN
GNW
SSP
VIAB
WFM
EL
HAR
VRSN
BRL
CHK
BXP
DF
GOOGL
KIM
SNDK
LM
EQ
JNPR
CBH
CNX
WIN
H
WYND
CME
SII
WU
CELG
CBRE
FIS
CTSH
BTUUQ
IAC
STR
DTV
TEX
SE
ESV
AVB
RL
VAR
HCBK
TEG
CHRW
HST
DDR
ANF
MDLZ
AIZ
SUNEQ
PCP
COV
DFS
GGP
TEL
ACAS
AKAM
JEF
MCHP
ICE
ANDV
TDC
EXPE
NBL
EXPD
NYX
JEC
TIE
POM
MTW
AMT
GME
RRC
GHC
TSS
CAM
HCP
PM
ISRG
SWN
LO
COG
MEE
AKS
SNI
MA
DVA
IVZ
CF
CRM
FAST
HRS
PXD
APH
FLS
KDP
NDAQ
WEC
SJM
PBCT
WYNN
XRAY
CEPH
SRCL
LIFE
DNB
RSG
EQT
MFE
FLIR
OI
SCG
IRM
WELL
DO
HRL
VTR
ES
ORLY
TWC
DNR
FTI
ATGE
TMUS
PWR
WDC
RHT
FMC
CFN
ARG
FSLR
BKNG
CLF
LDOS
MJN
ROST
V
ROP
NRG
URBN
BRK-B
DISCA
HP
OKE
CERN
