ticker
KMX
QEP
CVC
FFIV
NFLX
NFX
MMI
JOY
EW
BLK
CMG
ANRZQ
MPC
ACN
MOS
XYL
BWA
DLTR
PRGO
TRIP
WPX
CCI
FOSL
PSX
ALXN
LRCX
MNST
STX
LYB
PNR
ADT
KRFT
PETM
GRMN
APTV
ABBV
PVH
REGN
MAC
KSU
GM
ZTS
NWSA
NLSN
DAL
AME
VRTX
KORS
ALLE
ADS
FB
MHK
TSCO
GMCR
ESS
GOOG
NAVI
UAA
AVGO
XEC
AMG
MLM
DISCK
MNK
UHS
URI
LVLT
RCL
ENDP
SWKS
HSIC
AAL
EQIX
HBI
SLG
O
QRVO
BXLT
JBHT
CPGX
WRK
KHC
AAP
PYPL
SIG
ATVI
UAL
CMCSK
FOX
NWS
VRSK
HPE
SYF
ILMN
CSRA
CHD
CCEP
CPRI
WLTW
EXR
CFG
FRT
CXO
AWK
UDR
CNC
HOLX
FL
UA
ULTA
GPN
AYI
ALK
DLR
LKQ
AJG
TDG
FBHS
ALB
LNT
FTV
MTD
CHTR
COO
COTY
EVHC
MAA
IDXX
INCY
CBOE
REG
DISH
SNPS
ARE
RJF
IT
INFO
ALGN
ANSS
RE
AOS
DRE
MGM
PKG
RMD
BHF
IQV
DWDP
SBAC
CDNS
NCLH
HII
IPGP
NKTR
SIVB
TTWO
MSCI
ABMD
EVRG
TWTR
BR
HFC
FLT
CPRT
ANET
WCG
ROL
FTNT
KEYS
LIN
JKHY
FANG
LW
CE
FRC
TFX
ATO
WAB
LHX
CTVA
AMCR
MKTX
GL
IEX
CDW
NVR
LVS
BKR
NLOK
PEAK
NOW
VIAC
WRB
ODFL
TFC
J
LYV
STE
ZBRA
PAYC
CARR
OTIS
RTX
HWM
DPZ
DXCM
WST
BIO
TDY
TYL
LUMN
CTLT
ETSY
POOL
VNT
VTRS
TSLA
ENPH
TRMB
MPWR
CZR
GNRC
NXPI
PENN
CRL
OGN
MRNA
BBWI
TECH
BRO
CDAY
MTCH
CTRA
EPAM
FDS
SBNY
SEDG
WTW
NDSN
PARA
MOH
CPT
WBD
BALL
VICI
META
ON
ELV
CSGP
INVH
TRGP
ACGL
GEN
STLD
GEHC
BG
PODD
FICO
AXON
RVTY
FI
PANW
EG
KVUE
COR
ABNB
BX
VLTO
BLDR
HUBB
LULU
UBER
DAY
DOC
DECK
SMCI
CPAY
GEV
SOLV
VST
CRWD
GDDY
KKR
SW
ERIE
PLTR
AMTM
TPL
APO
LII
WDAY
DASH
EXE
TKO
WSM
COIN
DDOG
TTD
XYZ
PSKY
IBKR
APP
EME
HOOD
SOLS
ARES
CRH
CVNA
FIX
MRSH
AMCC
