Ticker
AGN
ANDW
ARNC
AT
AVP
BCR
BDK
BHGE
BLL
BLS
BMET
BNI
CBS
CCTYQ
CMA
CTB
CTX
DJ
EKDKQ
FDC
GAS
GPS
HES
HNZ
HSH
IPG
JCP
JWN
K
KATE
LSI
MDP
MEL
MIL
MMC
MRO
MTLQQ
MWV
NAV
NOVL
OMX
PGL
PGN
PKI
PLL
PX
RDC
ROH
RRD
RSHCQ
RTN
SIAL
STJ
TIN
TMK
TRB
TXU
UTX
WBA
WWY
WYE
X
WAMUQ
SNV
LEHMQ
BIG
GTW
BSC
EDS
HCR
SWY
SLR
CTL
ODP
AW
LXK
XLNX
CTXS
AABA
NCR
TSG
LLTC
ALTR
MXIM
APCC
NVLS
TIF
BRCM
JNS
KSE
AV
FRX
ABKFQ
AYE
SBL
QLGC
FTR
MWW
PMCS
FDO
ABC
IGT
XL
EOP
HMA
JNY
APOL
BJS
NFB
ANTM
MON
RAI
SYMC
FII
ETFC
ACS
MYL
HSP
SOV
CITGQ
LLL
FSL
ASN
CBSS
XTO
WFT
CVH
PDCO
VIAB
WFM
BRL
CHK
DF
LM
JNPR
CBH
WIN
WYND
CELG
BTUUQ
STR
DTV
ESV
VAR
HCBK
SUNEQ
PCP
COV
DFS
GGP
ACAS
NBL
NYX
JEC
TSS
HCP
SWN
LO
COG
AKS
SNI
HRS
PXD
PBCT
CEPH
SRCL
DNB
MFE
FLIR
DO
TWC
DNR
ATGE
RHT
CFN
ARG
MJN
DISCA
CERN
QEP
CVC
JOY
ANRZQ
WPX
ALXN
KRFT
PETM
KSU
NLSN
KORS
ADS
GMCR
XEC
DISCK
MNK
LVLT
ENDP
HBI
BXLT
CPGX
WRK
ATVI
CMCSK
WLTW
CXO
FL
FBHS
DISH
ANSS
RE
DRE
DWDP
SIVB
ABMD
TWTR
HFC
FLT
WCG
FRC
NLOK
PEAK
VIAC
CTLT
CDAY
PARA
FI
DAY
AMCC
