Date,Strategy,Case,Model,Objective,Universe,Caps,Daily Exposure,TH Tactical Rule,TH Tactical Active Weight,Selected US Assets,Selected TH Assets,US Internal Weight Date,TH Internal Weight Date,Train Start,Train End,US Daily Exposure,TH Daily Exposure,Gold Daily Exposure,BTC Daily Exposure,Latest Weight Source
2026-06-05,One-model US cap 70% / TH cap 30% + daily exposure,US cap 70% / TH cap 30%,one combined mean-covariance optimizer,mean_variance + mom_63 + concentration penalty,"PIT S&P 500 top30, PIT SET100 top30 when TH tactical signal is active, Gold, BTC",stock 8%; US group 70%; TH group 30%; Gold 30%; BTC 10%,US SPY MA300 below50%; TH SET MA200 below0%; Gold crash protection; BTC MA50 below0%; reduced exposure to cash,monthly SET-vs-SPY THB relative-return binary lb1 entry0 exit0 hold0 confirm1,0.0,30,0,2026-06-05,2026-06-05,2025-01-18,2026-06-05,1.0,1.0,0.5,0.0,Standalone refresh from this repo's current data/cache; no static latest-weight file is read from dynamic_port_opt.
