Date,Strategy,JP Sleeve Mode,Model,Base Allocation,Universe,JP Optimizer,Japan Price Source,Japan Name Source,Equity Signal Rule,Weekly Exposure,US Score,TH Score,JP Score,Gold DD252,US Internal Weight Date,TH Internal Weight Date,JP Internal Weight Date,JP Universe Entry Date,Japan Yahoo Price End,Japan Yahoo Missing Codes,Overlay Cache End,Latest Weight Source
2026-06-17,JP optimized min_vol_mom_tilt top10 cap15% Stock60/Gold30/BTC10 Index signal leaves inactive equity in cash + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized min_vol_mom_tilt top10 cap15%,Index-signal sleeve allocation; inactive equity remains cash,Equity 60%; Gold 30%; BTC 10%,"US PIT optimized sleeve, TH PIT optimized sleeve, JP PIT optimized sleeve, Gold, BTC",min_vol_mom_tilt; top 10 PIT names; max 15% internal weight; 120 trading-day covariance lookback; minimum 40 training days; 63-day momentum tilt; concentration penalty 0.01; fallback equal weight for insufficient history.,"Yahoo Finance daily adjusted close, downloaded at refresh time only for latest JP top10 universe. JP exposure uses the optimized basket signal, not 1306.T.",J-Quants API equity master cached locally at data/cache/dynamic_factor_copula/japan_master_history.parquet.,US SPY MA300 + mom63; TH SET MA200 + mom63; JP Nikkei/proxy MA120 + mom63; scores shifted by one session,"Samples the already-lagged daily exposure on W-FRI and forward-fills. US SPY MA300 below50%; TH SET MA200 below0%; JP MA120 below0%; Gold DD252 warn-10%->75%, crash-20%->50%, panic-30% + below MA200 + mom63<0 -> 0%, recover-5%; BTC MA50 below0%.",1.0,1.0,1.0,-0.1828557494466394,2026-06-17,2026-06-17,2026-06-17,2026-03-02,2026-06-17,,2026-06-17,Standalone refresh from this repo's current data/cache and Yahoo Finance latest JP prices; no static latest-weight file is read from dynamic_port_opt. Effective date is capped at the common latest date across Yahoo JP prices and overlay assets.
