Strategy,Date,TH Signal On,US Count,TH Count,US Group Cap,TH Group Cap,Stock Cap,Concentration Penalty,US Weight,TH Weight,Gold Weight,BTC Weight,Cash Weight,Raw Max Stock Weight,Case
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2016-12-30,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000001,0.0,0.20000000000000026,0.09999999999999981,0.0,0.049999999999999906,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2017-01-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000012,0.0,0.1999999999999991,0.09999999999999983,0.0,0.04999999999999993,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2017-02-28,True,50,50,0.7,0.3,0.05,0.02,0.5999999999999983,0.3000000000000019,2.6525711619383475e-16,0.0999999999999994,0.0,0.04999999999999982,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2017-03-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000004,0.0,0.29999999999999916,4.690548927452738e-16,0.0,0.04999999999999993,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2017-04-28,True,50,50,0.7,0.3,0.05,0.02,0.6000000000000006,0.3000000000000004,0.0,0.09999999999999916,0.0,0.04999999999999985,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2017-05-31,False,50,0,0.7,0.3,0.05,0.02,0.6999999999999996,0.0,0.20000000000000057,0.09999999999999992,0.0,0.04999999999999996,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2017-06-30,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000007,0.0,0.1999999999999994,0.0999999999999997,0.0,0.04999999999999993,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2017-07-31,True,50,50,0.7,0.3,0.05,0.02,0.6,0.3000000000000004,5.438654405345304e-16,0.09999999999999913,0.0,0.04999999999999987,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2017-08-31,False,50,0,0.7,0.3,0.05,0.02,0.6999999999999997,0.0,0.2000000000000004,0.09999999999999985,0.0,0.049999999999999926,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2017-09-29,True,50,50,0.7,0.3,0.05,0.02,0.5999999999999994,0.3000000000000015,4.239081605368023e-16,0.09999999999999858,0.0,0.04999999999999973,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2017-10-31,True,50,50,0.7,0.3,0.05,0.02,0.600000000000003,0.299999999999998,1.1827394407065959e-17,0.09999999999999905,0.0,0.049999999999999725,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2017-11-30,True,50,50,0.7,0.3,0.05,0.02,0.5999999999999991,0.3000000000000024,1.3544955367184944e-16,0.09999999999999842,0.0,0.04999999999999945,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2017-12-29,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000008,0.0,0.1999999999999996,0.0999999999999995,0.0,0.04999999999999992,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2018-01-31,True,50,50,0.7,0.3,0.05,0.02,0.5999999999999979,0.30000000000000326,0.0,0.09999999999999866,0.0,0.04999999999999989,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2018-02-28,True,50,50,0.7,0.3,0.05,0.02,0.6999999999999961,0.3000000000000039,0.0,0.0,0.0,0.04999999999999967,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2018-03-30,True,50,50,0.7,0.3,0.05,0.02,0.6999999999999961,0.30000000000000315,9.21138165743681e-16,0.0,0.0,0.049999999999999815,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2018-04-30,True,50,50,0.7,0.3,0.05,0.02,0.6999999999999957,0.30000000000000404,5.4089926163766795e-16,0.0,0.0,0.0499999999999996,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2018-05-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000006,0.0,0.2999999999999988,6.009720722829261e-16,0.0,0.04999999999999996,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2018-06-29,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000004,0.0,0.19999999999999948,0.09999999999999998,0.0,0.04999999999999999,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2018-07-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000003,0.0,0.20000000000000004,0.09999999999999976,0.0,0.04999999999999993,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2018-08-31,True,50,50,0.7,0.3,0.05,0.02,0.6999999999999912,0.30000000000000704,1.6002561613263728e-15,0.0,0.0,0.04999999999999982,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2018-09-28,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000001,0.0,0.19999999999999987,0.09999999999999987,0.0,0.04999999999999993,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2018-10-31,True,50,50,0.7,0.3,0.05,0.02,0.6999999999999982,0.30000000000000093,1.0705848708033553e-15,0.0,0.0,0.049999999999999795,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2018-11-30,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000013,0.0,0.29999999999999866,0.0,0.0,0.04999999999999986,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2018-12-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000028,0.0,0.2999999999999966,6.638341719375577e-16,0.0,0.04999999999999966,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2019-01-31,True,50,50,0.7,0.3,0.05,0.02,0.515113379652058,0.300000000000001,0.1848866203479411,3.2978336518971936e-17,0.0,0.04999999999999978,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2019-02-28,True,50,50,0.7,0.3,0.05,0.02,0.629611594383057,0.3000000000000001,0.0703884056169428,1.2719438825741641e-17,0.0,0.04999999999999985,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2019-03-29,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000002,0.0,0.20000000000000004,0.09999999999999978,0.0,0.04999999999999989,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2019-04-30,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000006,0.0,0.19999999999999954,0.09999999999999985,0.0,0.049999999999999926,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2019-05-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000002,0.0,0.19999999999999996,0.0999999999999999,0.0,0.04999999999999995,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2019-06-28,True,50,50,0.7,0.3,0.05,0.02,0.6000000000000004,0.3000000000000007,4.198030811863863e-16,0.09999999999999824,0.0,0.049999999999999614,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2019-07-31,True,50,50,0.7,0.3,0.05,0.02,0.30000000000000243,0.2999999999999997,0.29999999999999866,0.09999999999999921,0.0,0.04999999999999978,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2019-08-30,False,50,0,0.7,0.3,0.05,0.02,0.6000000000000011,0.0,0.2999999999999995,0.0999999999999995,0.0,0.04999999999999995,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2019-09-30,False,50,0,0.7,0.3,0.05,0.02,0.700000000000001,0.0,0.29999999999999877,2.757483852983731e-16,0.0,0.049999999999999926,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2019-10-31,False,50,0,0.7,0.3,0.05,0.02,0.700000000000001,0.0,0.2999999999999984,7.718020140038521e-16,0.0,0.04999999999999995,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2019-11-29,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000002,0.0,0.19999999999999993,0.09999999999999994,0.0,0.04999999999999997,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2019-12-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000007,0.0,0.29999999999999916,9.714451465470102e-17,0.0,0.04999999999999991,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2020-01-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000012,0.0,0.29999999999999877,8.714335699146263e-17,0.0,0.04999999999999991,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2020-02-28,False,50,0,0.7,0.3,0.05,0.02,0.6000000000000014,0.0,0.29999999999999943,0.0999999999999994,0.0,0.049999999999999906,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2020-03-31,False,50,0,0.7,0.3,0.05,0.02,0.5999999999999998,0.0,0.30000000000000016,0.10000000000000006,0.0,0.05000000000000003,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2020-04-30,False,50,0,0.7,0.3,0.05,0.02,0.6999999999999998,0.0,0.29999999999999943,7.504406814021217e-16,0.0,0.04999999999999991,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2020-05-29,True,50,50,0.7,0.3,0.05,0.02,0.6999999999999975,0.3000000000000024,0.0,0.0,0.0,0.04999999999999956,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2020-06-30,True,50,50,0.7,0.3,0.05,0.02,0.5999999999999964,0.30000000000000565,0.0,0.09999999999999788,0.0,0.04999999999999928,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2020-07-31,True,50,50,0.7,0.3,0.05,0.02,0.6000000000000003,0.3000000000000004,0.0,0.0999999999999993,0.0,0.04999999999999965,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2020-08-31,False,50,0,0.7,0.3,0.05,0.02,0.6499999999999994,0.0,0.25000000000000067,0.09999999999999976,0.0,0.04999999999999988,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2020-09-30,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000021,0.0,0.19999999999999876,0.09999999999999915,0.0,0.04999999999999983,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2020-10-30,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000011,0.0,0.19999999999999954,0.09999999999999949,0.0,0.04999999999999998,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2020-11-30,True,50,50,0.7,0.3,0.05,0.02,0.5999999999999972,0.3000000000000035,0.0,0.09999999999999923,0.0,0.049999999999999614,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2020-12-31,True,50,50,0.7,0.3,0.05,0.02,0.5999999999999961,0.30000000000000515,0.0,0.09999999999999863,0.0,0.049999999999999316,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2021-01-29,True,50,50,0.7,0.3,0.05,0.02,0.5999999999999993,0.3000000000000022,2.7334189947871574e-15,0.09999999999999576,0.0,0.04999999999999914,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2021-02-26,True,50,50,0.7,0.3,0.05,0.02,0.5999999999999983,0.30000000000000204,0.0,0.09999999999999967,0.0,0.049999999999999836,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2021-03-31,False,50,0,0.7,0.3,0.05,0.02,0.6999999999999996,0.0,0.20000000000000034,0.0999999999999999,0.0,0.04999999999999995,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2021-04-30,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000004,0.0,0.19999999999999993,0.09999999999999955,0.0,0.04999999999999995,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2021-05-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000003,0.0,0.29999999999999977,0.0,0.0,0.04999999999999997,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2021-06-30,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000012,0.0,0.2999999999999989,0.0,0.0,0.04999999999999996,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2021-07-30,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000001,0.0,0.29999999999999866,1.0705239575980382e-15,0.0,0.04999999999999989,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2021-08-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000024,0.0,0.19999999999999857,0.09999999999999912,0.0,0.04999999999999993,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2021-09-30,True,50,50,0.7,0.3,0.05,0.02,0.5999999999999998,0.30000000000000143,3.5476344633990987e-16,0.0999999999999983,0.0,0.04999999999999988,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2021-10-29,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000006,0.0,0.19999999999999987,0.09999999999999948,0.0,0.04999999999999989,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2021-11-30,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000005,0.0,0.19999999999999957,0.09999999999999983,0.0,0.04999999999999991,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2021-12-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000017,0.0,0.2999999999999981,2.2147898077237444e-16,0.0,0.049999999999999635,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2022-01-31,True,50,50,0.7,0.3,0.05,0.02,0.6999999999999982,0.3000000000000013,0.0,4.739250256297251e-16,0.0,0.04999999999999989,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2022-02-28,True,50,50,0.7,0.3,0.05,0.02,0.6288475488541121,0.30000000000000265,0.07115245114588535,0.0,0.0,0.04999999999999967,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2022-03-31,True,50,50,0.7,0.3,0.05,0.02,0.4000000000000011,0.3000000000000007,0.29999999999999827,0.0,0.0,0.04999999999999986,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2022-04-29,False,50,0,0.7,0.3,0.05,0.02,0.6500000000000028,0.0,0.299999999999999,0.04999999999999813,0.0,0.04999999999999987,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2022-05-31,True,50,50,0.7,0.3,0.05,0.02,0.699999999999999,0.300000000000001,6.473235555485799e-17,3.779436004152402e-17,0.0,0.04999999999999986,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2022-06-30,True,50,50,0.7,0.3,0.05,0.02,0.44999999999999724,0.3000000000000023,0.25000000000000044,0.0,0.0,0.04999999999999952,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2022-07-29,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000011,0.0,0.29999999999999905,3.1038957273055414e-17,0.0,0.04999999999999993,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2022-08-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000005,0.0,0.29999999999999954,0.0,0.0,0.049999999999999926,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2022-09-30,True,50,50,0.7,0.3,0.05,0.02,0.699999999999997,0.30000000000000304,0.0,1.0252611707082402e-16,0.0,0.049999999999999684,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2022-10-31,True,50,50,0.7,0.3,0.05,0.02,0.6999999999999978,0.3000000000000009,1.147509619698793e-15,0.0,0.0,0.04999999999999955,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2022-11-30,False,50,0,0.7,0.3,0.05,0.02,0.7,0.0,0.29999999999999966,2.1353817517651371e-16,0.0,0.04999999999999995,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2022-12-30,True,50,50,0.7,0.3,0.05,0.02,0.6999999999999992,0.30000000000000077,0.0,1.7438046638789327e-17,0.0,0.04999999999999977,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2023-01-31,True,50,50,0.7,0.3,0.05,0.02,0.6999999999999971,0.3000000000000014,1.064568939152766e-15,4.402112742615321e-16,0.0,0.049999999999999815,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2023-02-28,False,50,0,0.7,0.3,0.05,0.02,0.6999999999999997,0.0,0.20000000000000037,0.09999999999999981,0.0,0.04999999999999993,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2023-03-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000034,0.0,0.19999999999999832,0.09999999999999812,0.0,0.04999999999999978,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2023-04-28,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000012,0.0,0.1999999999999996,0.09999999999999926,0.0,0.04999999999999991,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2023-05-31,False,50,0,0.7,0.3,0.05,0.02,0.700000000000001,0.0,0.19999999999999932,0.09999999999999971,0.0,0.04999999999999991,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2023-06-30,False,50,0,0.7,0.3,0.05,0.02,0.6999999999999996,0.0,0.2000000000000003,0.09999999999999987,0.0,0.04999999999999993,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2023-07-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000012,0.0,0.1999999999999997,0.09999999999999933,0.0,0.049999999999999926,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2023-08-31,True,50,50,0.7,0.3,0.05,0.02,0.6999999999999977,0.30000000000000226,0.0,0.0,0.0,0.04999999999999976,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2023-09-29,True,50,50,0.7,0.3,0.05,0.02,0.6999999999999987,0.30000000000000115,0.0,0.0,0.0,0.04999999999999978,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2023-10-31,False,50,0,0.7,0.3,0.05,0.02,0.600000000000001,0.0,0.29999999999999954,0.09999999999999959,0.0,0.049999999999999926,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2023-11-30,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000002,0.0,0.1999999999999998,0.09999999999999987,0.0,0.04999999999999993,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2023-12-29,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000007,0.0,0.19999999999999957,0.09999999999999971,0.0,0.04999999999999986,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2024-01-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000024,0.0,0.19999999999999832,0.09999999999999902,0.0,0.04999999999999977,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2024-02-29,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000002,0.0,0.20000000000000012,0.0999999999999996,0.0,0.0499999999999998,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2024-03-29,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000043,0.0,0.19999999999999724,0.09999999999999831,0.0,0.04999999999999978,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2024-04-30,False,50,0,0.7,0.3,0.05,0.02,0.6000000000000012,0.0,0.2999999999999994,0.0999999999999994,0.0,0.04999999999999991,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2024-05-31,True,50,50,0.7,0.3,0.05,0.02,0.6999999999999987,0.3000000000000008,3.5388358909926707e-16,0.0,0.0,0.04999999999999978,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2024-06-28,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000008,0.0,0.2999999999999994,0.0,0.0,0.049999999999999906,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2024-07-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000005,0.0,0.2999999999999995,2.4187054963944503e-16,0.0,0.04999999999999996,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2024-08-30,True,50,50,0.7,0.3,0.05,0.02,0.6999999999999981,0.300000000000002,6.365478979181983e-17,0.0,0.0,0.04999999999999988,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2024-09-30,True,50,50,0.7,0.3,0.05,0.02,0.6999999999999983,0.3000000000000008,1.1076209394111862e-15,0.0,0.0,0.04999999999999977,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2024-10-31,True,50,50,0.7,0.3,0.05,0.02,0.5999999999999969,0.30000000000000376,0.0,0.09999999999999927,0.0,0.049999999999999635,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2024-11-29,False,50,0,0.7,0.3,0.05,0.02,0.7,0.0,0.2000000000000003,0.09999999999999974,0.0,0.04999999999999987,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2024-12-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000016,0.0,0.19999999999999937,0.09999999999999902,0.0,0.04999999999999991,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2025-01-31,True,50,50,0.7,0.3,0.05,0.02,0.6999999999999964,0.20000000000000434,0.0,0.09999999999999927,0.0,0.049999999999999635,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2025-02-28,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000008,0.0,0.2999999999999993,0.0,0.0,0.04999999999999996,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2025-03-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000001,0.0,0.29999999999999977,0.0,0.0,0.04999999999999997,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2025-04-30,True,50,50,0.7,0.3,0.05,0.02,0.45000000000000046,0.2500000000000017,0.2999999999999973,5.549612799962981e-16,0.0,0.049999999999999586,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2025-05-30,True,50,50,0.7,0.3,0.05,0.02,0.4999999999999972,0.30000000000000276,0.10000000000000173,0.09999999999999859,0.0,0.04999999999999959,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2025-06-30,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000043,0.0,0.19999999999999765,0.09999999999999795,0.0,0.049999999999999926,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2025-07-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000007,0.0,0.19999999999999976,0.09999999999999958,0.0,0.04999999999999991,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2025-08-29,True,50,50,0.7,0.3,0.05,0.02,0.6999999999999982,0.30000000000000193,0.0,0.0,0.0,0.04999999999999958,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2025-09-30,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000003,0.0,0.29999999999999966,0.0,0.0,0.04999999999999995,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2025-10-31,False,50,0,0.7,0.3,0.05,0.02,0.7000000000000003,0.0,0.2999999999999997,0.0,0.0,0.04999999999999996,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2025-11-28,True,50,50,0.7,0.3,0.05,0.02,0.6499999999999955,0.10000000000000214,0.25000000000000244,0.0,0.0,0.049999999999999545,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2025-12-31,False,50,0,0.7,0.3,0.05,0.02,0.700000000000001,0.0,0.29999999999999893,0.0,0.0,0.04999999999999982,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2026-01-30,True,50,50,0.7,0.3,0.05,0.02,0.5291447267334287,0.29999999999999755,0.17085527326657368,0.0,0.0,0.049999999999999614,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2026-02-27,True,50,50,0.7,0.3,0.05,0.02,0.4000000000000008,0.30000000000000093,0.29999999999999793,3.114506760111461e-16,0.0,0.049999999999999656,Stock cap 5%
One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2026-03-31,True,50,50,0.7,0.3,0.05,0.02,0.5999999999999885,0.30000000000001276,0.09999999999999874,0.0,0.0,0.04999999999999897,Stock cap 5%
