Date,Strategy,Tactical Rule,Overlay Mix,Daily Exposure,US Sleeve Model,TH Sleeve Model,TH Tactical Weight Inside Equity Sleeve,Selected US Assets,Selected TH Assets,US Sleeve Internal Weight Date,TH Sleeve Internal Weight Date,US Train Start,TH Train Start,Train End,BTC Price,BTC MA50,BTC Daily Exposure,Gold Price,Gold DD252,Gold Daily Exposure,Timing Note
2026-06-01,Final Best Sharpe Tactical TH/Gold/BTC 65/25/10 Gold crash protection,proxy_regime relative_return binary lb1 cap30 entry0 exit0 hold0 confirm1,Equity/Gold/BTC 65/25/10,"US SPY MA300 below50%; TH SET MA200 below0%; Gold DD252 warn-8%->50%, crash-20%->50%, panic-30% + below MA200 + mom63<0 -> 0%, recover-5%; BTC MA50 below0%",PIT S&P 500 top30 liquidity / mean covariance / mean_variance + mom_63 / stock cap 8%,PIT SET100 top30 liquidity / mean covariance / mean_variance + mom_63 / stock cap 8%,0.3,30,30,2026-05-29,2026-05-29,2024-06-21,2024-06-21,2026-06-01,72730.390625,77261.49390625,0.0,4526.2001953125,-0.14895452045306667,0.5,Standalone latest-weight refresh from this repo's refreshed cache; no static latest weights are read from dynamic_port_opt.
