ticker,start_date,end_date,source_files
BLAND.BK,2005-01-01,2019-12-31,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf
BLS.BK,2008-01-01,2010-06-30,SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls
BLS.BK,2011-07-01,2011-12-31,UpdateSET50_100_H2_2011.xls
BMCL.BK,2010-01-01,2010-12-31,SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls
BMCL.BK,2014-01-01,2016-06-30,SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf
BPP.BK,2017-07-01,2021-06-30,SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf
BPP.BK,2022-01-01,2022-06-30,SET50_100_H1_2022.pdf
BSEC.BK,2008-01-01,2008-12-31,SET50_100_H1_2008.xls | SET50_100_H2_2008.xls
BSRC.BK,2024-01-01,2025-06-30,SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf
BT.BK,2005-01-01,2006-12-31,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls | SET100_4_H2_2006.xls
BTG.BK,2023-07-01,2026-06-30,SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
BTS.BK,2010-01-01,2026-06-30,SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
BWG.BK,2008-07-01,2009-06-30,SET50_100_H2_2008.xls | SET50_100_H1_2009.xls
BWG.BK,2017-01-01,2017-06-30,SET50_100_H1_2017_v2.pdf
BYD.BK,2023-01-01,2024-06-30,SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf
CBG.BK,2015-07-01,2026-06-30,SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
CCET.BK,2006-01-01,2011-06-30,SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls
CCET.BK,2025-01-01,2026-06-30,SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
CENTEL.BK,2009-07-01,2009-12-31,SET50_100_H2_2009.xls
CENTEL.BK,2010-07-01,2026-06-30,SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
CGS.BK,2009-07-01,2010-06-30,SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls
CHG.BK,2014-01-01,2014-06-30,SET50_100_H1_2014-TH_v2.xls
CHG.BK,2016-01-01,2026-06-30,SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
CK.BK,2005-01-01,2026-06-30,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
CKP.BK,2015-07-01,2023-12-31,SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf
CKP.BK,2024-07-01,2025-06-30,SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf
CNS.BK,2005-01-01,2006-06-30,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls
CNS.BK,2007-07-01,2007-12-31,SET100_6_H2_2007.xls
COCOCO.BK,2025-01-01,2025-06-30,SET50_100_H1_2025.pdf
COM7.BK,2016-07-01,2026-06-30,SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
COMMERCE.BK,2005-07-01,2013-12-31,SET100_2_2H_2005.xls | SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls
CP7-11.BK,2005-01-01,2005-06-30,SET50_100_H1_2005.xls
CPALL.BK,2014-01-01,2026-06-30,SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
CPF.BK,2005-01-01,2026-06-30,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
CPN.BK,2006-01-01,2026-06-30,SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
CRC.BK,2020-07-01,2026-06-30,SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
CSL.BK,2005-01-01,2006-06-30,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls
DCC.BK,2005-01-01,2006-06-30,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls
DCC.BK,2007-01-01,2008-06-30,SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls
DCC.BK,2009-07-01,2014-12-31,SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls
DDD.BK,2019-07-01,2019-12-31,SET50_100_H2_2019.pdf
DELTA.BK,2005-01-01,2017-12-31,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf
DELTA.BK,2018-07-01,2020-06-30,SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf
DELTA.BK,2021-01-01,2021-12-31,SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf
DELTA.BK,2023-01-01,2026-06-30,SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
DEMCO.BK,2013-07-01,2013-12-31,SET50_100_H2_2013-TH-v3.xls
DEMCO.BK,2015-01-01,2016-06-30,SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf
DOHOME.BK,2020-07-01,2026-06-30,SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
DTAC.BK,2008-07-01,2023-06-30,SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf
EA.BK,2017-07-01,2026-06-30,SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
EARTH.BK,2014-07-01,2016-06-30,SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf
EE.BK,2010-07-01,2010-12-31,SET50_100_H2_2010.xls
EGCO.BK,2007-07-01,2026-06-30,SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf | SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
EGCOMP.BK,2005-01-01,2007-06-30,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls | SET100_3_H1_2006.xls | SET100_4_H2_2006.xls | SET100_5_H1_2007.xls
EMC.BK,2008-07-01,2009-06-30,SET50_100_H2_2008.xls | SET50_100_H1_2009.xls
EPG.BK,2016-01-01,2021-06-30,SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf
EPG.BK,2022-01-01,2023-06-30,SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf
ERAWAN.BK,2007-01-01,2009-06-30,SET100_5_H1_2007.xls | SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls | SET50_100_H1_2009.xls
ERW.BK,2014-01-01,2015-12-31,SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf
ERW.BK,2016-07-01,2016-12-31,SET50_100_H2_2016.pdf
ERW.BK,2018-07-01,2021-06-30,SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf
ERW.BK,2023-07-01,2026-06-30,SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
ESSO.BK,2009-01-01,2014-12-31,SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls | SET50_100_H2_2013-TH-v3.xls | SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls
ESSO.BK,2018-01-01,2023-12-31,SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf
ESTAR.BK,2005-01-01,2005-12-31,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls
FASHION.BK,2007-07-01,2007-12-31,SET100_6_H2_2007.xls
FASHION.BK,2009-07-01,2009-12-31,SET50_100_H2_2009.xls
FNS.BK,2005-01-01,2005-12-31,SET50_100_H1_2005.xls | SET100_2_2H_2005.xls
FORTH.BK,2007-07-01,2008-12-31,SET100_6_H2_2007.xls | SET50_100_H1_2008.xls | SET50_100_H2_2008.xls
FORTH.BK,2022-07-01,2024-06-30,SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf
GBX.BK,2006-07-01,2007-06-30,SET100_4_H2_2006.xls | SET100_5_H1_2007.xls
GFPT.BK,2009-07-01,2009-12-31,SET50_100_H2_2009.xls
GFPT.BK,2010-07-01,2013-06-30,SET50_100_H2_2010.xls | SET50_100_H1_2011.xls | UpdateSET50_100_H2_2011.xls | SET50_100_H1_2012.xls | SET50_100_H2_2012-TH.xls | SET50_100_H1_2013-TH-v1.xls
GFPT.BK,2014-01-01,2015-12-31,SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf
GFPT.BK,2017-07-01,2021-06-30,SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf
GFPT.BK,2023-01-01,2023-12-31,SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf
GFPT.BK,2026-01-01,2026-06-30,SET50_100_H1_2026.pdf
GGC.BK,2018-01-01,2018-12-31,SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf
GJS.BK,2008-07-01,2011-06-30,SET50_100_H2_2008.xls | SET50_100_H1_2009.xls | SET50_100_H2_2009.xls | SET50_100_H1_2010b.xls | SET50_100_H2_2010.xls | SET50_100_H1_2011.xls
GL.BK,2016-01-01,2016-12-31,SET50_100_H1_2016.pdf | SET50_100_H2_2016.pdf
GLOBAL.BK,2014-01-01,2015-12-31,SET50_100_H1_2014-TH_v2.xls | SET50_100_H2_2014-TH_v2.xls | SET50_100_H1_2015.pdf | SET50_100_H2_2015.pdf
GLOBAL.BK,2016-07-01,2026-06-30,SET50_100_H2_2016.pdf | SET50_100_H1_2017_v2.pdf | SET50_100_H2_2017.pdf | SET50_100_H1_2018.pdf | SET50_100_H2_2018.pdf | SET50_100_H1_2019.pdf | SET50_100_H2_2019.pdf | SET50_100_H1_2020.pdf | SET50_100_H2_2020.pdf | SET50_100_H1_2021.pdf | SET50_100_H2_2021V2.pdf | SET50_100_H1_2022.pdf | SET50_SET100_H2_2022.pdf | SET50_100_H1_2023.pdf | SET50-SET100_H2_2023.pdf | SET50_100_H1_2024.pdf | SET50_100_H2_2024.pdf | SET50_100_H1_2025.pdf | SET50_100_H2_2025.pdf | SET50_100_H1_2026.pdf
