Date,Strategy,Case,Model,Objective,Universe,Caps,Daily Exposure,TH Tactical Rule,TH Tactical Active Weight,Selected US Assets,Selected TH Assets,US Internal Weight Date,TH Internal Weight Date,Train Start,Train End,US Daily Exposure,TH Daily Exposure,Gold Daily Exposure,BTC Daily Exposure,Latest Weight Source,Fresh Start Date,Segment Cap,Segment Cap Mode,Latest Max Combined Segment Raw Weight,Latest Combined Segment Weights,Segment Source
2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,one combined mean-covariance optimizer,mean_variance + mom_63 + concentration penalty,"PIT S&P 500 top50, PIT SET100 top50 when TH tactical signal is active, Gold, BTC",stock 5%; US group 70%; TH group 30%; Gold 30%; BTC 10%,US SPY MA300 below50%; TH SET MA200 below0%; Gold crash protection; BTC MA50 below0%; reduced exposure to cash,monthly SET-vs-SPY THB relative-return binary lb1 entry0 exit0 hold0 confirm1,0.3,50,50,2026-06-30,2026-06-30,2025-02-12,2026-06-30,1.0,1.0,0.5,0.0,Standalone cache-backed refresh from this repo data/cache and segment files; no static latest-weight file is read from dynamic_port_opt.,2024-03-02,0.25,combined US+TH normalized segment cap,0.24999999999999978,Communication Services: 0.00%; Consumer Discretionary: 5.00%; Consumer Staples: 5.00%; Energy: 5.00%; Financials: 25.00%; Health Care: 15.00%; Industrials: 10.00%; Information Technology: 25.00%; Real Estate: 10.00%,data/us_segment.csv and data/set100_segment.xls
