Date,Strategy,Case,Model,Objective,Universe,Caps,Daily Exposure,TH Tactical Rule,TH Tactical Active Weight,Selected US Assets,Selected TH Assets,US Internal Weight Date,TH Internal Weight Date,Train Start,Train End,US Daily Exposure,TH Daily Exposure,Gold Daily Exposure,BTC Daily Exposure,Latest Weight Source,Fresh Start Date
2026-07-15,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50,one combined mean-covariance optimizer,mean_variance + mom_63 + concentration penalty,"PIT S&P 500 top50, PIT SET100 top50 when TH tactical signal is active, Gold, BTC",stock 5%; US group 70%; TH group 30%; Gold 30%; BTC 10%,US SPY MA300 below50%; TH SET MA200 below0%; Gold crash protection; BTC MA50 below0%; reduced exposure to cash,monthly SET-vs-SPY THB relative-return binary lb1 entry0 exit0 hold0 confirm1,0.3,50,0,2026-07-15,2026-07-15,2025-02-27,2026-07-15,1.0,1.0,0.5,1.0,Standalone refresh from a fresh yfinance panel at run time; no static latest-weight file is read from dynamic_port_opt.,2024-03-17
