Date,Strategy,Tactical Rule,Overlay Mix,Daily Exposure,TH Tactical Weight Inside Equity Sleeve,US Sleeve Internal Weight Date,TH Sleeve Internal Weight Date,Risk Free Rate,Fresh Start Date,Fresh Lookback Calendar Days,BTC Price Source,BTC Price,BTC MA50,BTC Daily Exposure,Gold Price,Gold DD252,Gold Daily Exposure,Timing Note
2026-06-30,Final Best Sharpe Tactical TH/Gold/BTC 65/25/10 Gold crash protection,proxy_regime relative_return binary lb1 cap30 entry0 exit0 hold0 confirm1,Equity/Gold/BTC 65/25/10,"US SPY MA300 below50%; TH SET MA200 below0%; Gold DD252 warn-8%->50%, crash-20%->50%, panic-30% + below MA200 + mom63<0 -> 0%, recover-5%; BTC MA50 below0%",0.3,2026-05-31,2026-05-31,0.03,2024-03-02,850,yfinance fresh BTC-USD,59295.66015625,68514.852265625,0.0,4038.300048828125,-0.24069266640733455,0.5,"Fresh yfinance download at run time; no price cache used for US stocks, TH stocks, Gold, BTC, FX, SPY, VIX, or SET. Month-end tactical signal and close trend exposure are lagged before use."
