Date,US Equity,TH Equity,JP Equity,Gold,BTC,Cash / Reduced Exposure,Strategy,JP Sleeve Mode,JP Assets,JP Internal Cap
2024-11-07,0.19999999999999998,0.39999999999999997,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-11-08,0.19999999999999998,0.39999999999999997,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-11-11,0.19999999999999998,0.39999999999999997,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-11-12,0.19999999999999998,0.39999999999999997,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-11-13,0.19999999999999998,0.39999999999999997,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-11-14,0.19999999999999998,0.39999999999999997,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-11-15,0.19999999999999998,0.39999999999999997,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-11-18,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-11-19,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-11-20,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-11-21,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-11-22,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-11-25,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-11-26,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-11-27,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-11-28,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-11-29,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-02,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-03,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-04,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-05,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-06,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-09,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-10,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-11,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-12,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-13,0.3,0.3,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-16,0.39999999999999997,0.19999999999999998,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-17,0.39999999999999997,0.19999999999999998,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-18,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-19,0.39999999999999997,0.19999999999999998,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-20,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-23,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-24,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-25,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-26,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-27,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-30,0.39999999999999997,0.0,0.0,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2024-12-31,0.39999999999999997,0.0,0.0,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-02,0.39999999999999997,0.0,0.0,0.3,0.1,0.20000000000000007,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-03,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-06,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-07,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-08,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-09,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-10,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-13,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-14,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-15,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-16,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-17,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-20,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-21,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-22,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-23,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-24,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-27,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-28,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-29,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-30,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-01-31,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-03,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-04,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-05,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-06,0.6,0.0,0.0,0.3,0.1,1.1102230246251565e-16,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-07,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-10,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-11,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-12,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-13,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-14,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-17,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-18,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-19,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-20,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-21,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-24,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-25,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-26,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-27,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-02-28,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-03,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-04,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-05,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-06,0.6,0.0,0.0,0.3,0.0,0.10000000000000009,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-07,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-10,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-11,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-12,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-13,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-14,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-17,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-18,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-19,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-20,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-21,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-24,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-25,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-26,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-27,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-28,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-03-31,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-04-01,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-04-02,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-04-03,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-04-04,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-04-07,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-04-08,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-04-09,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-04-10,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-04-11,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-04-14,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-04-15,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-04-16,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
2025-04-17,0.3,0.0,0.0,0.3,0.0,0.4,Stock60/Gold30/BTC10 Index signal assigns equity to active markets no JP + weekly exposure all assets + gold drawdown 252d warn10 crash20,JP optimized mean_variance top10 cap20%,10,0.2
