Date,Strategy,Tactical Rule,Overlay Mix,Daily Exposure,TH Tactical Weight Inside Equity Sleeve,US Sleeve Internal Weight Date,TH Sleeve Internal Weight Date,Risk Free Rate,Fresh Start Date,Fresh Lookback Calendar Days,BTC Price Source,BTC Price,BTC MA50,BTC Daily Exposure,Gold Price,Gold MA50,Gold DD252,Gold Daily Exposure,Timing Note
2026-07-14,Tactical TH/Gold/BTC 60/30/10 asset-level daily exposure,proxy_regime relative_return binary lb1 cap30 entry0 exit0 hold0 confirm1,Equity/Gold/BTC 60/30/10,US SPY MA300 below50%; TH SET MA200 below0%; Gold MA50 below100%; BTC MA50 below0%,0.3,2026-06-30,2026-06-30,0.03,2024-03-16,850,yfinance fresh BTC-USD,62751.8984375,64290.795625,0.0,4026.10009765625,4226.814028320313,-0.24298658025283137,1.0,"Fresh yfinance download at run time; no price cache used for US stocks, TH stocks, Gold, BTC, FX, SPY, VIX, or SET. Month-end tactical signal and close trend exposure are lagged before use."
