Date,Mean Covariance + Gold/BTC/BIL capped Gold 20 + asset-level daily exposure,Mean Covariance + Gold/BTC/BIL capped Gold 30 + asset-level daily exposure,Mean Covariance + Gold/BTC/BIL capped Gold 40 + asset-level daily exposure
2018-08-09,1.1777797899412574,1.1777734616700786,1.1777681059991454
2018-08-10,1.1682230566840812,1.16821677976172,1.1682114675477377
2018-08-13,1.1699512978427202,1.1699450116344308,1.1699396915616866
2018-08-14,1.1769572797196748,1.1769509558678855,1.1769456039371202
2018-08-15,1.1588592529562247,1.1588530263460606,1.1588477567117288
2018-08-16,1.1596320355582748,1.15962580479591,1.1596205316475348
2018-08-17,1.160858283251761,1.1608520459007046,1.1608467671762621
2018-08-20,1.1637974287057327,1.163791175562497,1.163785883472996
2018-08-21,1.1708508694169937,1.1708445783752597,1.1708392542119297
2018-08-22,1.1763109560372185,1.1763046356581592,1.1762992866663957
2018-08-23,1.1812434037975799,1.181237056916226,1.18123168549534
2018-08-24,1.2008762016285888,1.200869749259206,1.2008642885628835
2018-08-27,1.2183965047345915,1.218389958227722,1.218384417862026
2018-08-28,1.2170176957687733,1.217011156670315,1.217005622574422
2018-08-29,1.2272298854039905,1.227223291434914,1.2272177109015392
2018-08-30,1.2241471790545533,1.224140601649016,1.2241350351335085
2018-08-31,1.22224808618881,1.222241518987196,1.2222359611073577
2018-09-03,1.22224808618881,1.222241518987196,1.2222359611073577
2018-09-04,1.2326392882034056,1.2326326679547719,1.232627065213535
2018-09-05,1.228368052479573,1.2283614451561014,1.2283558532356587
2018-09-06,1.2209996445550335,1.2209930818873722,1.2209875278190923
2018-09-07,1.216406331918347,1.2163997923041574,1.2163942577271025
2018-09-10,1.2289951553481926,1.2289885503091051,1.2289829603884437
2018-09-11,1.2373289542754164,1.2373223086835663,1.2373166844924353
2018-09-12,1.2459240001887881,1.2459173126037575,1.2459116529226868
2018-09-13,1.249029068873516,1.2490223645279617,1.2490166906614106
2018-09-14,1.2537286750582561,1.2537219446915797,1.253716248794073
2018-09-17,1.2447797169574923,1.2447730325553459,1.2447673755331057
2018-09-18,1.2512064021481797,1.2511996842393325,1.2511939988721241
2018-09-19,1.2440584676492454,1.244051789079794,1.2440461370168319
2018-09-20,1.2571596019336693,1.2571528541724044,1.257147143565935
2018-09-21,1.2563000925149366,1.2562933444941204,1.2562876336106301
2018-09-24,1.2552939586740588,1.2552872145129954,1.2552815068778642
2018-09-25,1.2555259287384273,1.255519184361191,1.2555134765552258
2018-09-26,1.253116142179338,1.2531094104074985,1.253103713265562
2018-09-27,1.2594335153427267,1.2594267523452665,1.2594210288087773
2018-09-28,1.255085951392095,1.2550792092286924,1.2550735032945473
2018-10-01,1.2657300442796133,1.2657231945607763,1.2657173925715837
2018-10-02,1.2503424799380074,1.2503357331132516,1.2503300202243601
2018-10-03,1.2467563071354086,1.2467495913240023,1.2467439058550496
2018-10-04,1.2303808887608547,1.2303742347217617,1.230368598915531
2018-10-05,1.2176904398750261,1.217683825887452,1.2176782211692279
2018-10-08,1.2063710718367477,1.2063645444158688,1.206359015531806
2018-10-09,1.213772194432311,1.213765652226813,1.2137601133240716
2018-10-10,1.1523611002247804,1.152354820431511,1.1523494968717782
2018-10-11,1.1315040146145847,1.1314978841303334,1.1314926906529614
2018-10-12,1.1666630127685331,1.1666567263126215,1.1666514041204181
2018-10-15,1.14890107384711,1.1488949017699441,1.148889678270755
2018-10-16,1.1870481929571872,1.187041828862297,1.1870364441458041
2018-10-17,1.1840961769197655,1.1840897917789108,1.1840843855661607
2018-10-18,1.1638275513966765,1.1638212520579334,1.1638159161556083
2018-10-19,1.1499867045086443,1.1499805533375458,1.1499753502011254
2018-10-22,1.1609732703541276,1.1609670532496965,1.1609617936230263
2018-10-23,1.1509656648380522,1.1509594866388488,1.1509542584546693
2018-10-24,1.095901843513086,1.0958958454697167,1.0958907582056066
2018-10-25,1.1051516984404235,1.105145669933923,1.1051405588084258
2018-10-26,1.0692911583745701,1.0692853315838615,1.0692803920780805
2018-10-29,1.0559106640677298,1.0559049031664753,1.0559000188253418
2018-10-30,1.0657730243425803,1.0657671995935671,1.0657622601324517
2018-10-31,1.0803938293075228,1.0803879322182712,1.0803829321543394
2018-11-01,1.087409168546123,1.0874032331652037,1.0873982006342735
2018-11-02,1.0747167151750332,1.0747108490730457,1.074705875282805
2018-11-05,1.0834678002040836,1.0834618863362462,1.0834568720459734
2018-11-06,1.09343937180321,1.0934334035077684,1.0934283430690503
2018-11-07,1.1172310754407804,1.1172249772836198,1.1172198067368688
2018-11-08,1.1238476622845865,1.1238415280122593,1.1238363268439364
2018-11-09,1.1173998858536078,1.1173937867750332,1.1173886154470274
2018-11-12,1.0878708299242927,1.0878648920234975,1.0878598573559979
2018-11-13,1.08204751791319,1.0820416117976475,1.0820366040804428
2018-11-14,1.0719894459470454,1.07198359473125,1.0719786335628143
2018-11-15,1.0875965979282252,1.0875906615242643,1.0875856281259106
2018-11-16,1.090210119539673,1.090204168870386,1.0901991233766513
2018-11-19,1.0691210154920239,1.0691151799329175,1.0691102320395813
2018-11-20,1.0563216683053929,1.0563159026086744,1.0563110139507323
2018-11-21,1.0568421340511336,1.0568363655135686,1.0568314744469105
2018-11-22,1.0568421340511336,1.0568363655135686,1.0568314744469105
2018-11-23,1.0540287217609965,1.0540229685798164,1.0540180905336336
2018-11-26,1.0598047294249424,1.05979894471671,1.0597940399391568
2018-11-27,1.062756803761926,1.062751002940453,1.0627460845006962
2018-11-28,1.0761161948300748,1.0761103210893392,1.0761053408223045
2018-11-29,1.0790176444172106,1.0790117548395581,1.0790067611446112
2018-11-30,1.0838591946325074,1.0838532786283308,1.0838482625266836
2018-12-03,1.0947492572207984,1.094743281775639,1.094738215274769
2018-12-04,1.0678275473274297,1.0678217188284318,1.0678167769212674
2018-12-06,1.066649887159386,1.066644065088384,1.0666391286314323
2018-12-07,1.0614254124609142,1.0614196189065443,1.0614147066284678
2018-12-10,1.063774085482687,1.063768279108608,1.0637633559608701
2018-12-11,1.0649554864173267,1.0649496735948338,1.064944744979571
2018-12-12,1.0684947264648053,1.0684888943241582,1.0684839493292881
2018-12-13,1.0701211184658472,1.0701152774479015,1.0701103249260873
2018-12-14,1.058720094785789,1.0587143159977936,1.0587094162399306
2018-12-17,1.0544598571491208,1.0544541016146842,1.0544492215732062
2018-12-18,1.0530385494961447,1.0530328017195998,1.0530279282559352
2018-12-19,1.0467691338317426,1.0467634202754077,1.0467585758266063
2018-12-20,1.042625368607206,1.0426196776686911,1.0426148523972403
2018-12-21,1.036750245871102,1.0367445870006369,1.036739788919261
2018-12-24,1.0270003336283762,1.0269947279756368,1.0269899750168665
2018-12-25,1.0270003336283762,1.0269947279756368,1.0269899750168665
2018-12-26,1.047295740525426,1.0472900240947254,1.0472851772087874
2018-12-27,1.0524570707730254,1.0524513261703523,1.052446455397772
2018-12-28,1.0549307479215573,1.054924989816868,1.054920107596107
2018-12-31,1.0584857182163914,1.058479940707688,1.0584750420345201
2019-01-02,1.0593727785331513,1.0601237091918756,1.060670573502613
2019-01-03,1.046381842816502,1.0488596369885577,1.0515797798232958
2019-01-04,1.0568485094906968,1.0577320543846334,1.0581124999226499
2019-01-07,1.0598941118862892,1.061457550526484,1.0617190107067147
2019-01-08,1.062575246368916,1.0626129804525453,1.0621647563762757
2019-01-09,1.0672168325757627,1.0681809566855542,1.0676395055733854
2019-01-10,1.0685795296999177,1.0688406539879014,1.0678563497816347
2019-01-11,1.0690969386860572,1.069541401182944,1.068826947069404
2019-01-14,1.0681482195060832,1.0693643394225385,1.0689252051053098
2019-01-15,1.071104529957076,1.0716332911025725,1.0712665221678193
2019-01-16,1.069478176011905,1.0710028150465236,1.0714934036332002
2019-01-17,1.0712570100309489,1.0722952835151605,1.0726883826378428
2019-01-18,1.0752310257844706,1.0748029574514772,1.074376520088659
2019-01-21,1.0752310257844706,1.0748029574514772,1.074376520088659
2019-01-22,1.0692570648787174,1.069709207329528,1.0695982759473424
2019-01-23,1.0731353533456864,1.0736391785953965,1.0733264320919864
2019-01-24,1.0745846893275273,1.0754921949491156,1.0751195913503588
2019-01-25,1.0766043244798555,1.0785442524405182,1.0794461802571744
2019-01-28,1.0750170219738193,1.0770501305063243,1.078502845208349
2019-01-29,1.0766120017399834,1.0785683284256797,1.0804595817758238
2019-01-30,1.0789021432387547,1.080460740817757,1.0828708161274034
2019-01-31,1.080874447810488,1.0826532777438134,1.0851950132472974
2019-02-01,1.0823086612509014,1.083516190116374,1.0854649394557505
2019-02-04,1.0930577293942372,1.092574581211487,1.092937103780379
2019-02-05,1.0997832745234197,1.0986229723281982,1.0983822111564365
2019-02-06,1.096301573480279,1.0957241082857083,1.0959112838793732
2019-02-07,1.0779265828200324,1.079037443464454,1.080909116511892
2019-02-08,1.082561824388228,1.0834337438223762,1.0850052504299177
2019-02-11,1.0851446394707556,1.0848852386943133,1.0852855116098388
2019-02-12,1.0973377330023293,1.0954037701653674,1.0942250270951757
2019-02-13,1.0988169691608975,1.0974584183991494,1.0968907998390658
2019-02-14,1.1013556290014321,1.0990998983629987,1.0975454641405717
2019-02-15,1.1097303627579145,1.1075899972788938,1.1060114136438872
2019-02-18,1.1097303627579145,1.1075899972788938,1.1060114136438872
2019-02-19,1.1172619374574198,1.1165879656075537,1.1164730104276968
2019-02-20,1.1181007249657993,1.1179999364007127,1.1184382382406375
2019-02-21,1.10903121327222,1.1079683598403751,1.1073927384983646
2019-02-22,1.1195368845481921,1.117581403369123,1.116107155986372
2019-02-25,1.1318754105949171,1.1289415427672087,1.1264234933244706
2019-02-26,1.1324009196655247,1.128974617448906,1.1259484695358373
2019-02-27,1.1327517539257685,1.1278983396879636,1.1234215336140823
2019-02-28,1.129381553338639,1.1237818675360196,1.1185627101936955
2019-03-01,1.1311876131234377,1.125578972537286,1.1203514689366414
2019-03-04,1.1236097488229864,1.118038680710913,1.1128461963347156
2019-03-05,1.1176555084015565,1.1121139625315055,1.106948994203823
2019-03-06,1.0950038470529457,1.0895746123731072,1.0845143230923722
2019-03-07,1.0908763935505639,1.0854676235601919,1.08042640828433
2019-03-08,1.0921250265628673,1.0867100656155675,1.0816630800912588
2019-03-11,1.1060526809521096,1.100568664079187,1.0954573153470215
2019-03-12,1.101595959133608,1.096134039524289,1.0910432864290303
2019-03-13,1.1106786243953641,1.1051716712262476,1.100038944841317
2019-03-14,1.1049050122043247,1.0994266856885482,1.0943206406234687
2019-03-15,1.1228530436915565,1.117285727465609,1.1120967400149027
2019-03-18,1.1263339109523698,1.1207493359329492,1.115544262515664
2019-03-19,1.1450805966201467,1.1394030720131667,1.1341113654276151
2019-03-20,1.1443813331328834,1.138707275605572,1.133418800493169
2019-03-21,1.1760312508497015,1.1702002670875238,1.1647655297133126
2019-03-22,1.1381484379163762,1.1325052842538834,1.1272456129241675
2019-03-25,1.1356184799209754,1.1299878702652677,1.1247398905102977
2019-03-26,1.1416548872952277,1.1359943479983172,1.130718472480595
2019-03-27,1.1302239966288112,1.1246201338341748,1.119397083348679
2019-03-28,1.1342095740349836,1.1285859499992055,1.1233444811541027
2019-03-29,1.1502217342175902,1.1445187188850632,1.1392032538044663
2019-04-01,1.1729963001245665,1.167180364217949,1.1617596521174056
2019-04-02,1.1792093401112338,1.1733625987857554,1.1679131746585556
2019-04-03,1.197337317325282,1.191400694084931,1.185867495997462
2019-04-04,1.1959503281866395,1.1900205818988696,1.184493793438444
2019-04-05,1.1999476805047955,1.1939981145936593,1.1884528533587853
2019-04-08,1.1950197576097648,1.189094625265646,1.1835721372068382
2019-04-09,1.178707886718618,1.172863631693217,1.1674165249087685
2019-04-10,1.1859929736055248,1.180112597751436,1.1746318247408984
2019-04-11,1.1851439641744264,1.1792677978685133,1.1737909483449434
2019-04-12,1.1817122547068355,1.1758531034608264,1.17039211273326
2019-04-15,1.1745883692663674,1.1687645395820065,1.1633364701279394
2019-04-16,1.192749908309433,1.1868360303043497,1.1813240317923266
2019-04-17,1.1933308382511945,1.1874140798863801,1.1818993967504035
2019-04-18,1.196549267710363,1.1906165517679737,1.1850869954567684
2019-04-19,1.196549267710363,1.1906165517679737,1.1850869954567684
2019-04-22,1.2066293425027315,1.200646647656811,1.195070508774633
2019-04-23,1.2104538948812638,1.2044522371865238,1.1988584240820528
2019-04-24,1.2086523755413325,1.2026596501177467,1.1970741622890537
2019-04-25,1.198896479418438,1.1929521255596698,1.1874117221904585
2019-04-26,1.1980853795122755,1.19214504723914,1.186608392167409
2019-04-29,1.2037702507870596,1.1978017318547094,1.1922388055573099
2019-04-30,1.2070700396478995,1.201085159742784,1.1955069842878168
2019-05-01,1.204956814440814,1.198982041966515,1.1934132902268313
2019-05-02,1.198118251592885,1.192178278905464,1.1866419545549662
2019-05-03,1.2100808137439163,1.2040813895648295,1.198489654944604
2019-05-06,1.2012907632930117,1.1953345904649615,1.1897831708440327
2019-05-07,1.1799726745370271,1.1741220092652709,1.1686689290235266
2019-05-08,1.1823108841651475,1.176448977820622,1.1709854174121768
2019-05-09,1.1793722758122451,1.1735250252921423,1.168075124041049
2019-05-10,1.184489635309966,1.1786174678820514,1.1731443390964447
2019-05-13,1.1576605809166103,1.151920853211971,1.1465711691115419
2019-05-14,1.1791695965506692,1.1733237622188488,1.1678751774331566
2019-05-15,1.188732346571552,1.1828393231078644,1.177346754038505
2019-05-16,1.2019966053392792,1.19603787137366,1.190484056704745
2019-05-17,1.189707226723558,1.1838091918685236,1.1783119534645266
2019-05-20,1.1729652797904309,1.167149662629777,1.161729246215167
2019-05-21,1.1835386978271873,1.177671011985216,1.1722020622141016
2019-05-22,1.1731530315650422,1.1673370058092325,1.1619162041398705
2019-05-23,1.1515376744912815,1.1458285043009393,1.1405072994821355
2019-05-24,1.1497746097749206,1.144074071234549,1.138760912430846
2019-05-27,1.155665053699311,1.1499353105632513,1.1445949317603168
2019-05-28,1.156317875656054,1.1505866609160607,1.1452448955550034
2019-05-29,1.1441099440734048,1.1384387490256944,1.1331529290154514
2019-05-30,1.1453766028795924,1.1396992660711789,1.13440772049165
2019-05-31,1.128842156286805,1.123246587350806,1.11803125488611
2019-06-03,1.1087415725959542,1.1032456404436009,1.0981231741303843
2019-06-04,1.133462270760574,1.12784380033309,1.1226071226051333
2019-06-05,1.1481189667132592,1.1424278443635196,1.1371234516394482
2019-06-06,1.1643620005906727,1.1585903629844072,1.1532109262681935
2019-06-07,1.1855751075036758,1.179698318436316,1.1742208756308148
2019-06-10,1.1958712460565435,1.1899434199573662,1.1844184082465432
2019-06-11,1.1881314094456825,1.1822419490197469,1.1767526959142551
2019-06-12,1.1911885365043198,1.185283922174796,1.1797805449210264
2019-06-13,1.1959258850610919,1.1899977881212884,1.1844725239743097
2019-06-14,1.1987976561426472,1.1928553240921458,1.187316792154919
2019-06-17,1.2010682965522348,1.195114709141655,1.1895656866813928
2019-06-18,1.2073066272317508,1.2013221169776465,1.195744272978131
2019-06-19,1.2136821073521704,1.207665994417111,1.2020586952379986
2019-06-20,1.226434321671593,1.2203549971582688,1.2146887818260284
2019-06-21,1.220802530246715,1.2147511220164384,1.2091109259681954
2019-06-24,1.2267718392116334,1.2206908416542508,1.2150230669665467
2019-06-25,1.2141659732385006,1.2081474618238066,1.2025379271492782
2019-06-26,1.2253894786580817,1.2193153333375053,1.2136539452556103
2019-06-27,1.219079210826372,1.2130363449353068,1.207404110747515
2019-06-28,1.2293542519756484,1.2232604536306961,1.217580748009114
2019-07-01,1.2262123513312437,1.2184091173481542,1.212751936906614
2019-07-02,1.2357904389371115,1.2288021909946152,1.223096754600191
2019-07-03,1.2500777887957413,1.2430087101633858,1.2372373116539055
2019-07-04,1.2461804263376755,1.2391333869431351,1.233379981899408
2019-07-05,1.2421800929954345,1.2344248720058506,1.2286933290101274
2019-07-08,1.2506038478726103,1.2423860734492456,1.2366175658966625
2019-07-09,1.259289893262868,1.2513027803057921,1.2454928717008749
2019-07-10,1.265944233143594,1.2588479197074502,1.2530029783582406
2019-07-11,1.2637931293357063,1.2554673864006054,1.2496381411641655
2019-07-12,1.2720781754355805,1.2627193278292317,1.2568564111924148
2019-07-15,1.2726141141139442,1.2631825429211507,1.257317475536017
2019-07-16,1.2561112154398366,1.2471193291667897,1.2413288446925892
2019-07-17,1.2542715172789018,1.2463018021136039,1.2405151134892454
2019-07-18,1.261641413699258,1.2541734696221103,1.2483502321548077
2019-07-19,1.25310557293597,1.2460535749040407,1.2402680388203968
2019-07-22,1.2568076190305864,1.250261161181953,1.2444560889060248
2019-07-23,1.2584797231257403,1.2511609175128708,1.2453516675893488
2019-07-24,1.2664735678414265,1.258748681781457,1.2529042012026452
2019-07-25,1.2612219644531575,1.2528891719509792,1.247071897590455
2019-07-26,1.270736084649434,1.2621490013025864,1.256288732741876
2019-07-29,1.2660730212880118,1.2572376257744382,1.251400161161255
2019-07-30,1.2643171627367435,1.2561373051211924,1.2503049493933502
2019-07-31,1.2364955086907883,1.2293979614454715,1.2236897588365678
2019-08-01,1.2369500968263152,1.2286806089972573,1.2222221384145342
2019-08-02,1.2347424179150772,1.2301134002303549,1.2263458040979511
2019-08-05,1.2110600986431224,1.2130393590445985,1.2145120206618765
