Date,Mean Covariance + Gold/BTC/BIL capped Gold 20 + asset-level daily exposure,Mean Covariance + Gold/BTC/BIL capped Gold 30 + asset-level daily exposure,Mean Covariance + Gold/BTC/BIL capped Gold 40 + asset-level daily exposure
2018-01-02,1.0087939862028668,1.008793941597035,1.0087938859281498
2018-01-03,1.0103416252093966,1.0103416127738627,1.0103415972540875
2018-01-04,1.0151365258626288,1.0151365456365615,1.0151365703147825
2018-01-05,1.0322202337721256,1.0322202347161997,1.0322202358944155
2018-01-08,1.0289770437485553,1.0289770128231046,1.0289769742275765
2018-01-09,1.0274135684415628,1.027413552864646,1.0274135334243646
2018-01-10,1.0279062035751618,1.0279062465938111,1.0279063002818547
2018-01-11,1.0328155416224891,1.0328155538551222,1.032815569121656
2018-01-12,1.048650159257271,1.0486500977311664,1.0486500209454575
2018-01-15,1.0480470994976558,1.0480470380069338,1.0480469612653829
2018-01-16,1.0356966438724466,1.035696601335982,1.0356965482496845
2018-01-17,1.05196996053964,1.0519699407404015,1.0519699160305704
2018-01-18,1.0511735443797576,1.0511735254617378,1.0511735018516832
2018-01-19,1.053613674142927,1.053613692262661,1.0536137148763922
2018-01-22,1.0658027232332192,1.0658028105604074,1.065802919546297
2018-01-23,1.0704780226265707,1.0704780933079245,1.0704781815195075
2018-01-24,1.0710376116251574,1.07103781834936,1.0710380763449063
2018-01-25,1.074714122057116,1.074714418443141,1.0747147883383128
2018-01-26,1.0955707088713103,1.0955710194206474,1.0955714069918965
2018-01-29,1.0958471629085869,1.095847558221246,1.0958480515787223
2018-01-30,1.084632754707412,1.0846331356928922,1.0846336111697785
2018-01-31,1.0899375859541334,1.0899379904102051,1.0899384951788367
2018-02-01,1.075040774521758,1.0750411734498933,1.075041671319558
2018-02-02,1.057641317676227,1.0576417101477393,1.0576421999594199
2018-02-05,1.00124084416839,1.0012412157107096,1.0012416794023717
2018-02-06,1.0286587322365115,1.028659113953112,1.0286595903424645
2018-02-07,1.033590274415648,1.0335906579622542,1.0335911366354877
2018-02-08,0.9903508033779933,0.9903511708792161,0.9903516295275152
2018-02-09,1.0021982845156143,1.0021986564132224,1.0021991205482914
2018-02-12,1.0170404597171707,1.0170408371224409,1.0170413081311738
2018-02-13,1.027284153975106,1.0272845351816253,1.0272850109343872
2018-02-14,1.0470923025658139,1.0470926911227778,1.04709317604903
2018-02-15,1.0681192045476653,1.068119600907331,1.0681200955714993
2018-02-16,1.0640316113262118,1.064032006169046,1.0640324989401804
2018-02-19,1.0640316113262118,1.064032006169046,1.0640324989401804
2018-02-20,1.0565805143185492,1.0565809063964164,1.056581395716821
2018-02-21,1.0442350312603867,1.0442354187570693,1.044235902360071
2018-02-22,1.0463334312257278,1.0463338195010883,1.0463343040758946
2018-02-23,1.060731186835405,1.0607315804535116,1.0607320716961632
2018-02-26,1.0752560707265262,1.0752564697345537,1.075256967703926
2018-02-27,1.0611172423886068,1.0611176361499717,1.061118127571412
2018-02-28,1.049479279703679,1.049479669146407,1.049480155178109
2018-03-01,1.0302616554693318,1.0302620589988631,1.0302625567879546
2018-03-02,1.039345568303063,1.0393457390067984,1.0393460110479371
2018-03-05,1.0606238709813185,1.0606237960532445,1.060623831120836
2018-03-06,1.0693798221427528,1.0693792496389718,1.069378801172102
2018-03-07,1.0727847736864913,1.0727858573223492,1.0727870215732898
2018-03-08,1.0758612728311283,1.0758615327794476,1.0758618954221895
2018-03-09,1.0931036210485099,1.0931019637947206,1.0931004616563966
2018-03-12,1.1013480688036965,1.101345936273683,1.101343972260228
2018-03-13,1.089076052262703,1.0890748020531393,1.0890736957900424
2018-03-14,1.0875609235398709,1.0875591872061996,1.0875576075126037
2018-03-15,1.0861920433730239,1.0861905469013275,1.0861892005907299
2018-03-16,1.0877273789095951,1.087725847701258,1.0877244677284457
2018-03-19,1.0734438024667132,1.0734424577565989,1.0734412578983736
2018-03-20,1.083944416581844,1.0839419769748146,1.0839397122265158
2018-03-21,1.082310199427198,1.0823082399007662,1.0823064423774633
2018-03-22,1.0479046139172137,1.0479031183049954,1.0479017689308812
2018-03-23,1.017383838376647,1.0173824255276214,1.0173811536213184
2018-03-26,1.057185115377777,1.0571819225562775,1.0571789217746912
2018-03-27,1.01259095856757,1.0125870635962426,1.0125833746839938
2018-03-28,0.9940549473891587,0.9940505095577047,0.9940462902482773
2018-03-29,1.017202594674732,1.017198268811037,1.017194160866102
2018-03-30,1.017202594674732,1.017198268811037,1.017194160866102
2018-04-02,0.9791819050138619,0.9791777408409864,0.9791737864415694
2018-04-03,0.995459485546376,0.9954552521497342,0.9954512320137522
2018-04-04,1.005988711773851,1.0059844335995045,1.0059803709415296
2018-04-05,1.0090668623343986,1.0090625710695822,1.0090584959805802
2018-04-06,0.9810961129263432,0.981091940612904,0.9810879784830105
2018-04-09,0.9847695515690899,0.9847653636335956,0.9847613866686205
2018-04-10,1.0162050025357314,1.0162006809145026,1.0161965769983161
2018-04-11,1.012167843539327,1.0121635390869488,1.012159451474719
2018-04-12,1.0352649840195838,1.035260581341855,1.0352564004524532
2018-04-13,1.0268852358423066,1.0268808688011841,1.0268767217531667
2018-04-16,1.0304878631065437,1.0304834807445062,1.030479319147377
2018-04-17,1.0621045351196836,1.0621000183012317,1.0620957290210347
2018-04-18,1.0698220538417493,1.0698175042029583,1.0698131837557723
2018-04-19,1.0578980000536577,1.0578935011243633,1.0578892288321433
2018-04-20,1.047039149703382,1.0470346969535869,1.0470304685145377
2018-04-23,1.0382355836905437,1.0382311683797276,1.0382269754936397
2018-04-24,1.013391448814838,1.013387139158826,1.0133830466050995
2018-04-25,1.0155720663906938,1.0155677474611562,1.015563646101065
2018-04-26,1.0449301735794891,1.0449257297985497,1.0449215098765434
2018-04-27,1.0453080715274128,1.0453036261393844,1.0452994046912476
2018-04-30,1.0356196026893734,1.0356151985035558,1.035611016182036
2018-05-01,1.0471322982653233,1.0471278451193946,1.0471236163041682
2018-05-02,1.0405755062806155,1.040571081018796,1.0405668786829954
2018-05-03,1.0453848736149596,1.0453804279003145,1.0453762061420149
2018-05-04,1.0619958083672432,1.0619912920111743,1.0619870031700678
2018-05-07,1.073217511710118,1.0732129476314425,1.073208613471793
2018-05-08,1.0726035111010026,1.0725989496334913,1.0725946179534667
2018-05-09,1.0861869866259164,1.0861823673918758,1.0861779808553556
2018-05-10,1.0898442670120139,1.0898396322246344,1.089835230918287
2018-05-11,1.084628854260421,1.0846242416526592,1.084619861408614
2018-05-14,1.0870142624230432,1.0870096396708415,1.0870052497933906
2018-05-15,1.0797334130980671,1.0797288213091778,1.0797244608352385
2018-05-16,1.0884191888162955,1.0884145600893547,1.0884101645381472
2018-05-17,1.078022962071592,1.0780183775567482,1.0780140239904188
2018-05-18,1.0701982793837728,1.070193728145005,1.0701894061784432
2018-05-21,1.0836484545755374,1.0836438461371272,1.0836394698524
2018-05-22,1.0903307482758753,1.0903261114196336,1.0903217081486456
2018-05-23,1.1025743836565425,1.1025696947317176,1.1025652420151424
2018-05-24,1.1066035486680064,1.1065988426083269,1.1065943736200785
2018-05-25,1.1090284661200793,1.1090237497479385,1.1090192709667273
2018-05-28,1.1090284661200793,1.1090237497479385,1.1090192709667273
2018-05-29,1.1056888872055064,1.1056841850356132,1.1056797197412003
2018-05-30,1.1110834567409733,1.1110787316295614,1.1110742445493265
2018-05-31,1.1006631010683086,1.100658420271607,1.1006539752736941
2018-06-01,1.1219690845320365,1.1219650677298814,1.121960870018129
2018-06-04,1.1334146695099612,1.1334108301244905,1.133406686240853
2018-06-05,1.137776156735244,1.1377726202077292,1.1377686061930765
2018-06-06,1.1516888515978492,1.1516843761050053,1.151679914962258
2018-06-07,1.1385674241759274,1.1385616902488864,1.1385567188836958
2018-06-08,1.1442301951112508,1.1442247753197086,1.1442199040656573
2018-06-11,1.1456174676342257,1.1456108571194876,1.1456054580606665
2018-06-12,1.1482481200677144,1.1482416494141892,1.148236311941504
2018-06-13,1.153710714222439,1.1537041726098252,1.1536987856223038
2018-06-14,1.1620936752573436,1.1620869264485243,1.1620814204796286
2018-06-15,1.1555438754198706,1.1555359306109898,1.1555299102589982
2018-06-18,1.158766951699761,1.1587598612890395,1.1587542012094179
2018-06-19,1.1568478376473725,1.156841519591161,1.1568361800141718
2018-06-20,1.1625639514854944,1.162558389865204,1.1625533650610587
2018-06-21,1.147464971430092,1.147459229290083,1.1474541599027013
2018-06-22,1.1429579143623636,1.1429510506813878,1.1429454989433145
2018-06-25,1.100136708076668,1.1001296485441499,1.100124111893648
2018-06-26,1.114843768071542,1.114837161383741,1.1148318031902824
2018-06-27,1.0953043699667886,1.0952970711081402,1.0952914701367995
2018-06-28,1.1093422388979943,1.109336365115647,1.1093313624169983
2018-06-29,1.1042994371921775,1.1042935037347006,1.1042884821980368
2018-07-02,1.1117351424773791,1.1117291690674767,1.1117241137187275
2018-07-03,1.098739409135947,1.0987335055527858,1.098728509299015
2018-07-04,1.098739409135947,1.0987335055527858,1.098728509299015
2018-07-05,1.1133336700306702,1.113327688031797,1.1133226254141275
2018-07-06,1.1297410237843324,1.1297349536279067,1.1297298164017335
2018-07-09,1.1441331799777903,1.1441270324915715,1.1441218298205222
2018-07-10,1.1460351616480835,1.1460290039424197,1.1460237926225652
2018-07-11,1.1439742307582128,1.1439680841260362,1.1439628821777703
2018-07-12,1.159727197185761,1.1597209659120884,1.1597156923309881
2018-07-13,1.1570871656554762,1.1570809485668283,1.1570756869906378
2018-07-16,1.1573713920872306,1.1573651734714194,1.1573599106027774
2018-07-17,1.1612521682335357,1.1612459287661154,1.1612406482505753
2018-07-18,1.158719780016683,1.1587135541559144,1.158708285155802
2018-07-19,1.1504585089560282,1.1504523274834924,1.1504470960495274
2018-07-20,1.149283796319194,1.1492776211584492,1.1492723950662083
2018-07-23,1.1544583674170847,1.1544521644531043,1.1544469148307432
2018-07-24,1.1624717690845519,1.1624655230641534,1.1624602370027715
2018-07-25,1.175483073155967,1.1754767572251648,1.175471411998
2018-07-26,1.1884147005988974,1.1884083151857983,1.1884029111551613
2018-07-27,1.1742637655005104,1.1742574561211108,1.174252116438455
2018-07-30,1.1572846585139112,1.1572784403641236,1.157273177889882
2018-07-31,1.152080067543081,1.1520738773578274,1.1520686385502141
2018-08-01,1.152803859390139,1.1527976653159149,1.152792423217032
2018-08-02,1.1628190127912486,1.162812764905092,1.1628074772647023
2018-08-03,1.1644881514577767,1.1644818946032525,1.1644765993728554
2018-08-06,1.1737933344273477,1.1737870275755984,1.173781690032115
2018-08-07,1.1814734157879716,1.1814670676707517,1.1814616952039414
2018-08-08,1.1819450394107764,1.1819386887594987,1.181933314148093
