Strategy,calculated_at,Latest Cache Trading Date,Last Rebalance Date,Base Mix,Base Momentum Selected,Country ETF Universe,Country Bucket,Country Top N,Country ETF Selected,Gold Boost,Gold Boost Active,SPY Exposure,Gold Exposure,BTC Exposure,Latest Weight Source
Country ETF tactical + Gold DD boost 16,2026-07-01T06:29:00.174649+07:00,2026-06-30,2026-06-30,"SPY 45%, Gold 30%, BTC 10%, BIL 15%",EWY,country_only,0.08,2,"EWY,EWT",0.16,False,1.0,0.5,0.0,Standalone refresh from this repo's current yfinance-backed country ETF cache and overlay prices; no static latest-weight file is read from dynamic_port_opt.
