,One-model US cap 70% / TH cap 30%,One-model US cap 70% / TH cap 30% + daily exposure,One-model US cap 70% / TH cap 40%,One-model US cap 70% / TH cap 40% + daily exposure,One-model US cap 80% / TH cap 30%,One-model US cap 80% / TH cap 30% + daily exposure,One-model US cap 80% / TH cap 40%,One-model US cap 80% / TH cap 40% + daily exposure
2018-05-18,52963.05669489849,39487.53134448453,52951.98517181989,40265.609549345645,53185.0087275879,40208.49996672565,53173.89024176702,41000.78439081883
2018-05-21,53689.66790005909,40029.26901087939,53651.422225280294,40797.47363730375,53914.664949246064,40760.128759616025,53876.25841533119,41542.35932386103
2018-05-22,53782.87768228237,40098.7631909143,53730.89146911571,40857.90343107023,54008.26533053706,40830.891762538544,53956.06068970465,41603.89245281974
2018-05-23,53848.737559473455,40147.86617188286,53746.797823112174,40869.99889901722,54074.401204617905,40880.891270941356,53972.0337022142,41616.208761425296
2018-05-24,53624.93710232515,39981.00783480723,53391.11385643525,40599.53063085496,53849.66282451536,40710.98637922348,53614.85917620794,41340.80224773801
2018-05-25,53830.83098266576,40014.67671436033,53638.33328829106,40622.61726581017,54056.41955420158,40745.269988048654,53863.11462673501,41364.310401537296
2018-05-28,53381.85090572647,39680.931306720246,53098.747225986604,40213.96552838296,53605.55789255221,40405.43097757286,53321.26732941718,40948.19744646944
2018-05-29,53342.79390522265,39651.89862749045,53080.766570823056,40200.34800471809,53566.33721617846,40375.868215903814,53303.21132299855,40934.33129225077
2018-05-30,53754.90506918846,39913.124193256364,53475.7652996656,40435.764781116304,53980.17545033787,40641.863282969694,53699.86536693964,41174.04633938685
2018-05-31,53333.27544585337,39518.61351504928,53147.19378535424,40075.442990554795,53556.77892640617,40240.149578745666,53369.916913036126,40807.145745766844
2018-06-01,54079.65609653462,40071.662774124496,53890.97028788067,40636.28488458018,54410.570859364234,40881.65035194506,54220.7299274933,41457.685463486894
2018-06-04,54365.70788185324,40283.61994073004,54176.024028531,40851.22859315702,54746.34201089261,41133.933660101,54555.32955835401,41713.52352156859
2018-06-05,54523.80671650392,40400.76719432564,54333.571250826564,40970.026487753785,54909.33413347586,41256.398594034385,54717.75299408192,41837.714024339606
2018-06-06,54896.873513304985,40677.20029232741,54705.336404545604,41250.354613523006,55328.4438879235,41571.29877188226,55135.400455723524,42157.05124319512
2018-06-07,54392.12366220716,40303.19336849681,54202.3476433048,40871.07781656913,54779.09171836043,41158.540314078025,54587.96500061774,41738.476890919046
2018-06-08,54803.09581045974,40607.71337699942,54611.88589538043,41179.88860608689,55205.81625957096,41479.16189945807,55013.2006806883,42063.61613371036
2018-06-11,54922.08396919152,40695.880605028804,54730.458900271165,41269.29813760249,55327.98266358884,41570.95222870718,55134.940840621326,42156.699817119406
2018-06-12,54913.285709091644,40689.36131594361,54721.691337608034,41262.68698971965,55348.91555209552,41586.680257567576,55155.80069333739,42172.64945877627
2018-06-13,55308.02212272524,40981.85105410979,55115.05050210974,41559.29799867464,55710.28571330578,41858.19750770649,55515.91001778246,42447.992471038866
2018-06-14,55708.49866769011,41278.59408498508,55514.12977042406,41860.22223054726,56112.518965678595,42160.41744261462,55916.73986022492,42754.47077840545
2018-06-15,55285.28122972403,40965.00062529235,55092.388952878355,41542.21014210846,55779.30825657551,41910.057935483455,55584.691738290596,42500.583628300614
2018-06-18,56249.5579249638,41679.50536407288,56053.30125305462,42266.78247343724,56751.28673407444,42640.35875091569,56553.27893911272,43241.17460834351
2018-06-19,56175.209110262156,41624.41476540001,55979.21184396382,42210.91563120632,56636.209309141865,42553.894761010946,56438.603024497745,43153.49231404937
2018-06-20,56398.73568144415,41790.042323487156,56201.95852313312,42378.876932765095,56908.181380648704,42758.242316223615,56709.62617320003,43360.71918958661
2018-06-21,55961.196980701825,41465.83716886343,55765.94641019712,42050.10362733475,56453.024366782025,42416.257852501876,56256.057222650736,43013.91605888325
2018-06-22,55883.72034266774,41408.42893189844,55688.740090858715,41991.88649057203,56371.40918019314,42354.93588015647,56174.726795123046,42951.73004096052
2018-06-25,54333.81406553581,40259.98742631887,54144.24149085247,40827.26308931546,54722.25550459706,41115.836144985406,54531.32709096355,41695.171006861565
2018-06-26,54788.24506351886,40596.70934764138,54597.08696321423,41168.72952655499,55248.32369188628,41511.100068049695,55055.55980265814,42096.0043209864
2018-06-27,54121.189868208,40102.438252601314,53932.35914677426,40667.49399905821,54547.59756038077,40984.60603852144,54357.2785361796,41562.09182756506
2018-06-28,54640.927337990324,40507.01775323204,54450.2832343746,41077.77414986612,55105.50997593312,41417.05985536156,54913.244370190936,42000.639052584054
2018-06-29,54720.30953011228,40522.98103871149,54529.38845925611,41093.96236297056,55168.984549075234,41435.53461849917,54976.49747768905,42019.374130854565
2018-07-02,55004.696484321146,40542.4756021077,54812.78317745057,41113.73161078875,55422.41395742955,41495.8150177503,55229.042659425526,42080.503899595606
2018-07-03,54859.91957046147,40417.659606347705,54668.51139529915,40987.15691908091,55231.809319333675,41340.701660789964,55039.103049495025,41923.20494740834
2018-07-04,54900.45932219454,40407.91029975608,54708.909702422716,40977.270241746905,55253.42345705012,41329.898224958226,55060.64177451168,41912.24928782069
2018-07-05,55432.03794841348,40757.73970635155,55238.63363225136,41332.02885277707,55844.429525614236,41743.74077463124,55649.58579628919,42331.92300715562
2018-07-06,56136.86476399717,41247.37004053199,55941.00128246199,41828.55822965974,56574.19115694135,42269.72687922435,56376.80125642298,42865.32041882221
2018-07-09,56602.628559266996,41554.92045781037,56405.140011585034,42140.442127349306,57079.05070752301,42623.26954386772,56879.89932929852,43223.84460907693
2018-07-10,56200.0473275314,41540.988290146146,56003.963399825625,42126.31365113772,56834.74832474915,42633.216657742174,56636.44932853924,43233.93188086578
2018-07-11,56307.87447938396,41577.934150400964,56111.41433897991,42163.78008997964,56941.703210101296,42684.248557686165,56743.03104348014,43285.68283608086
2018-07-12,56863.238294932045,42058.84879295886,56664.84047078151,42651.4709684517,57601.63368423788,43227.33600055505,57400.65899047538,43836.42254917457
2018-07-13,56497.60853191079,41830.64738622246,56300.48640277171,42420.05413338115,57297.688925536684,43028.18565354452,57097.774708724115,43634.466112112226
2018-07-16,57145.16366668794,41953.03725167173,56945.78219507014,42544.16850985254,57768.67790442462,43137.30180107272,57567.12038585578,43745.11973994447
2018-07-17,57498.729091499685,41909.04099716151,57298.11401776774,42499.55233452161,57893.450117556145,43022.68239338384,57691.45726311712,43628.88530931193
2018-07-18,57550.204293684554,41936.9427824915,57349.40962117461,42527.847264628435,58022.49606829251,43111.995584193486,57820.05296672034,43719.4569506339
2018-07-19,57255.98899205369,41740.65315663881,57056.22084700552,42328.79185729485,57659.05299635305,42854.36517795616,57457.877964024956,43458.196452203236
2018-07-20,57419.36287128556,41819.11099359817,57219.02470906752,42408.3551894201,57824.177346921475,42949.256199589596,57622.42618829859,43554.42451771237
2018-07-23,57596.46530892494,41980.26256856061,57395.50923011732,42571.777439868885,57946.981629277485,43062.50614938413,57744.8020009835,43669.2701943648
2018-07-24,58408.05478828732,42559.163748079794,58204.26704544444,43158.83551588542,58644.04638193619,43571.87066466776,58439.43466333091,44185.81181338204
2018-07-25,58628.67027394071,42702.937201509405,58424.11279596419,43304.63478169921,58932.98544664538,43774.95407733699,58727.36560663223,44391.75673421598
2018-07-26,58649.262198111464,42755.91657130288,58444.632874192415,43358.360647183465,59071.86901410247,43904.087052574345,58865.76460306844,44522.70923305756
2018-07-27,58744.991972322045,42807.627368315196,58540.02864387776,43410.80006530411,59076.297884588006,43894.99645599832,58870.178021025415,44513.490547161084
2018-07-30,58125.822304492496,42364.0600485514,57923.0192806415,42960.982744944486,58397.261482148264,43395.671645100585,58193.510807171224,44007.13009507311
2018-07-31,57442.06721596462,41874.04511858235,57241.649837495126,42464.063353199694,57784.00766924574,42945.64680929056,57582.396664437125,43550.76426998647
2018-08-01,57171.23918267013,41703.85696086404,56971.766732666474,42291.47719175175,57566.98558041607,42802.263618753466,57366.131775448026,43405.36076589933
2018-08-02,57325.652659933374,41847.86004271452,57125.641455915225,42437.50932152182,57769.565279780865,42973.52324717953,57568.00466511945,43579.03349551661
2018-08-03,57569.19482330781,41995.34869286287,57368.33389217683,42587.07613232412,58059.37018340575,43169.15705065641,57856.79842638549,43777.42383985808
2018-08-06,57424.681541880804,41915.57658119494,57224.32482263532,42506.180006953546,58038.175608831334,43170.29944365181,57835.677800636164,43778.5823295245
2018-08-07,57677.56590961148,42191.61793563515,57476.326867975935,42786.11086937339,58342.17100425516,43465.30612700009,58138.61254243625,44077.74574838334
2018-08-08,57038.34119574807,42032.478591386476,56839.33243146176,42624.72920259089,57810.615166256735,43296.613339448864,57608.9113266929,43906.6760272236
2018-08-09,57104.93818171975,41908.79511042213,56905.69705822373,42499.3029831621,57826.32555913816,43180.454509742165,57624.566905306114,43788.880483640365
2018-08-10,56539.3336082071,41727.447153638015,56342.06589881972,42315.39977763117,57319.84787911547,42975.475831422,57119.85634871603,43581.01359227563
2018-08-13,56655.98688034102,41789.5287779226,56458.31216361349,42378.35615118488,57452.166900863085,43052.16204953749,57251.71370343836,43658.78034294853
2018-08-14,56931.42512816383,42034.22203930107,56732.78939777097,42626.49721622533,57762.217514717755,43316.379939248756,57560.682536739514,43926.721144534946
2018-08-15,56143.54643604348,41453.54588994562,55947.65964192119,42037.63916049907,56984.47822729893,42728.80876389996,56785.6568167166,43330.870909397294
2018-08-16,56251.84114253961,41513.37687423141,56055.57650440456,42098.31318184096,57157.18440676017,42843.34921352542,56957.76041654062,43447.025269422855
2018-08-17,56309.410825316074,41429.22481992703,56112.94532454741,42012.97539908881,57177.86774125298,42763.736909625004,56978.371585948,43366.291203510315
2018-08-20,56249.81200948531,41522.3741922771,56053.55445106635,42107.437274878044,57195.87651485967,42881.5101547666,56996.31752613263,43485.723910141794
2018-08-21,56316.55762008985,41498.1410703592,56120.06718390465,42082.86270078439,57185.0122259347,42817.9204806281,56985.49114320095,43421.23823780558
2018-08-22,55993.27273983374,41384.553269437376,55797.91025588528,41967.67441264944,56853.338950337464,42660.272647398,56654.97509059773,43261.36909779316
2018-08-23,56345.4125836831,41559.513014186894,56148.821471522264,42145.09939426427,57209.59424341833,42862.49900553733,57009.98739291863,43466.44488793351
2018-08-24,57641.64563383346,42291.35015823129,57440.53191929448,42887.24834980272,58450.52404445093,43633.09155696622,58246.587533995575,44247.89532700868
2018-08-27,57892.35125852107,42436.7876260398,57690.36282330258,43034.735076472185,58684.4769819473,43777.04834439174,58479.72419915797,44393.880510142
2018-08-28,57929.29230568622,42477.67914879913,57727.17498186415,43076.2027734225,58677.866810809,43781.252036443875,58473.13709120442,44398.14343351673
2018-08-29,58359.67553270036,42790.56409819471,58156.056586769686,43393.49636843513,59147.81151721909,44130.106548459844,58941.44213937194,44751.91341362195
2018-08-30,58256.19754726915,42732.325574852104,58052.93963964323,43334.43724630318,59057.036474393244,44074.037967350356,58850.983814758176,44695.05480884425
2018-08-31,58538.95150836845,42916.031905405966,58334.707062298105,43520.732055819004,59326.00773818913,44259.0991548099,59119.01662570273,44882.72356573513
2018-09-03,58611.943363161976,42934.36691273165,58406.732179541716,43538.794170399226,59399.98096850376,44278.00796047535,59192.01011994015,44901.35093842446
2018-09-04,58583.234609472995,43120.900771220986,58355.29374165228,43731.54553959349,59370.8862537441,44470.37946063838,59139.880116827335,45100.13452515188
2018-09-05,58632.25885141177,43235.9261099073,58400.620064775816,43850.87244664464,59420.56973590962,44589.00462606973,59185.81595401256,45223.195873618024
2018-09-06,58048.69084201217,42975.01266793812,57807.155013325064,43582.433277350974,58829.15560566967,44319.92580082091,58584.37177266513,44946.355839440825
2018-09-07,58006.30117877831,42897.86385297369,57798.0453649412,43507.76150242576,58786.19601405699,44240.362596088205,58575.13964490418,44869.34719347838
2018-09-10,58592.2191968887,43241.83104262576,58405.34559190853,43869.087525629024,59379.99173166879,44595.09434288674,59190.6049284361,45241.98093085485
2018-09-11,58966.32611956412,43409.65066776206,58817.78252696229,44037.69288015491,59759.12838481321,44768.16581909214,59608.58699451636,45415.862768594896
2018-09-12,59324.264349114426,43635.20325993003,59172.84300387856,44265.029217924544,60121.879016412444,45000.777074218415,59968.42123201271,45650.31363204202
2018-09-13,59863.134169310346,43607.47715751228,59784.07273663317,44231.006543827265,60667.993908233926,44972.18325266429,60587.86892980785,45615.22620125561
2018-09-14,59989.943051425915,43619.48958089169,59906.68677406351,44244.967090674734,60796.50774375213,44984.57161368924,60712.131502990065,45629.62364018177
2018-09-17,59652.57384490277,43456.290985035455,59575.1941334308,44083.4227425108,60454.602639109704,44816.26570241649,60376.18197216785,45463.02374253059
2018-09-18,59962.901202234825,43603.71411263109,59868.57658826905,44230.26426092194,60769.10236353846,44968.3024829553,60673.508928091826,45614.460683324905
2018-09-19,59656.72038222198,43381.06609735938,59591.42393192681,44025.506841768,60458.80497130043,44738.68666749767,60392.63001978752,45403.295379949974
2018-09-20,59522.800318060654,43283.68234716455,59435.69608978962,43910.456777059095,60323.08432021344,44638.25524669516,60234.808375528206,45284.64476431514
2018-09-21,59414.449393568175,43204.89191773761,59319.81423635174,43824.844502762804,60213.276746130636,44556.99914755557,60117.368527177045,45196.3532604956
2018-09-24,59542.28024724802,43297.84772686083,59436.4915855726,43911.044480838005,60342.82622841272,44652.863988061545,60235.61457844101,45285.250869215255
2018-09-25,59512.28253634315,43276.03404566623,59402.45746993476,43885.90044010189,60312.425263069075,44630.36769056535,60201.122867958606,45259.31993494928
2018-09-26,59589.2247800725,43331.984767387374,59501.696034774475,43959.21683073402,60390.40201820423,44688.06942014791,60301.69570715327,45334.930788850805
2018-09-27,59882.51449393806,43545.25865139172,59776.95308862322,44162.57379903379,60687.63494952822,44908.01771366907,60580.65357270328,45544.65184858902
2018-09-28,60328.963119438486,43869.90635592227,60288.03961555801,44540.15906053058,61140.0861293194,45242.82538270297,61098.611685536474,45934.05375381655
2018-10-01,60384.25099629799,43996.98494866584,60343.289988480334,44669.17918398528,61237.475870252114,45387.16973369918,61195.935362032724,46080.60342487787
2018-10-02,59793.63266286981,43546.26879735918,59753.072294652266,44211.576906299124,60593.95714594415,44914.81002158404,60552.85316934982,45601.02691249388
2018-10-03,59731.40922761417,43533.6280469512,59690.891067995326,44198.74302812195,60508.39495382749,44882.01106069274,60467.34901843905,45567.726842926924
2018-10-04,59550.47690274584,43303.08114881224,59510.081476625404,43964.67379098452,60299.297016289005,44636.71105796933,60258.392922713436,45318.67910075792
2018-10-05,59561.53439388279,43210.82813894115,59521.13146703205,43871.01132222668,60246.62862634362,44516.11934438912,60205.76026042753,45196.24496436166
2018-10-08,59081.57960783165,42888.410982919966,59041.50225315279,43543.668216077356,59847.36667878205,44220.42472324758,59806.76915264141,44896.03266534325
2018-10-09,59540.16845355823,43193.27304182285,59499.78002006353,43853.18801502313,60315.492838908096,44548.85576946591,60274.57775887867,45229.481542680216
2018-10-10,57245.126968526936,41560.4544990244,57206.29535176275,42195.4229625247,57815.09354549282,42738.45091711957,57775.87461403784,43391.416985473305
2018-10-11,56729.48294782325,41251.87297390931,56691.001112639766,41882.12687066031,57010.94467556882,42279.11711840509,56972.271239372516,42925.065398837825
2018-10-12,57547.7318804674,41920.52665384106,57508.694994912774,42560.99636764405,57941.267225114454,43017.95345733604,57901.962703606965,43675.189817917606
2018-10-15,57295.91256957842,41482.86597702258,57257.046502947465,42116.649028447995,57642.87429564802,42552.841674900235,57603.77218930809,43202.97197044188
2018-10-16,58500.03127889772,42364.93442478648,58460.34841127889,43012.193884343855,58988.075058632705,43551.158396978324,58948.06043389522,44216.54116262591
2018-10-17,58017.53278865129,42043.2204802715,57978.17721869874,42685.56473349878,58594.35325411583,43274.712187908444,58554.605710991746,43935.87135652866
2018-10-18,57252.27593106698,41519.71708516132,57213.43946488087,42154.063154768206,57764.191242965906,42699.24336108429,57725.00684114309,43351.61040904389
2018-10-19,56842.64992324316,41203.61278373443,56804.091322457905,41833.12935219648,57408.509079226955,42422.45805857825,57369.56595478595,43070.59632877736
2018-10-22,57189.08022934314,41466.524293903094,57150.28663128224,42100.05767401123,57764.04428120531,42687.184354663215,57724.85997907416,43339.367162861134
2018-10-23,57299.125062300234,41455.974090988195,57260.25681650936,42089.346283106075,57800.75404440918,42657.18677697419,57761.544840170325,43308.91127655438
2018-10-24,55204.05321558269,39953.7187457899,55166.60613926691,40564.13919736924,55528.9385713645,40982.87593283339,55491.27045561745,41609.0199973337
2018-10-25,56100.117371122076,40274.27103122337,56062.06245931484,40889.58894108623,56542.81730642472,41353.215453389894,56504.46142493735,41985.01763453937
2018-10-26,54651.17931859787,39236.87118026151,54614.107278349315,39836.33949951375,55000.72079228004,40230.63742668435,54963.410993636724,40845.288650211616
2018-10-29,53636.42271569428,38906.675629932484,53600.039024683465,39501.09915928109,53994.70123597319,39897.64794666625,53958.073871787754,40507.21169446839
2018-10-30,54687.78915315431,39275.476978338,54650.692279017865,39875.53512425558,55132.85437356575,40305.31230407414,55095.45494196416,40921.10442438283
2018-10-31,55792.47760750987,39675.849634832804,55754.63137983061,40282.02474971971,56324.44038674396,40744.660430275064,56286.23264147707,41367.16499365195
2018-11-01,55916.486788743445,39766.7858841882,55844.08992831125,40347.47225438282,56449.63198252481,40838.04637247643,56376.544146493536,41434.37556066399
2018-11-02,55628.12728549987,39247.986261008526,55754.55123662472,39862.55926759108,56158.523036195584,40305.271027465235,56286.15173413324,40936.39971022419
2018-11-05,55980.21116039803,39463.279923267575,55971.51983722094,39968.41830764918,56513.963963272974,40526.36439389019,56505.18905581972,41045.11044170706
2018-11-06,56236.3893778776,39794.25556903095,56071.734969856705,40245.8748466416,56772.58472643516,40866.256051446035,56606.35970532693,41330.041263789106
2018-11-07,57050.419108722075,40250.78340407373,56870.553317751575,40654.8988463796,57594.37597289264,41335.08209517254,57412.79451182009,41750.0837861959
2018-11-08,56962.08112212018,40304.208083599355,56725.71376675132,40709.78540397197,57505.19568302995,41389.94595935951,57266.57396544524,41806.448909298924
2018-11-09,56775.145963832896,40317.61543174891,56488.48899984489,40733.9641703763,57316.478180520484,41403.71448234394,57027.08734185964,41831.27901715487
2018-11-12,55537.70448796881,39717.96182675011,55255.054080921276,40221.280520936496,56067.23810334731,40787.907064573694,55781.89204459917,41304.78440205805
2018-11-13,55849.56682169389,39669.41666331172,55698.887573590895,40176.83290681933,56382.073950587524,40738.05416367721,56229.957337189706,41259.13943266579
2018-11-14,55243.97592006355,39294.46176324986,55164.4453344528,39867.785542534475,55770.70892128032,40352.99851344419,55690.41937485209,40941.76677355402
2018-11-15,55455.36093771869,39643.077300214136,55293.71199996105,40226.45443874092,55984.10945994238,40711.00525570831,55820.918553620184,41310.097697822326
2018-11-16,55507.65831971832,39645.37538747095,55383.040573896775,40245.688188250155,56036.90545652864,40713.365250157825,55911.09884482907,41329.84957708705
2018-11-19,54850.37427688487,39121.0695766506,54890.113152784485,39813.081134443775,55373.35443355736,40174.935388664955,55413.471530049144,40885.58870680022
2018-11-20,53376.46491338352,38815.61561658294,53331.449000274035,39544.33934320412,53885.39188004462,39861.25293461327,53839.94605015742,40609.60739533504
2018-11-21,53888.62157091234,38848.71282846743,53966.248638014746,39573.62707319239,54402.43174318891,39895.241738176,54480.798284426244,40639.68409496079
2018-11-22,53100.688534075816,38823.13729431085,52943.190333468025,39551.29612591613,53606.985990452406,39868.97723561024,53447.9854703083,40616.751583842466
2018-11-23,53291.56490855263,38760.373519481065,53336.755568489665,39517.939503529626,53799.682303569294,39804.52269421292,53845.30321467849,40582.49638166564
2018-11-26,54093.6011823026,38963.31447406353,54119.141542877056,39688.27178830555,54609.36570490942,40012.93058863641,54635.14897062636,40757.4171750431
2018-11-27,54408.60386483162,39038.62573932865,54436.667804318764,39753.38349337537,54927.3718166348,40090.27063196361,54955.70273591862,40824.28289650016
2018-11-28,55345.63133837803,39349.51806928646,55204.141309068604,39998.52225846877,55873.333546394904,40409.537957832974,55730.49383695253,41076.025349988166
2018-11-29,55278.542368443326,39315.702707149576,55074.43050021354,39925.92793652342,55805.60489165359,40374.811658074424,55599.546280083356,41001.475440638416
2018-11-30,55485.62702785318,39434.42753850878,55260.70170939773,40021.168472502264,56014.664038793686,40496.734767041096,55787.5935212735,41099.281620700116
2018-12-03,55962.07486081731,39719.35480248994,55735.21813802713,40310.33514096889,56497.384345623934,40790.58808208125,56268.356991411594,41397.50714973317
2018-12-04,54642.84801506311,38767.05770507036,54421.33911898572,39343.86890953985,55168.70220983159,39814.891765506,54945.061026283154,40407.29354555284
2018-12-06,54592.09798031912,38749.055078954385,54370.794812613894,39325.59842413642,55088.29052225789,39785.875470857165,54864.97530912855,40377.84552036707
2018-12-07,54156.99760086571,38594.63961232044,53937.45822491433,39168.885425098146,54660.894243708106,39631.53836079365,54439.31159643133,40221.21204392718
2018-12-10,54430.11114067699,38691.95592516283,54209.46462845975,39267.64969770195,54939.027961634565,39732.367914206065,54716.31782447005,40323.54183014883
2018-12-11,54579.34542204686,38744.997946539224,54358.09395012997,39321.480926050666,55085.41235146137,39785.30112625303,54862.10880577203,40377.262630147176
2018-12-12,54767.75672473,38811.87302060905,54545.741478940006,39389.3510277111,55280.75868432895,39855.84532611722,55056.663249700156,40448.85645008362
2018-12-13,54809.086712022785,38826.517533317616,54586.903924455735,39404.213434670986,55321.13703227512,39870.40114290201,55096.877913144745,40463.62884140601
2018-12-14,53793.28372133373,38466.722333339094,53575.218753523026,39039.064877616955,54305.572090951384,39504.43811530172,54085.42983765889,40092.22068663424
2018-12-17,53454.619108008985,38345.63549178861,53237.92700466936,38916.176396967334,53971.13627043952,39382.79590929729,53752.34974276181,39968.76857845074
2018-12-18,53246.11721574163,38270.85114486363,53030.27032866842,38840.27934116581,53763.18101480923,39306.92332297897,53545.237489733205,39891.7670915327
2018-12-19,52624.46460184795,38047.443543575595,52411.137744188454,38613.54768034851,53150.46132607767,39082.93987028094,52935.0016251788,39664.45101151371
2018-12-20,52258.426928301276,37915.12107887731,52046.583898881625,38479.25640282925,52785.367052140704,38948.708132688655,52571.38735914957,39528.22205336493
2018-12-21,51560.636033898416,37661.98653384669,51351.62168007542,38222.355494023424,52066.12684485143,38683.35545565477,51855.06278563036,39258.921220471646
2018-12-24,50664.44696876732,37334.68005453409,50459.06554876284,37890.179054086024,51164.460303725406,38348.4017206018,50957.05139252026,38918.983742399934
2018-12-25,50416.015969108455,37243.145532370945,50211.641628319,37797.28259885122,50913.57750956214,38254.38182751344,50707.18561929045,38823.5649367551
2018-12-26,52274.46629984235,37929.57954348574,52062.55825068796,38493.92999349778,52786.23965674523,38957.902738009456,52572.25642641647,39537.55346429582
2018-12-27,52944.851125473426,38172.790200316456,52730.22549829982,38740.759357556,53462.387834180074,39207.412033464854,53245.663655222845,39790.775183525635
2018-12-28,52877.76943897725,38148.60753580359,52663.41574474386,38716.21688157766,53394.61859656559,39182.562260288,53178.169138453726,39765.5556730668
2018-12-31,53202.81214743034,38265.85838477767,52987.14080863517,38835.212294298006,53720.327121766066,39302.06957116329,53502.557316479986,39886.84112123072
2019-01-02,52882.276339889584,38150.5864910231,52667.90437576944,38718.225281475505,53396.38255651107,39183.56981024417,53179.92594771277,39766.57821425768
2019-01-03,51643.82773352305,37703.862711885835,51434.47614066117,38264.854743559954,52145.630446144474,38724.65358516102,51934.24409767647,39300.833820703476
2019-01-04,52358.892512527185,37964.88813777789,52146.64221991639,38529.76394086049,52867.52820456088,38992.70327963591,52653.21544922401,39572.87179968968
2019-01-07,52204.13635849832,37908.78209929615,51992.51340992404,38472.82310619997,52711.458790154844,38935.14840073734,52497.77870419673,39514.46056752232
2019-01-08,52451.363372585016,37998.54581975799,52238.738225462155,38563.922412150685,52960.86251535619,39027.259027869375,52746.17140426876,39607.94169943422
2019-01-09,52961.882751878955,38183.46945928453,52747.18808260926,38751.59751215849,53476.5571414987,39217.268657602166,53259.77552344047,39800.778463384595
2019-01-10,52883.854048485584,38155.341620373234,52669.47568871619,38723.05116192335,53397.74697771062,39188.37076727942,53181.28483786376,39771.450604251
2019-01-11,53000.17078096083,38197.3024867247,52785.32090127727,38765.6363598412,53515.45249357129,39231.562546502115,53298.5132027344,39815.28502962342
2019-01-14,52968.3456633665,38185.83428175937,52753.62479501602,38753.99752059226,53483.61839728333,39219.89394162783,53266.80815452418,39803.442808747895
2019-01-15,53294.067149079834,38303.243524201134,53078.025884568655,38873.153683500976,53813.13814699219,39340.71345629916,53594.99210723445,39926.059984856496
2019-01-16,53195.339048863105,38267.76484273079,52979.698004202924,38837.14711824983,53714.10486761761,39304.5137474486,53496.36028591349,39889.321664169765
2019-01-17,52891.20283364409,38110.54473061967,52676.79468367622,38677.58774369265,53406.66291508716,39142.90992172929,53190.16463208833,39725.313351340905
2019-01-18,53364.46859229871,38246.34678497671,53148.1419373561,38815.41038333989,53884.765675848175,39282.473025399,53666.329274623036,39866.95300042808
2019-01-21,53473.94370723216,38297.346357507595,53257.17326663895,38867.168773449426,53995.308159848035,39334.85421996157,53776.42364491052,39920.113569529276
2019-01-22,53086.22215757244,38172.57860752265,52871.02344641081,38740.54461649402,53604.16321302012,39206.836381800225,53386.86430940468,39790.19096679764
2019-01-23,53336.19224884157,38257.02297984736,53119.9802193596,38826.245428254544,53856.688660903565,39293.61131616879,53638.36607741568,39878.257016708754
2019-01-24,53320.4241126355,38219.78593430936,53104.2760033658,38788.45433641128,53841.009792805155,39255.45401809166,53622.75076782922,39839.53198002176
2019-01-25,53452.21986770459,38345.18760505508,53235.53749030514,38915.721846171546,53974.040099432634,39384.23474973575,53755.24180030251,39970.22882725172
2019-01-28,53069.952458207044,38205.06916186196,52854.81970047348,38773.51859456708,53587.79081431076,39240.22826347213,53370.55828062026,39824.07968292681
2019-01-29,53154.154813780035,38256.5151137049,52938.6807200527,38825.73000562216,53672.62267962516,39292.997797095864,53455.04625713537,39877.63436914709
2019-01-30,53292.398615100494,38305.329102758355,53076.3641144227,38875.27029317459,53812.244800170156,39343.145240777296,53594.102381834215,39928.52795161189
2019-01-31,53071.66553368948,38229.7791935433,52856.52583156204,38798.59628435766,53589.08975330183,39265.45017536479,53371.851954012505,39849.67686911607
2019-02-01,53148.49373148708,38228.09701911959,52977.612099887294,38802.73410337298,53666.66699053299,39263.72242968031,53494.11875617263,39853.92678448658
2019-02-04,53468.20544619161,38437.47770228176,53310.51683609215,39016.23337734224,53989.49574674769,39478.775379391736,53830.26915607095,40073.20990022384
2019-02-05,53669.20443736692,38594.007906668696,53472.64309619613,39153.29301733033,54192.45438522455,39639.54609455017,53993.97607051519,40213.982579866504
2019-02-06,53769.56799666094,38476.308621314136,53703.64131273491,39063.42045657849,54293.79644285328,39518.65825469715,54227.22641038877,40121.675309801554
2019-02-07,53129.96056057634,38096.901362971075,53058.03390647353,38697.90124113588,53647.95312976829,39128.97259307665,53575.3246373286,39746.253928108075
2019-02-08,53300.877665740474,38234.850221582616,53209.94913326779,38831.94531723987,53820.536597743325,39270.65858103744,53728.72096571881,39883.929350172686
2019-02-11,52552.70777068578,37815.5082342862,52497.47919982667,38472.671450857844,53065.072391869595,38839.956331221496,53009.30478746899,39514.922508329444
2019-02-12,53637.85857224827,38540.93964937859,53504.766449162635,39131.652116609206,54160.80291240291,39585.04018171273,54026.41261097679,40191.755412301645
2019-02-13,53719.31439618646,38524.399052799134,53610.4087425393,39107.41857419173,54243.05289299156,39568.05148900871,54133.084866738536,40166.865366598635
2019-02-14,53818.66125313681,38592.24845662508,53717.01232095521,39182.91919229163,54343.36833589849,39637.73897979615,54240.72777961391,40244.41134822767
2019-02-15,53773.441507794116,38749.49785699588,53555.92192358495,39325.935834372984,54297.707718930425,39799.248374451716,54078.06682707502,40391.30240923613
2019-02-18,53604.34362838734,38716.55635779286,53344.35617063282,39297.28023095123,54126.96121332339,39765.41446740482,53864.43840811529,40361.8705058632
