Total Return,CAGR,Annual Vol,Sharpe,Sortino,Max Drawdown,Hit Rate,Strategy,Start,End,Average US Weight,Average TH Weight,Average Cash Weight,Latest US Weight,Latest TH Weight,Latest Cash Weight,Rebalances,Variant,Segment Cap Mode,Segment Cap,Max Raw Combined Segment Weight,Average Max Raw Combined Segment Weight
5.346128065745521,0.15086293849756327,0.12902991782285295,0.9217000047506609,1.1326494107539122,-0.2002426828120184,0.4440084515544823,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 30% each + daily exposure,2017-05-31,2026-06-26,0.5962331156827194,0.29642857142856927,0.27982901943100036,0.6999999999999947,0.0,0.19999999999999873,109,all_segments,all US segments cap 30% each,0.3,0.3878200953274835,0.26248663249680676
