Sleeve,Effective Weight,Raw Optimizer Weight,Daily Exposure,Effective Weight %,Date,Strategy,Case
US Equity,0.6999999999999968,0.6999999999999968,1.0,69.99999999999969,2026-07-01,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 AI-tech cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 AI-tech cap 25%
Gold,0.14999999999999983,0.29999999999999966,0.5,14.999999999999982,2026-07-01,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 AI-tech cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 AI-tech cap 25%
Cash / Reduced Exposure,0.1499999999999997,0.0,1.0,14.999999999999968,2026-07-01,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 AI-tech cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 AI-tech cap 25%
