Date,Mean Covariance Gold30 stock-cap sweep stockcap6 none + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap6 mom_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap6 zscore_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap8 none + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap8 mom_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap8 zscore_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap10 none + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap10 mom_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap10 zscore_63 + asset-level daily exposure
2022-10-20,1.3796475373322257,2.202521498770243,2.185551641887836,1.3889186770597701,2.5720217790747077,2.5763539493085235,1.3931370713405211,2.771627445062891,2.816482664767333
2022-10-21,1.3983101739891246,2.2327531441041844,2.215550360235629,1.4080980754907368,2.6093230347219656,2.6137180331132694,1.412250021232577,2.812473462304623,2.8579897221790507
2022-10-24,1.4030596426107869,2.234681954070217,2.2174643092211466,1.4132313175535263,2.6134432926926614,2.61784523101701,1.418157692887406,2.8159918604748118,2.861565061091122
2022-10-25,1.409088744704937,2.2525273427586914,2.2351722038183155,1.4188884699045234,2.6392769040112576,2.643722355031687,1.4235724941656076,2.8462703746419384,2.8923335940043504
2022-10-26,1.4122671653337575,2.260221696233773,2.2428072742955476,1.4232021061867597,2.6434503013509327,2.647902781809401,1.427813897693036,2.8471050938822873,2.8931818221002823
2022-10-27,1.4103686295844164,2.2516989425192837,2.2343501861878914,1.4217824316512033,2.633412261992618,2.6378478349366676,1.4267221246948818,2.8364996850868973,2.8824047784257365
2022-10-28,1.4185791062052104,2.2567843926256694,2.239396454220215,1.4288013000817477,2.6505315437627703,2.6549959514715615,1.4334385555128843,2.8505644294704613,2.8966971425785335
2022-10-31,1.4148072595795411,2.249535277073965,2.232203191223641,1.4252488633404217,2.6413556799123437,2.6458046323071223,1.4299167331177007,2.840283999375532,2.886250336966073
2022-11-01,1.4170177730297018,2.253522045324291,2.236159242458641,1.4276342932453092,2.64240794218247,2.6468586669492105,1.4320552991303035,2.839362030685573,2.885313447400575
2022-11-02,1.4064500588119717,2.2362767198507267,2.219046787744946,1.4176264524633462,2.6179588991594542,2.6223684433198367,1.4224315912273102,2.8098564954467364,2.8553304030838165
2022-11-03,1.3958896393809999,2.221361388203556,2.2042463748595393,1.4082906910924131,2.6051979466796547,2.6095859970024122,1.4133028630301434,2.8009665102371075,2.8462965449159157
2022-11-04,1.4148085559701415,2.2462712205828264,2.2289642834411616,1.4259729812478257,2.6218213928089003,2.6262374427384616,1.4305835681914951,2.810378597399834,2.8558609545844367
2022-11-07,1.4225320984722098,2.255840209274639,2.238459545557002,1.433633068791325,2.633472909917107,2.637908585013144,1.4384141176938123,2.821895102925755,2.8675638399163863
2022-11-08,1.4338475291196306,2.2742205298087605,2.25669825048869,1.4452237755047215,2.6462907411657284,2.650748005902821,1.4502967164366412,2.8296525882884893,2.87544687018629
2022-11-09,1.4191166758543825,2.246466167938554,2.2291577287780733,1.431182953451198,2.606286361580247,2.6106762451684427,1.4373440144468232,2.7788114098886907,2.823782892809228
2022-11-10,1.4520048081147479,2.2961894577051596,2.2784979134937076,1.4622708520125762,2.661285565952671,2.6657680871374856,1.4674986963058072,2.8302237374392973,2.8760272626503345
2022-11-11,1.4606528334753104,2.311784584826495,2.293972884205464,1.4694644157688097,2.678276233370448,2.6827873726891522,1.473094090195113,2.847531286830235,2.8936149124320583
2022-11-14,1.4598463864795237,2.3134470639253224,2.2956225543340296,1.4690329543718077,2.677600156629161,2.682110157201857,1.4729599534726021,2.848420304648832,2.8945183178587888
2022-11-15,1.4625568174009553,2.3191066515164622,2.3012385362707017,1.4713176777113621,2.6853784803526017,2.6899015823005574,1.4750640781838629,2.856390507220979,2.9026175078921113
2022-11-16,1.4609635947576138,2.3162580521913507,2.2984118846645516,1.4705586751780204,2.681475962819059,2.685992491583835,1.4750681524020306,2.8500305338439165,2.8961546065390507
2022-11-17,1.4574285790158474,2.3069144286934997,2.289140251362308,1.4670221739846443,2.672530625057936,2.6770320867940054,1.4718250676892044,2.842657865128991,2.888662620678668
2022-11-18,1.457444195342318,2.305575041123046,2.2878111834256902,1.4675075529122459,2.673738718811761,2.6782422153936634,1.472858616078281,2.845625238492068,2.8916780171569663
2022-11-21,1.4517964804601702,2.2993469054157627,2.2816310338886447,1.462026160956288,2.671433386814152,2.6759330004232353,1.4672488442422638,2.8444556883111223,2.890489539312992
2022-11-22,1.4597562766446945,2.3104099860658542,2.2926088763717476,1.470304842366808,2.686770500429342,2.6912959470183853,1.4755885910873854,2.8610111514485608,2.907312931294065
2022-11-23,1.4625998220239929,2.317407004823718,2.2995519849148915,1.4726550931435494,2.6939989436365703,2.6985365654127578,1.4778327464968692,2.8704871256211355,2.9169422619013874
2022-11-24,1.4625998220239929,2.317407004823718,2.2995519849148915,1.4726550931435494,2.6939989436365703,2.6985365654127578,1.4778327464968692,2.8704871256211355,2.9169422619013874
2022-11-25,1.4660091618261961,2.322660741780352,2.3047652431909293,1.4767711864559607,2.6979649008921074,2.702509202705809,1.482365434627448,2.87152253054388,2.9179944235189677
2022-11-28,1.4532468020606275,2.3023441052604263,2.2846051410858843,1.4644027160461344,2.6735585416550216,2.6780617347565565,1.4705262065859657,2.8455765477006567,2.8916285383678226
2022-11-29,1.454874567782461,2.305574476424351,2.287810623077846,1.4660451389989546,2.675291514916348,2.6797976269415247,1.4719283030495485,2.847166737557904,2.893244463399379
2022-11-30,1.467610938706424,2.327475350932151,2.309542757027973,1.477653283957667,2.7074445728667005,2.712004841711898,1.483219025084483,2.8860253089484353,2.9327319107090846
2022-12-01,1.479085516536826,2.3227021894418907,2.3048063715089753,1.4891932129605439,2.710641763867111,2.71520741788276,1.4950741627990436,2.8879039776592537,2.93464098325283
2022-12-02,1.476397915783572,2.3210203319480027,2.303137472290858,1.4867678659949286,2.71147734352807,2.716044404947561,1.492927618657085,2.8889802043453607,2.9357346272814224
2022-12-05,1.4586235232604283,2.295392183723842,2.2777067823016206,1.4694076087060686,2.684315964950655,2.688837277256846,1.476354648509648,2.8558000287532583,2.902017473291063
2022-12-06,1.450484916385349,2.2758308137061514,2.2582961275663007,1.4622510361563648,2.6552022200862986,2.659674494822154,1.4698024396943974,2.8241929008574442,2.869898824747509
2022-12-07,1.4541169295294438,2.2780752369532373,2.260523258114398,1.4667207001381728,2.658959105320586,2.663437707944687,1.4746774001507454,2.828803450681138,2.8745839903806494
2022-12-08,1.4578183294841653,2.29152386150932,2.2738682645064316,1.4706785794859203,2.675881067520537,2.6803881725552854,1.4786462802460805,2.8493174215811723,2.895429953472984
2022-12-09,1.4560210544184564,2.284841278696257,2.267237169260686,1.4680197636945946,2.6663661230166067,2.6708572016087753,1.4756736640902288,2.838912265209565,2.8848564030497394
2022-12-12,1.460032338625267,2.296934832785812,2.279237545652679,1.4719189441926774,2.681192944222519,2.6857089962865355,1.4790885940947374,2.851145325448519,2.897287439609663
2022-12-13,1.47280258204095,2.3192637922892434,2.3013944663145725,1.4849081653928726,2.7133422759216703,2.7179124785294166,1.4925315850320635,2.893701894449718,2.940532731857489
2022-12-14,1.4694123989912642,2.3175182107415218,2.299662334019928,1.48191673287842,2.713003741564607,2.7175733739639374,1.4899554079261037,2.8925656536751823,2.939378102489755
2022-12-15,1.4507983420934378,2.2863209371601267,2.2687054273398775,1.4645770262658768,2.678803628800127,2.68331565643432,1.4728850134294873,2.8552015238018145,2.901409282307982
