Sleeve,Effective Weight,Raw Optimizer Weight,Daily Exposure,Effective Weight %,Date,Strategy,Case
US Equity,0.6999999999999988,0.6999999999999988,1.0,69.99999999999989,2026-07-01,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 US segment cap 30% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 US segment cap 30%
Cash / Reduced Exposure,0.1499999999999998,0.0,1.0,14.99999999999998,2026-07-01,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 US segment cap 30% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 US segment cap 30%
Gold,0.1499999999999998,0.2999999999999996,0.5,14.99999999999998,2026-07-01,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 US segment cap 30% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 US segment cap 30%
