Date,Strategy,Case,Stock Cap,Concentration Penalty,US Assets,TH Assets,Max Single Stock Weight,Top 5 Stock Weight,Top 10 Stock Weight,Stock HHI,Effective Stock Count,US Max Single Stock Weight,US Top 5 Stock Weight,US Stock HHI,US Effective Stock Count,TH Max Single Stock Weight,TH Top 5 Stock Weight,TH Stock HHI,TH Effective Stock Count
2007-12-31,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
2008-01-02,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-03,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-04,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-07,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-08,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-09,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-10,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-11,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-14,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-15,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-16,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-17,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-18,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-21,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-22,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-23,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-24,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-25,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-28,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-29,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-30,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-01-31,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.07999999999999975,0.3919686768397268,0.6761982758106782,0.04730908866724282,21.137587473596966,0.07999999999999975,0.3919686768397268,0.030843992597765713,32.421224224792425,0.06116290030130321,0.28422959897095135,0.016465096069477103,60.73453782354748
2008-02-01,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.0799999999999998,0.39999999999999836,0.6999999999999967,0.054502667889361395,18.347725693537917,0.0799999999999998,0.39999999999999836,0.03199999999999974,31.250000000000256,0.07626158604086718,0.29999999999999805,0.02250266788936166,44.43917516432614
2008-02-04,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.0799999999999998,0.39999999999999836,0.6999999999999967,0.054502667889361395,18.347725693537917,0.0799999999999998,0.39999999999999836,0.03199999999999974,31.250000000000256,0.07626158604086718,0.29999999999999805,0.02250266788936166,44.43917516432614
2008-02-05,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.0799999999999998,0.39999999999999836,0.6999999999999967,0.054502667889361395,18.347725693537917,0.0799999999999998,0.39999999999999836,0.03199999999999974,31.250000000000256,0.07626158604086718,0.29999999999999805,0.02250266788936166,44.43917516432614
2008-02-06,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.0799999999999998,0.39999999999999836,0.6999999999999967,0.054502667889361395,18.347725693537917,0.0799999999999998,0.39999999999999836,0.03199999999999974,31.250000000000256,0.07626158604086718,0.29999999999999805,0.02250266788936166,44.43917516432614
2008-02-07,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.0799999999999998,0.39999999999999836,0.6999999999999967,0.054502667889361395,18.347725693537917,0.0799999999999998,0.39999999999999836,0.03199999999999974,31.250000000000256,0.07626158604086718,0.29999999999999805,0.02250266788936166,44.43917516432614
2008-02-08,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.0799999999999998,0.39999999999999836,0.6999999999999967,0.054502667889361395,18.347725693537917,0.0799999999999998,0.39999999999999836,0.03199999999999974,31.250000000000256,0.07626158604086718,0.29999999999999805,0.02250266788936166,44.43917516432614
2008-02-11,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.0799999999999998,0.39999999999999836,0.6999999999999967,0.054502667889361395,18.347725693537917,0.0799999999999998,0.39999999999999836,0.03199999999999974,31.250000000000256,0.07626158604086718,0.29999999999999805,0.02250266788936166,44.43917516432614
2008-02-12,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.0799999999999998,0.39999999999999836,0.6999999999999967,0.054502667889361395,18.347725693537917,0.0799999999999998,0.39999999999999836,0.03199999999999974,31.250000000000256,0.07626158604086718,0.29999999999999805,0.02250266788936166,44.43917516432614
2008-02-13,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.0799999999999998,0.39999999999999836,0.6999999999999967,0.054502667889361395,18.347725693537917,0.0799999999999998,0.39999999999999836,0.03199999999999974,31.250000000000256,0.07626158604086718,0.29999999999999805,0.02250266788936166,44.43917516432614
2008-02-14,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.0799999999999998,0.39999999999999836,0.6999999999999967,0.054502667889361395,18.347725693537917,0.0799999999999998,0.39999999999999836,0.03199999999999974,31.250000000000256,0.07626158604086718,0.29999999999999805,0.02250266788936166,44.43917516432614
2008-02-15,One-model US cap 70% / TH cap 30% stockcap8 penalty0.02 assets30 + daily exposure,Baseline,0.08,0.02,30,30,0.0799999999999998,0.39999999999999836,0.6999999999999967,0.054502667889361395,18.347725693537917,0.0799999999999998,0.39999999999999836,0.03199999999999974,31.250000000000256,0.07626158604086718,0.29999999999999805,0.02250266788936166,44.43917516432614
