,Best stock assets + Gold/BTC/BIL/IEF reoptimized Static Copula [US stock only] [mean_variance] max10 PIT reselect,Best stock assets + Gold/BTC/BIL/IEF reoptimized Dynamic HMM Copula [US stock only] [mean_variance] max10 PIT reselect
2020-07-24,15043.655316256043,15209.888488304518
2020-07-27,15447.946590824171,15618.647202440368
2020-07-28,15204.704194223496,15372.716964732354
2020-07-29,15422.6012425984,15593.021786801213
2020-07-30,15721.591373196374,15895.315773860642
2020-07-31,15925.495167828902,16101.472716006989
2020-08-03,16079.635316667613,16298.48764920418
2020-08-04,16326.999943723466,16529.32812951481
2020-08-05,16554.7720808544,16740.11391689138
2020-08-06,16733.999549431042,16929.718233113104
2020-08-07,16456.297265589063,16619.22876210339
2020-08-10,16525.69986969065,16665.895934761782
2020-08-11,16182.121924356823,16279.483700803123
2020-08-12,16654.80379195984,16756.376721933462
2020-08-13,16637.444600679017,16757.28358967405
2020-08-14,16615.675626377953,16734.71824432543
2020-08-17,16814.769999849712,16962.348519922863
2020-08-18,16903.030178663972,17070.661400922538
2020-08-19,16757.807971858532,16934.34569473408
2020-08-20,17056.085027261102,17253.87665882235
2020-08-21,17243.677053105832,17429.89947118943
2020-08-24,17609.65629123289,17776.074295342132
2020-08-25,17647.15100788754,17837.460049265304
2020-08-26,17856.478729623403,18280.179379051908
2020-08-27,17606.09036370278,18024.29546205597
2020-08-28,17884.856592434753,18266.929584717203
2020-08-31,17960.3058290257,18365.97475704257
2020-09-01,18413.66673360633,18829.57571176025
2020-09-02,18540.962793649083,18959.747004369194
2020-09-03,17556.17306077742,17952.713853202815
2020-09-04,17193.40529017929,17581.752257064152
2020-09-08,16357.610714997643,16727.079613068763
2020-09-09,16977.491147080553,17360.961267223032
2020-09-10,16489.773524501827,16862.227580273804
2020-09-11,16285.485826825654,16653.325642054497
2020-09-14,16553.050413726538,16926.93370283476
2020-09-15,16817.212584541714,17197.06249725186
2020-09-16,16352.320267679277,16721.669670564024
2020-09-17,16073.112337380566,16436.155278512582
2020-09-18,15843.278390161131,16201.130078322401
2020-09-21,16153.493929348957,16518.352447262154
2020-09-22,16588.95027331282,16963.644431550612
2020-09-23,15984.264274776466,16345.300407190625
2020-09-24,16220.78950986058,16587.168031178302
2020-09-25,16657.103559563897,17033.337094181883
2020-09-28,17017.371438919865,17401.742334104456
2020-09-29,17072.690656895953,17458.311045717717
2020-09-30,17227.132697986162,17616.2414648927
2020-10-01,17375.303973883725,17767.759481276116
2020-10-02,17026.86878356125,17411.454195004997
2020-10-05,17433.55959344561,17827.33091889609
2020-10-06,17075.72738586861,17461.41636520319
2020-10-07,17416.457023388666,17809.84205356515
2020-10-08,17428.939319529953,17822.60628698206
2020-10-09,17531.48120563035,17927.46428381059
2020-10-12,17798.213138863674,18200.220883798072
2020-10-13,17777.905568585014,18179.454626994582
2020-10-14,17735.974875688982,18136.576846704826
2020-10-15,17623.170411077394,18021.224470789828
2020-10-16,17578.718689772744,17975.768719692933
2020-10-19,17372.368118299644,17764.757313603648
2020-10-20,17471.561189712316,17866.19085616028
2020-10-21,17536.26047288458,17932.351500241304
2020-10-22,17457.381180659188,17851.690563637225
2020-10-23,17609.072801308495,18006.808438701337
2020-10-26,17326.46923264928,17717.821711100227
2020-10-27,17432.425213246708,17826.170916483195
2020-10-28,16682.58767025622,17059.39681377332
2020-10-29,16942.479669434688,17325.158986305767
2020-10-30,16600.730819720076,16975.691064831775
2020-11-02,16664.210316013217,17040.60437074138
2020-11-03,16988.23669315898,17371.949522651736
2020-11-04,17357.813333080252,17749.87377985549
2020-11-05,18028.486269583642,18435.69518731429
2020-11-06,17922.54291485595,18327.35889298122
2020-11-09,18137.54274655937,18547.214919900984
2020-11-10,17946.440488568605,18351.79624052638
2020-11-11,18019.48990568744,18426.495622797083
2020-11-12,17902.127898186638,18306.482762898446
2020-11-13,18021.088647387103,18428.130475231035
2020-11-16,18233.769542625425,18645.615187932286
2020-11-17,18367.76536033415,18782.637565447178
2020-11-18,18245.379958120262,18657.48784755884
2020-11-19,18424.18450085735,18840.331043527523
2020-11-20,18324.96938497377,18738.87495858213
2020-11-23,18311.758913307756,18725.366102360174
2020-11-24,18727.803492302082,19150.807868683856
2020-11-25,18546.780642132202,18965.696260434128
2020-11-26,18372.000248901528,18786.968107324796
2020-11-27,18367.644656611217,18782.51413539262
2020-11-30,18538.63313135111,18957.364722053728
2020-12-01,18798.22784484191,19222.822894114954
2020-12-02,19224.431889747277,19658.65359792352
2020-12-03,19350.34208220183,19787.40772039161
2020-12-04,19583.03902757883,20025.360585199076
2020-12-07,19588.652038328062,20031.100376865917
2020-12-08,19480.792175602302,19920.80428642196
2020-12-09,19296.213909963928,19732.056956633478
2020-12-10,19356.143508290683,19793.34018313011
2020-12-11,19260.22526444395,19695.25543657852
2020-12-14,19280.36934576224,19715.85451170104
2020-12-15,19631.176170998122,20074.585000937368
2020-12-16,19772.626186076686,20219.229943570677
2020-12-17,19812.839308025785,20260.351358186315
2020-12-18,19552.029150627524,19993.65028901991
2020-12-21,19816.380033479345,20263.972057907176
2020-12-22,19761.061927761177,20207.40448367437
2020-12-23,20148.985773178614,20604.090354194323
2020-12-24,20156.58162242662,20611.857770677936
2020-12-25,20121.512928790533,20575.996981434473
2020-12-28,20467.05433427894,20929.343121033995
2020-12-29,20497.17700246244,20960.1461690856
2020-12-30,20644.022360843333,21110.308319490287
2020-12-31,20814.982153584846,21285.12957631352
2021-01-04,20799.38033768594,21275.829383672695
2021-01-05,21383.744648773005,21853.392888000093
2021-01-06,22039.80807083124,22515.375892637316
2021-01-07,22666.707892142702,23155.219530569644
2021-01-08,22966.953663632627,23458.815339897737
2021-01-11,22678.971869803143,23181.279904145304
2021-01-12,22827.128747408788,23329.220174813196
2021-01-13,23039.408276139187,23544.19191338575
2021-01-14,23425.647251042188,23925.38412873648
2021-01-15,22564.352945868857,23100.779906865864
2021-01-18,22613.319606705834,23150.910662109894
2021-01-19,23028.212893443026,23547.780015183416
2021-01-20,22861.6408684439,23368.762916158536
2021-01-21,22330.0466245439,22821.598797540784
2021-01-22,22306.00443227575,22792.96761604846
2021-01-25,22293.209131406144,22755.278311351016
2021-01-26,22091.73491582892,22570.535058492744
2021-01-27,21234.317763052117,21697.369180274443
2021-01-28,21830.6187282886,22301.80078434727
2021-01-29,21448.31775693685,21919.680756531696
2021-02-01,21728.975683858003,22206.506615306196
2021-02-02,22401.410538844266,22893.71936168098
2021-02-03,22691.02948650983,23189.703174762006
2021-02-04,22800.83502997324,23301.921880456863
2021-02-05,22960.540336765276,23465.136981038504
2021-02-08,23945.39072772556,24471.63112232439
2021-02-09,23781.561241549483,24304.2012065528
2021-02-10,23505.47184069415,24022.044274918673
2021-02-11,23671.95123357961,24192.18233357413
2021-02-12,23834.327275972104,24358.126863680754
2021-02-15,23864.403126636997,24388.86368194905
2021-02-16,24154.930939565584,24685.776334141934
2021-02-17,24445.366695362827,24982.594906092578
2021-02-18,24301.467951881365,24835.533744740675
2021-02-19,24879.163999166063,25425.925638141987
2021-02-22,24461.15452072213,24998.72969557293
2021-02-23,24351.17226066218,24886.33038963593
2021-02-24,25227.723978567803,25782.145811657378
2021-02-25,24298.5992770975,24832.60202598449
2021-02-26,24179.14691148197,24710.524492931432
2021-03-01,25206.459257425064,25760.41376236066
2021-03-02,24745.63432759779,25289.461426567424
2021-03-03,24855.373441103835,25401.61224239443
2021-03-04,24452.19655669003,24989.574865155115
2021-03-05,24955.36322545867,25503.79947109974
2021-03-08,25226.16198012785,25780.54948566417
2021-03-09,25772.38536392092,26338.777050649976
2021-03-10,26049.994455319575,26622.487070593204
2021-03-11,26311.443332001123,26889.681727813346
2021-03-12,26318.3753821483,26896.76612146773
2021-03-15,26313.35508929523,26891.63549920212
2021-03-16,26291.820421556982,26869.627570777626
2021-03-17,26680.160880717514,27266.50246726645
2021-03-18,26245.405440920567,26822.192542566994
2021-03-19,26286.51883678285,26864.209474726005
2021-03-22,25999.157344132087,26570.532728045582
2021-03-23,25529.349682327094,26090.400249571492
2021-03-24,25302.26182470509,25858.32175282555
2021-03-25,25536.156685012025,26097.356847634488
2021-03-26,26369.444887916623,26948.957965859503
2021-03-29,26135.290051630425,26709.65718166017
2021-03-30,26378.437505282625,26958.148211176736
2021-03-31,26445.666383622618,27026.85455763861
2021-04-01,26797.856527237873,27386.784674355877
2021-04-02,26772.312800010437,27360.679580590364
2021-04-05,27177.4036810616,27774.673017775054
2021-04-06,27071.26642274455,27666.203213986788
2021-04-07,27087.06811578379,27682.352175912758
2021-04-08,27298.246447134152,27898.171507682957
2021-04-09,27464.47411709833,28068.052311380874
2021-04-12,27399.823927407895,28001.98132460593
2021-04-13,27481.127893588084,28085.072082729985
2021-04-14,27609.98362338374,28216.759634769223
2021-04-15,27537.503865747913,28142.68701207255
2021-04-16,27407.228074539333,28009.548190372974
2021-04-19,27075.997266431823,27671.03802595243
2021-04-20,26584.389223781203,27168.62606645226
2021-04-21,26763.765677850228,27351.944620988317
2021-04-22,26384.193687005205,26964.030894712367
2021-04-23,26686.182231713836,27272.656147618356
2021-04-26,26953.471851317725,27545.819907949033
2021-04-27,27125.86337648276,27722.00002797392
2021-04-28,27222.5498842651,27820.811385026263
2021-04-29,27549.16131049892,28154.600648856314
2021-04-30,27216.150045985913,27814.270899494353
2021-05-03,27419.398155668918,28021.985729585358
2021-05-04,27264.218608641742,27863.395849981458
2021-05-05,27719.149939233404,28328.325064744145
2021-05-06,27985.357748459308,28600.383240087074
2021-05-07,28234.132186397146,28854.624916370492
2021-05-10,27923.664297457668,28537.333971326254
2021-05-11,27555.328203928904,28160.903070182627
2021-05-12,26863.092870864257,27453.454696789286
2021-05-13,27284.710709551087,27884.338299410527
2021-05-14,27682.210167739013,28290.573479395945
2021-05-17,27454.990128983372,28058.35989661276
2021-05-18,27257.693977159684,27856.7278287053
2021-05-19,26660.983636223573,27246.903770442725
2021-05-20,27036.98355671501,27631.166924087403
2021-05-21,26845.262040406702,27435.232003723904
2021-05-24,27181.306906497066,27778.66202318032
2021-05-25,27000.917522378768,27594.308277746764
2021-05-26,27195.533439262144,27793.201208025348
2021-05-27,27119.68222100684,27715.68303116914
2021-05-28,26921.480541616747,27513.125535197967
2021-05-31,27018.864818283553,27612.649995784242
2021-06-01,27003.943502059883,27584.51267476065
2021-06-02,27003.527845435183,27587.55662574605
2021-06-03,26924.328774244743,27496.407022905376
2021-06-04,27308.339809252928,27913.774615748207
2021-06-07,27199.19373647522,27824.336196671422
2021-06-08,27151.508991881416,27785.912652308125
2021-06-09,27043.495300495728,27693.38677496962
2021-06-10,26995.021786512025,27679.825199772837
2021-06-11,27083.600601320566,27772.502169422627
2021-06-14,27041.5897023427,27762.011553774806
2021-06-15,26958.638650285015,27658.30216350703
2021-06-16,26875.562810421296,27582.992716322457
2021-06-17,26825.25622467911,27531.44842225098
2021-06-18,26560.18435944305,27314.460055984462
2021-06-21,26989.64954762631,27749.828510374504
2021-06-22,27284.28607483584,28066.409262967725
2021-06-23,27332.320710430544,28128.224207297142
2021-06-24,27705.243584890522,28517.65186432778
2021-06-25,27958.478476143497,28763.36156165186
2021-06-28,27953.027282915733,28782.887633029703
2021-06-29,27903.535042012867,28737.046230076365
2021-06-30,28214.787051375584,29007.203928197912
2021-07-01,28133.51649594584,28924.589135780036
2021-07-02,28561.496391976252,29378.287961921007
2021-07-05,28613.140429580955,29431.408897443605
2021-07-06,28543.113307334563,29407.675087659205
2021-07-07,28679.723026821313,29527.178529095254
2021-07-08,28425.20143380539,29253.572374176383
2021-07-09,28914.46392352931,29702.431622143155
2021-07-12,29016.859419321103,29789.139970069304
2021-07-13,29106.572849827422,29891.374442182234
2021-07-14,29205.341805755972,29975.304292357432
2021-07-15,28802.655768069304,29524.36235708927
2021-07-16,28553.984004775088,29342.419999004625
2021-07-19,28352.6960891016,29214.83243039874
2021-07-20,28757.44380592186,29611.00592482893
2021-07-21,29214.705346420335,30062.961482809278
2021-07-22,29433.661566254723,30368.678026868503
2021-07-23,29785.719722906968,30716.71051126907
2021-07-26,29916.40665691398,30798.3636626947
2021-07-27,29545.648912396402,30405.605534640148
2021-07-28,29974.769067650082,30859.071961490892
2021-07-29,29977.511237935563,30836.627022077642
2021-07-30,29823.91337343683,30687.690986711576
2021-08-02,29910.726247271814,30777.018185746736
2021-08-03,30467.064721437033,31349.469660019287
2021-08-04,31069.28380747203,31969.130567263004
2021-08-05,31224.39865619092,32128.737942905926
2021-08-06,31170.00037457438,32072.764146457623
2021-08-09,31800.43651300139,32721.459344859562
2021-08-10,31399.35665904466,32308.763181713446
2021-08-11,30911.746878083548,31807.030961234283
2021-08-12,30890.9578536064,31785.639832877594
2021-08-13,31147.29495625621,32049.40112054123
2021-08-16,31165.141933690702,32067.764992568977
2021-08-17,31174.721636967653,32077.622148812236
2021-08-18,30740.47576983071,31630.79939902434
2021-08-19,30784.94329147669,31676.554815026593
2021-08-20,31377.985598084753,32286.773159593144
2021-08-23,32159.694397511998,33091.12226623261
2021-08-24,31945.05723134857,32870.26865299239
2021-08-25,31696.613090833274,32614.628928046597
2021-08-26,31478.064031319118,32389.750122913647
2021-08-27,31752.39107402642,32672.022385795088
2021-08-30,31659.46978235263,32576.409853352878
2021-08-31,31568.975589809375,32483.294715105032
2021-09-01,31523.164282645394,32436.156594083066
2021-09-02,31621.689591773284,32537.53545080882
2021-09-03,32110.967022469686,33040.983620469764
2021-09-06,32297.285112460533,33232.69796389881
2021-09-07,32182.79993088145,33114.89699556628
2021-09-08,32040.11954187703,32968.08421372889
2021-09-09,32317.131506130216,33253.11916042356
2021-09-10,31788.667025990126,32709.34898308538
2021-09-13,31592.046309201498,32507.033622158622
2021-09-14,31997.36907731481,32924.0955852214
2021-09-15,32445.690140397524,33385.401185007984
2021-09-16,32417.42889704592,33356.32142300577
2021-09-17,32157.237645153495,33088.59435997614
2021-09-20,31377.766032157804,32286.547234469464
2021-09-21,31487.43971750697,32399.397353205615
2021-09-22,32065.467901000953,32994.16672684765
2021-09-23,32538.303086458316,33480.69644135132
2021-09-24,32198.710223291113,33131.2680911654
2021-09-27,31844.72374921867,32767.029253901146
2021-09-28,30774.635013521398,31665.94798269926
2021-09-29,30910.079437777644,31805.31522754751
2021-09-30,31191.527323684695,32094.914571652087
2021-10-01,31207.420967089998,32111.26853604864
2021-10-04,30826.719016795014,31719.540473322417
2021-10-05,31622.15482079549,32538.01415406595
2021-10-06,31802.848442154103,32723.941129714345
2021-10-07,31955.61082372709,32881.1279046827
2021-10-08,31866.289700032743,32789.219810389506
2021-10-11,32026.418474951803,32953.98632849418
2021-10-12,31749.26843874134,32668.809310921504
2021-10-13,31783.430306964958,32703.96059514261
2021-10-14,32283.848530948126,33218.87222425806
2021-10-15,32707.384037612494,33654.67441385243
2021-10-18,33434.011318410645,34402.34669872128
2021-10-19,33635.680424107835,34609.8566629473
2021-10-20,33560.58924656235,34532.590650821716
2021-10-21,33732.01636097446,34708.98273753251
2021-10-22,33613.330283742784,34586.85920475178
2021-10-25,34414.52717799535,35411.260831811036
2021-10-26,34075.005607348605,35061.90583896123
2021-10-27,34287.09541952973,35280.138320264006
2021-10-28,34879.62374480587,35889.82779727084
2021-10-29,35123.312703987925,36140.57461854188
2021-11-01,35325.87093085924,36348.99945518922
2021-11-02,35593.58779261042,36624.47008918959
2021-11-03,35759.02951469331,36794.70343113965
2021-11-04,36057.584833776535,37101.90568390053
2021-11-05,35925.088995895894,36965.57242411015
2021-11-08,36209.83079845559,37258.56108520697
2021-11-09,35482.533963200534,36510.19985385364
2021-11-10,34940.60625272981,35952.576516237794
2021-11-11,35257.477474295934,36278.62514735621
2021-11-12,35291.75752234513,36313.89803419608
2021-11-15,35008.87551730117,36022.8230351578
2021-11-16,35319.846840351456,36342.80089145066
2021-11-17,35290.86495102626,36312.9796117049
2021-11-18,35210.83241575907,36230.62912736671
2021-11-19,35242.73681513093,36263.45756060352
2021-11-22,35327.12227747035,36350.28704403238
2021-11-23,35628.13196326986,36660.014748313144
2021-11-24,35823.85429435917,36861.405703968776
2021-11-25,36149.29712645736,37196.27420161419
2021-11-26,35147.541045371756,36165.504675312026
2021-11-29,36226.3712700828,37275.580611642516
2021-11-30,35602.065022647395,36633.19284171843
2021-12-01,34958.90662679856,35971.40691643818
2021-12-02,35128.26380054054,36145.66911164712
2021-12-03,34299.54060843762,35292.94395400813
2021-12-06,34035.09084350873,35020.835040398066
2021-12-07,35156.36081902451,36174.57989240509
2021-12-08,34886.31404967292,35896.71187065841
2021-12-09,33832.12960785946,34811.99552279696
2021-12-10,34176.31311603642,35166.14747493696
2021-12-13,32915.60306336806,33868.92400075044
2021-12-14,32959.31836507268,33913.90541057767
2021-12-15,34058.5027653246,35044.92503197947
2021-12-16,32803.640007735994,33753.718205650955
2021-12-17,32423.884412739393,33362.96390711849
2021-12-20,32109.231164720964,33039.19748779422
2021-12-21,33684.937486480696,34660.54033715478
2021-12-22,34169.229342399514,35158.85853690703
2021-12-23,34735.12720474419,35741.14626394761
2021-12-24,34690.088152703625,35694.802764553395
2021-12-27,35224.90709073013,36245.11144130192
2021-12-28,34933.058223274966,35944.80987634153
2021-12-29,34851.901281743805,35861.30242002787
2021-12-30,34477.16416537084,35475.71194823059
2021-12-31,34156.31166421601,35145.56672937669
2022-01-03,34811.54550597062,35819.77783668598
2022-01-04,34456.0634115551,35454.00006204797
2022-01-05,33535.14741943102,34506.4119626205
2022-01-06,33332.80987391066,34298.21419882638
2022-01-07,33031.97639708748,33988.667806989346
2022-01-10,33131.30971522828,34090.878074757384
2022-01-11,33532.621418479845,34503.812802153145
2022-01-12,33495.696242400474,34465.81817753884
2022-01-13,32615.394949386082,33560.021083878775
2022-01-14,32852.45948615101,33803.951622338216
2022-01-17,32815.84426959793,33766.27593447918
2022-01-18,31856.67235501613,32779.32392220451
2022-01-19,31234.66328230522,32139.299859122148
2022-01-20,30357.501414554972,31236.73311659595
2022-01-21,29767.73803767726,30629.888668039366
2022-01-24,29903.495656262992,30769.578178134358
2022-01-25,29380.689181488608,30231.62987662078
2022-01-26,29661.98905517967,30521.07692169304
2022-01-27,28938.488429083245,29776.62184752713
2022-01-28,29886.56670801979,30752.15892379598
2022-01-31,31215.430237785746,32119.509775924245
2022-02-01,31404.848195484472,32314.413767241822
2022-02-02,31983.5563243328,32909.88277921304
2022-02-03,31461.359761705997,32372.5620544792
2022-02-04,31361.205851677245,32269.507428361263
2022-02-07,31159.373246955296,32061.829229756157
2022-02-08,31554.731728114817,32468.638314361568
2022-02-09,31856.052772965944,32778.686395456796
2022-02-10,31278.614171555957,32184.523679719718
2022-02-11,30893.61211857607,31788.37097222093
2022-02-14,30751.9155524722,31642.570507338052
2022-02-15,31096.672246558144,31997.3122463324
2022-02-16,31039.535046711782,31938.52020550342
2022-02-17,30406.27173767818,31286.9159543271
2022-02-18,29958.938077607847,30826.62635529615
2022-02-21,29986.000628549315,30854.472707657933
2022-02-22,29843.791290662983,30708.14461979648
2022-02-23,29479.950045352994,30333.765591649288
2022-02-24,29447.568644036764,30300.446341258954
2022-02-25,30351.836276510396,31230.903901511665
2022-02-28,30367.185694842654,31246.69787867046
2022-03-01,29966.325010203178,30834.22723255148
2022-03-02,30261.356012521617,31137.80309522523
2022-03-03,29919.679853125053,30786.23111116672
2022-03-04,29842.22201356934,30706.529892382296
2022-03-07,29435.56694603859,30288.097043067526
2022-03-08,29974.881143491537,30843.031173573796
2022-03-09,30389.213164069293,31269.363320337434
2022-03-10,30301.914454736136,31179.53621475239
2022-03-11,30232.817940149474,31108.43848651855
2022-03-14,30375.20375283293,31254.94816034336
2022-03-15,30504.160917963996,31387.640258275384
2022-03-16,30953.473897625154,31849.966503108204
2022-03-17,31231.910930601694,32136.467792199637
2022-03-18,31163.91649369144,32066.504060660107
2022-03-21,31268.024832587034,32173.627646125366
2022-03-22,31741.362689628055,32660.674590880935
2022-03-23,31407.39224109456,32317.03149498804
2022-03-24,31945.103037064662,32870.31578536041
2022-03-25,32019.989532677097,32947.37118743514
2022-03-28,31965.693743806118,32891.502852187215
2022-03-29,32244.390074439343,33178.27094886565
2022-03-30,32036.16030347238,32964.01030554714
2022-03-31,31559.341346242123,32473.381438943718
2022-04-01,31460.590716323124,32402.39780137552
2022-04-04,31647.264303309046,32603.911820686768
2022-04-05,31619.87891401039,32565.083488576212
2022-04-06,31922.674869453404,32830.033720889805
2022-04-07,32124.87831692571,33018.38660011208
2022-04-08,32295.75783038621,33199.96034512176
2022-04-11,32069.3351010426,32951.41989454185
2022-04-12,32266.13384368672,33130.08966054208
2022-04-13,32375.89588578585,33256.14511558833
2022-04-14,32224.01098928056,33096.88602864128
2022-04-18,32403.34976133671,33283.62838872351
2022-04-19,32518.434822560303,33420.096858751094
2022-04-20,32722.70737661648,33644.53153835379
2022-04-21,32542.829324623934,33450.127654125004
2022-04-22,32171.498899302303,33009.96398759799
2022-04-25,32053.408261106048,32901.54452059379
2022-04-26,31949.718177313156,32731.706759602796
2022-04-27,32161.970073941728,33046.37813099542
2022-04-28,32584.184706149623,33526.20580264453
2022-04-29,32334.2434666299,33216.98325686837
2022-05-02,31759.01219762739,32622.425907293586
2022-05-03,32084.988535943034,32924.16784520268
2022-05-04,32359.115510118794,33289.792279844274
2022-05-05,31718.46744645138,32500.63174597662
2022-05-06,31973.77400090869,32738.296202836143
2022-05-09,31310.321345824574,31797.506090224782
2022-05-10,31447.36614795339,31975.077941055668
2022-05-11,31453.097135832308,31873.067819325144
2022-05-12,31253.699559575834,31676.971437440527
2022-05-13,31429.943522894562,31868.315454655956
2022-05-16,31530.790529716294,32002.25528279659
2022-05-17,31399.430818995563,31899.173173103787
2022-05-18,30568.972817870384,30966.55094353541
2022-05-19,30794.229154028053,31280.6727129941
2022-05-20,30692.44767900343,31120.087004647292
2022-05-23,30986.777683372035,31413.09419086043
2022-05-24,31047.298002024934,31504.538462572396
2022-05-25,30922.365934015266,31372.64204123907
2022-05-26,31185.42643619538,31623.442074781586
2022-05-27,31365.65679715355,31771.974754069204
2022-05-30,31406.18935261895,31984.490546746583
2022-05-31,31205.89698362247,31784.013468189132
2022-06-01,31299.33239399626,31879.1798511098
2022-06-02,31534.935870249778,32119.14808744423
2022-06-03,31325.577851712602,31905.911528842786
2022-06-06,31467.47426196029,32050.436693966778
2022-06-07,31829.16684466126,32418.829947522187
2022-06-08,31774.909906892397,32363.56785261451
2022-06-09,31466.447352027928,32049.390759631417
2022-06-10,31183.053672423404,31760.746964707745
2022-06-13,30880.17930670532,31452.261586953504
2022-06-14,30867.541580364144,31439.389735699046
2022-06-15,31120.019932301024,31696.545469520748
2022-06-16,30524.313455283012,31089.803009960462
2022-06-17,30490.990643082343,31055.86286357275
2022-06-20,30678.260469502482,31246.60202701506
2022-06-21,31362.33629527635,31943.350954663896
2022-06-22,31289.091735894875,31868.749475876917
2022-06-23,31438.609139064774,32021.036819470177
2022-06-24,31916.026222183693,32507.298470842004
2022-06-27,31978.717905409045,32571.151572229337
2022-06-28,31727.945108073716,32315.73298989714
2022-06-29,31545.16448993247,32129.566201236197
2022-06-30,31270.762529517855,31850.08070495026
2022-07-01,31683.469552979306,32270.433486317168
2022-07-04,31913.086367088516,32504.30415236468
2022-07-05,31883.28185065178,32473.94748124142
2022-07-06,32044.04050276884,32637.68432773227
2022-07-07,32248.58244448443,32846.01558748455
2022-07-08,32145.12572938429,32740.64224641881
2022-07-11,32007.715126406627,32600.68599206067
2022-07-12,32301.87467685045,32900.29510497961
2022-07-13,32241.631916645933,32838.93629504999
2022-07-14,32164.85150338878,32760.733457607468
2022-07-15,32691.83190416031,33297.47663036051
2022-07-18,32686.290094015894,33291.83215334513
2022-07-19,32928.97143219481,33539.00937517615
2022-07-20,32764.35943643137,33371.347798483876
2022-07-21,32928.42197256282,33538.449736324794
2022-07-22,33089.92237253735,33702.94207219972
2022-07-25,33112.09604773772,33725.52653409094
2022-07-26,33131.66207663043,33745.45504075017
2022-07-27,33280.379313249374,33896.92739400855
2022-07-28,33407.08291516072,34025.978290758336
2022-07-29,33341.74250983833,33959.427397384774
2022-08-01,33371.99965681229,34053.26351452024
2022-08-02,32742.35251974659,33545.45176865851
2022-08-03,33656.5161512204,34427.49383068617
2022-08-04,33791.53086609786,34752.61256283298
2022-08-05,33095.04408962741,34033.10263783638
2022-08-08,33117.945901798594,33962.28267775035
2022-08-09,32668.859654320902,33358.995007432066
2022-08-10,33049.133162109196,33867.2519579735
2022-08-11,32954.53196090132,33760.99549504516
2022-08-12,33186.66749319756,34078.379381112834
2022-08-15,33347.190210578185,34238.43700224764
2022-08-16,33401.655787929914,34270.694007661456
2022-08-17,32758.332364851794,33567.9182866686
2022-08-18,32865.0231875319,33745.06830703148
2022-08-19,32521.984333080603,33270.53095047298
2022-08-22,32034.67813933685,32678.37284862945
2022-08-23,32410.240557427645,33057.12927742162
2022-08-24,32433.164269924542,33100.091355037635
2022-08-25,32895.783191758645,33709.90218443576
2022-08-26,31879.890201487095,32466.099981642634
2022-08-29,32328.580048849588,32844.68754331602
2022-08-30,31990.93305245395,32445.045182890088
2022-08-31,31860.912394526797,32249.163898423845
2022-09-01,32057.909618468722,32448.56169606913
2022-09-02,31822.39440208144,32210.176532461865
2022-09-05,31789.503980206784,32176.88531366091
2022-09-06,31510.938605383668,31894.925389919368
2022-09-07,32302.14572959519,32695.774025713024
2022-09-08,32279.054076566514,32672.40098184077
2022-09-09,32599.497408164665,32996.74917981143
2022-09-12,33008.822653806106,33411.06239127869
2022-09-13,31539.597107545073,31923.933119573885
2022-09-14,32229.760985544708,32622.507213836343
2022-09-15,32317.646896831073,32711.4640874607
2022-09-16,32259.409498837078,32652.517018724247
2022-09-19,32445.869544996993,32841.2492343827
2022-09-20,32360.89663515294,32755.24085952657
2022-09-21,31872.529584615626,32260.92265355852
2022-09-22,31627.964120519253,32013.376957507047
2022-09-23,31029.876773786862,31408.001423011694
2022-09-26,30957.372929591766,31334.61405965687
2022-09-27,31333.559112469567,31715.38438153983
2022-09-28,32248.335602429026,32641.308177752115
2022-09-29,31285.321198564354,31666.558648855702
2022-09-30,30690.805233243795,31064.7980160012
2022-10-03,30811.185077138256,31251.734857682513
2022-10-04,31335.621372720776,31828.983896074817
2022-10-05,31031.11976646629,31543.137721634645
2022-10-06,31239.600985646157,31706.87512656653
2022-10-07,30552.573932980675,30922.738936351547
2022-10-10,30523.741157843408,30856.322346491197
2022-10-11,30470.889127828046,30808.824562028854
2022-10-12,30704.363061568973,31045.81315234191
2022-10-13,31035.25136893602,31440.74466048156
2022-10-14,30562.070798951307,30981.275810031104
2022-10-17,31415.71081115475,31899.74024800924
2022-10-18,31265.64597872463,31749.366932615798
2022-10-19,31856.836063003768,32338.231993531634
2022-10-20,31828.00209806605,32311.03802736128
2022-10-21,32216.718382057465,32784.69139888605
2022-10-24,31959.434236021265,32571.31102191502
2022-10-25,32600.62098442665,33216.451052265926
2022-10-26,32552.678036603385,33184.87316893539
2022-10-27,32315.157238316155,32933.35834971099
2022-10-28,32518.538121103215,33198.42649493654
2022-10-31,32448.390207160704,33150.375179575654
2022-11-01,32640.1445561662,33346.27792147639
2022-11-02,31991.592839789922,32683.69550724966
2022-11-03,32136.39524336351,32831.630550397334
2022-11-04,32405.00469305276,33106.05106793698
2022-11-07,32035.661332303378,32728.717372774954
2022-11-08,32046.292227333623,32739.578255441167
2022-11-09,31180.876914075234,31855.44064067794
2022-11-10,31778.721618368592,32466.21905279385
2022-11-11,31433.217186058057,32113.240014876188
2022-11-14,31283.961592701813,31960.755442118625
2022-11-15,31063.297682348,31735.31771253884
2022-11-16,30845.421010070422,31512.727519843083
2022-11-17,30971.829049086853,31641.87025673561
2022-11-18,31003.117716609988,31673.835819915745
