,Best stock assets + Gold/BTC/BIL/IEF reoptimized Static Copula [US stock only] [mean_variance] max10 PIT reselect,Best stock assets + Gold/BTC/BIL/IEF reoptimized Dynamic HMM Copula [US stock only] [mean_variance] max10 PIT reselect
2018-05-03,10001.26773896952,9986.844613587953
2018-05-04,10056.626000068527,10042.123040893728
2018-05-07,10188.126090534175,10173.433491171556
2018-05-08,10210.459178663974,10195.734372091361
2018-05-09,10359.989070040101,10345.048621968042
2018-05-10,10434.505123895124,10419.457214007649
2018-05-11,10318.230422999917,10303.350196313559
2018-05-14,10324.31842025874,10309.429413890639
2018-05-15,10295.962754268465,10281.11464044884
2018-05-16,10430.4960928751,10415.453964530383
2018-05-17,10312.731650837233,10297.8593540936
2018-05-18,10269.490524344645,10254.680586914385
2018-05-21,10401.684215198515,10386.683637318703
2018-05-22,10467.636219218837,10452.540529994345
2018-05-23,10522.937813003307,10507.762371707204
2018-05-24,10575.677126892077,10560.425628664327
2018-05-25,10572.780241519686,10557.532920976411
2018-05-28,10536.766955855237,10521.571571141309
2018-05-29,10545.654141254789,10530.445940066724
2018-05-30,10626.34068886006,10611.016127204193
2018-05-31,10510.303887414308,10495.146665877695
2018-06-01,10731.65161245047,10711.751380524436
2018-06-04,10823.892928393096,10802.492610137528
2018-06-05,10860.537045245554,10835.646828147032
2018-06-06,10964.63705223413,10945.40781086713
2018-06-07,10825.341008481819,10809.087146187
2018-06-08,10915.918585256632,10905.04160705335
2018-06-11,10934.701937441356,10930.410415904755
2018-06-12,10952.738226883743,10945.97327834563
2018-06-13,11029.575888079347,11024.811324797312
2018-06-14,11109.546296171404,11108.331455006766
2018-06-15,11073.838277583887,11079.980764722026
2018-06-18,11272.582180892723,11276.530390152191
2018-06-19,11244.389426168267,11250.974803134757
2018-06-20,11320.060751396237,11323.941460053758
2018-06-21,11206.171444529722,11211.005205773523
2018-06-22,11174.773201072634,11185.56155128005
2018-06-25,10766.57401552677,10777.597389118639
2018-06-26,10920.669976012301,10925.42450745619
2018-06-27,10751.455464706134,10755.105346791828
2018-06-28,10906.615408304702,10901.376494212298
2018-06-29,10901.533380883679,10897.82541892782
2018-07-02,10935.871765990672,10932.152124446156
2018-07-03,10849.91678129084,10846.226375799828
2018-07-04,10846.645341089183,10842.95604832015
2018-07-05,10987.40226352633,10983.665094803042
2018-07-06,11172.87521646632,11169.074962429317
2018-07-09,11287.953602498072,11284.114206602539
2018-07-10,11287.606661224814,11283.76738333516
2018-07-11,11317.04573769751,11313.196446631566
2018-07-12,11514.328748638754,11510.412355278706
2018-07-13,11446.768663265004,11442.875249261855
2018-07-16,11481.633237096885,11477.72796453138
2018-07-17,11500.421067392237,11496.509404481672
2018-07-18,11496.045768411304,11492.13559368058
2018-07-19,11401.063426594645,11397.185558411778
2018-07-20,11433.914973612835,11430.025931562746
2018-07-23,11448.26529045589,11444.371367401722
2018-07-24,11563.387302676878,11559.45422292551
2018-07-25,11667.960434934155,11663.99178649878
2018-07-26,11749.605750920642,11745.609332288637
2018-07-27,11684.53227923339,11680.557994181034
2018-07-30,11507.309459034284,11503.395453160281
2018-07-31,11410.61416756499,11406.73305086809
2018-08-01,11397.528866941768,11393.652200976265
2018-08-02,11478.885354629294,11474.981016706952
2018-08-03,11544.259125573564,11540.332551930143
2018-08-06,11619.029688743132,11615.077683227519
2018-08-07,11730.235653843038,11726.245823603742
2018-08-08,11678.250086005357,11674.27793772887
2018-08-09,11637.445734266192,11633.487464861471
2018-08-10,11562.499046871757,11558.56626924474
2018-08-13,11601.901993731804,11597.955813895871
2018-08-14,11695.91161210866,11691.933456579376
2018-08-15,11488.456528688295,11484.548935301971
2018-08-16,11506.477131203052,11502.5634084305
2018-08-17,11470.247147974555,11466.345748183989
2018-08-20,11496.51597205726,11492.605637395154
2018-08-21,11476.583997955391,11472.680442798435
2018-08-22,11437.974419046157,11434.083996248175
2018-08-23,11506.33763988014,11502.42396455307
2018-08-24,11751.22091631353,11747.223948311852
2018-08-27,11818.896769436384,11814.876782701473
2018-08-28,11782.689350933624,11778.68167950571
2018-08-29,11917.740231497828,11913.686624923937
2018-08-30,11906.030750039303,11901.98112623648
2018-08-31,11927.59814395675,11923.541184389927
2018-09-03,11934.877894325009,11930.818458681062
2018-09-04,11989.442833168134,11985.905555153096
2018-09-05,12005.734189933184,12005.613292236843
2018-09-06,11912.914185898868,11918.494534936099
2018-09-07,11880.285531369915,11885.73608653725
2018-09-10,12015.560982739686,12003.994176867745
2018-09-11,12083.10129079259,12074.6111137105
2018-09-12,12160.154321138847,12156.557073493694
