,Gold25 crash DD252 warn-8%/exp50% crash-15%/exp50% recover-5% no panic,Gold25 crash DD252 warn-8%/exp50% crash-18%/exp50% recover-5% no panic,Gold25 crash DD252 warn-8%/exp50% crash-20%/exp50% recover-5% no panic,Gold25 crash DD252 warn-8%/exp50% crash-25%/exp50% recover-5% no panic,Gold25 crash DD252 warn-8%/exp75% crash-20%/exp50% recover-5% no panic,Gold25 crash DD252 warn-8%/exp75% crash-25%/exp50% recover-5% no panic,Gold25 crash DD252 warn-8%/exp50% crash-15%/exp50% recover-5% panic-30%/MA200/mom63->0,Gold25 crash DD252 warn-8%/exp50% crash-18%/exp50% recover-5% panic-30%/MA200/mom63->0,Gold25 crash DD252 warn-8%/exp50% crash-20%/exp50% recover-5% panic-30%/MA200/mom63->0,Gold25 crash DD252 warn-8%/exp50% crash-25%/exp50% recover-5% panic-30%/MA200/mom63->0,Gold25 crash DD252 warn-8%/exp75% crash-20%/exp50% recover-5% panic-30%/MA200/mom63->0,Gold25 crash DD252 warn-8%/exp75% crash-18%/exp50% recover-5% no panic,Gold25 crash DD252 warn-8%/exp75% crash-25%/exp50% recover-5% panic-30%/MA200/mom63->0,Gold25 crash DD126 warn-8%/exp75% crash-20%/exp50% recover-5% no panic,Gold25 crash DD126 warn-8%/exp75% crash-20%/exp50% recover-5% panic-30%/MA200/mom63->0,Gold25 crash DD252 warn-8%/exp75% crash-18%/exp50% recover-5% panic-30%/MA200/mom63->0,Gold25 crash DD252 warn-10%/exp75% crash-20%/exp50% recover-5% no panic,Gold25 crash DD252 warn-12%/exp75% crash-20%/exp50% recover-5% no panic,Gold25 crash DD252 warn-8%/exp75% crash-15%/exp50% recover-5% no panic,Gold25 crash DD126 warn-8%/exp75% crash-18%/exp50% recover-5% no panic
2013-10-21,18982.363739998265,18982.363739998265,18982.363739998265,18982.363739998265,18904.94530153586,18884.53568368241,18884.096468159674,18884.096468159674,18884.096468159674,18884.096468159674,18807.078806905105,18827.04402815939,18786.77484488531,19124.612102087198,19124.612102087198,18729.58081026025,18714.81293277653,18631.54240457418,18608.51871398741,19041.097873167044
2013-10-22,19026.212738306265,19026.212738306265,19026.212738306265,19026.212738306265,18948.615464319282,18928.158700530217,18927.718470425683,18927.718470425683,18927.718470425683,18927.718470425683,18850.522899436357,18870.534240076246,18830.172035544463,19168.789692148785,19168.789692148785,18772.84588348862,18758.043892411693,18674.581010438214,18651.50413544389,19085.082546512207
2013-10-23,18925.408235906983,18925.408235906983,18925.408235906983,18925.408235906983,18848.222087071354,18827.873707116887,18827.435809435377,18827.435809435377,18827.435809435377,18827.435809435377,18750.649235298344,18770.554552040398,18730.406194163203,19067.229789866014,19067.229789866014,18673.383766990075,18658.660199683844,18575.639519971104,18552.684910660064,18983.966140645633
2013-10-24,19078.66957139116,19078.66957139116,19078.66957139116,19078.66957139116,19000.858355338805,18980.345190569773,18979.90374671464,18979.90374671464,18979.90374671464,18979.90374671464,18902.495341188143,18922.561854739753,18882.088368291006,19221.639621619823,19221.639621619823,18824.604163319895,18809.76136193637,18726.06836593396,18702.92786609762,19137.701688499317
2013-10-25,19145.18014778592,19145.18014778592,19145.18014778592,19145.18014778592,19067.097672314227,19046.512996143032,19046.07001336061,19046.07001336061,19046.07001336061,19046.07001336061,18968.391752661555,18988.528220534536,18947.913638560112,19288.648609102016,19288.648609102016,18890.229036617297,18875.33449141214,18791.349731385857,18768.12856093585,19204.418058076873
2013-10-28,19058.861901562283,19058.861901562283,19058.861901562283,19058.861901562283,18981.131469910055,18960.639602118434,18960.198616574828,18960.198616574828,18960.198616574828,18960.198616574828,18882.87057724645,18902.91625753851,18862.484791077237,19201.683518822927,19201.683518822927,18805.060266795503,18790.232875360143,18706.626770281946,18683.510295149146,19117.83273092285
2013-10-29,19140.390520430778,19140.390520430778,19140.390520430778,19140.390520430778,19062.327579168617,19041.748052749335,19041.305180789714,19041.305180789714,19041.305180789714,19041.305180789714,18963.646353176136,18983.777783427293,18943.17336216754,19283.823089660116,19283.823089660116,18885.503191415515,18870.61237243913,18786.64862322084,18763.433262105213,19199.61361093349
2013-10-30,19119.33820267727,19119.33820267727,19119.33820267727,19119.33820267727,19041.36112203757,19020.804230826747,19020.36184597742,19020.36184597742,19020.36184597742,19020.36184597742,18942.788434505874,18962.897722404916,18922.337961528538,19262.613011905818,19262.613011905818,18864.73122160141,18849.85678088295,18765.985382524817,18742.795555744997,19178.4961543147
2013-10-31,19056.80193715033,19056.80193715033,19056.80193715033,19056.80193715033,18979.079906940107,18958.590253998387,18958.14931611841,18958.14931611841,18958.14931611841,18958.14931611841,18880.82963473973,18900.873148407765,18860.446051954652,19199.60811763147,19199.60811763147,18803.02773436443,18788.201945537814,18704.604876969875,18681.490900365916,19115.76639268803
2013-11-01,19041.49540579691,19041.49540579691,19041.49540579691,19041.49540579691,18963.835802361977,18943.362606825664,18942.92202310949,18942.92202310949,18942.92202310949,18942.92202310949,18865.664445337236,18885.691859941464,18845.297234761412,19184.186883544284,19184.186883544284,18787.925035889395,18773.111155220417,18689.581232291886,18666.485820964972,19100.41250074964
2013-11-04,18873.871008248927,18873.871008248927,18873.871008248927,18873.871008248927,18796.895050922776,18776.60208319917,18776.165377990354,18776.165377990354,18776.165377990354,18776.165377990354,18699.58790725035,18719.439018300895,18679.399991489863,19015.306357079797,19015.306357079797,18622.532846452483,18607.849374019283,18525.05477427361,18502.162674416053,18932.269449475345
2013-11-05,19151.606484074546,19151.606484074546,19151.606484074546,19151.606484074546,19073.49779917355,19052.906213479942,19052.46308200441,19052.46308200441,19052.46308200441,19052.46308200441,18974.758747556152,18994.90197450443,18954.27375970128,19295.123102502363,19295.123102502363,18896.569795148764,18881.670250389903,18797.657299753406,18774.42833480634,19210.86427836396
2013-11-06,19202.819215019492,19202.819215019492,19202.819215019492,19202.819215019492,19124.50166204951,19103.85501302016,19103.41069658017,19103.41069658017,19103.41069658017,19103.41069658017,19025.498575324225,19045.695666665706,19004.95880918366,19346.719606890638,19346.719606890638,18947.100540206946,18932.161153026635,18847.923545902944,18824.63246508414,19262.235468782157
2013-11-07,18922.042613474376,18922.042613474376,18922.042613474376,18922.042613474376,18844.870191129125,18824.52542985296,18824.087610045503,18824.087610045503,18824.087610045503,18824.087610045503,18747.31469134,18767.216468196435,18727.07525015011,19063.838946429056,19063.838946429056,18670.06296362798,18655.342014704816,18572.336099073178,18549.38557192232,18980.590104498544
2013-11-08,19138.4654347815,19138.4654347815,19138.4654347815,19138.4654347815,19060.410344866355,19039.832888276895,19039.390060860063,19039.390060860063,19039.390060860063,19039.390060860063,18961.739043948903,18981.86844943848,18941.268112055102,19281.883577973902,19281.883577973902,18883.60374160365,18868.714420303182,18784.759115918267,18761.54608973716,19197.682568795426
2013-11-11,18986.23996955699,18986.23996955699,18986.23996955699,18986.23996955699,18908.805722123496,18888.391936592885,18887.95263138162,18887.95263138162,18887.95263138162,18887.95263138162,18810.91924299532,18830.88854118027,18790.61113487345,19128.517378992892,19128.517378992892,18733.405421133462,18718.634528025137,18635.34699584545,18612.31860378361,19044.98609633132
2013-11-12,19240.051070052432,19240.051070052432,19240.051070052432,19240.051070052432,19161.581669182095,19140.89498889301,19140.44981097924,19140.44981097924,19140.44981097924,19140.44981097924,19062.386627904118,19082.62287886943,19041.807037736326,19384.230466712892,19384.230466712892,18983.836588841707,18968.86823606569,18884.46730280006,18861.131063500365,19299.58252446985
2013-11-13,19398.80790809799,19398.80790809799,19398.80790809799,19398.80790809799,19319.69102693147,19298.83365312705,19298.38480188426,19298.38480188426,19298.38480188426,19298.38480188426,19219.6774903675,19240.080718187786,19198.92809032491,19544.17698274017,19544.17698274017,19140.4793056331,19125.387443395033,19040.290086546924,19016.761291232193,19458.830578751436
2013-11-14,19464.905084876955,19464.905084876955,19464.905084876955,19464.905084876955,19385.518630316776,19364.59018959268,19364.13980898787,19364.13980898787,19364.13980898787,19364.13980898787,19285.16431959607,19305.637066933356,19264.344220530675,19610.76947270901,19610.76947270901,19205.696284443966,19190.553000000422,19105.16569260145,19081.556728085056,19525.132269595993
2013-11-15,19591.092429178574,19591.092429178574,19591.092429178574,19591.092429178574,19511.191327060093,19490.127211163483,19489.673910825328,19489.673910825328,19489.673910825328,19489.673910825328,19410.18643808566,19430.791906420338,19389.23136620649,19737.902428594574,19737.902428594574,19330.203226503516,19314.961770975162,19229.020913609686,19205.258896585656,19651.710055487812
2013-11-18,19161.259089826257,19161.259089826257,19161.259089826257,19161.259089826257,19083.111037348353,19062.509073284727,19062.065718466398,19062.065718466398,19062.065718466398,19062.065718466398,18984.322220238,19004.475599578902,18963.826907739513,19304.848042099155,19304.848042099155,18906.093859798064,18891.186805516092,18807.13151149231,18783.890838909083,19220.54675065071
