,Stocks+Gold+BTC+BIL one-model Static Copula [mean_variance] PIT reselect,Stocks+Gold+BTC+BIL one-model Dynamic HMM Copula [mean_variance] PIT reselect
2020-04-24,11604.236981293714,11583.86138172699
2020-04-27,11667.037117944874,11646.55124913432
2020-04-28,11486.348382443906,11466.179780621846
2020-04-29,11756.904023056702,11736.260359117026
2020-04-30,11754.197982193924,11733.559069726067
2020-05-01,11485.634706842155,11459.100411362242
2020-05-04,11728.925424099541,11701.756140892823
2020-05-05,11720.717966135908,11698.136523471996
2020-05-06,11777.998772797993,11750.006250749644
2020-05-07,12027.579862056122,11997.215335827244
2020-05-08,12097.264582314792,12070.97404844365
2020-05-11,12203.040631161286,12178.021832872104
2020-05-12,12001.013744769984,11968.821241705646
2020-05-13,11916.23688396626,11884.233447702614
2020-05-14,12060.11316069435,12029.602497073294
2020-05-15,12196.831070399612,12176.872027203666
2020-05-18,12255.835277237684,12236.08518111814
2020-05-19,12257.01873312786,12231.515548216512
2020-05-20,12347.377993865533,12316.511786581394
2020-05-21,12119.80194310508,12085.634617971096
2020-05-22,12176.949155756032,12137.473959802413
2020-05-25,12190.721703797344,12151.20186004026
2020-05-26,12053.837161465191,12015.454744782324
2020-05-27,12040.768454135386,12003.780821015525
2020-05-28,12015.006970782722,11986.244011904952
2020-05-29,12239.618547788086,12217.159832057565
2020-06-01,12223.784817687541,12201.587879608778
2020-06-02,12412.23566414924,12389.930553696
2020-06-03,12354.696691232532,12332.647003198254
2020-06-04,12318.008347890447,12295.926298502034
2020-06-05,12593.795928589747,12571.273594527593
2020-06-08,12541.09821306942,12518.932810921968
2020-06-09,12520.477069144556,12497.387266180964
2020-06-10,12546.183694043917,12522.987695450143
2020-06-11,12006.875687557444,11985.281274438768
2020-06-12,12011.85931040144,11990.197086281802
2020-06-15,11910.08512646031,11888.083517458708
2020-06-16,12117.046014168829,12094.819900726176
2020-06-17,12306.982565908691,12284.669137703317
2020-06-18,12375.453522044996,12353.163269115516
2020-06-19,12307.876137345313,12285.499380414778
2020-06-22,12341.641146805374,12319.182858355096
2020-06-23,12381.080620783496,12358.678095134568
2020-06-24,12076.611472124134,12054.717024821051
2020-06-25,12102.760727332126,12081.084454516344
2020-06-26,12004.396813082,11983.327787115875
2020-06-29,11966.437113576858,11945.361639602406
2020-06-30,12173.797459881289,12151.997334298225
2020-07-01,12335.176471168168,12313.087357475673
2020-07-02,12576.33174676132,12553.810786283937
2020-07-03,12548.182330374708,12525.71177822836
2020-07-06,12758.036884987627,12735.190537559667
2020-07-07,12636.130339190835,12613.502294886159
2020-07-08,12725.02852614477,12702.241288158251
2020-07-09,12816.100209442015,12793.149885603321
2020-07-10,12785.492806880007,12762.597292990455
2020-07-13,12489.67533140079,12467.309550171592
2020-07-14,12566.979761501456,12544.475548013148
2020-07-15,12752.724276316507,12729.887442397914
2020-07-16,12551.660847679186,12529.184066407179
2020-07-17,12705.105913448884,12682.354351713762
2020-07-20,12881.625512106439,12858.557849382183
2020-07-21,12946.660289221072,12923.476166015767
2020-07-22,12868.343911463455,12845.300032654033
2020-07-23,12746.717062312637,12723.890985762078
2020-07-24,12552.138011422858,12529.66037567388
2020-07-27,12636.230033777567,12613.60181094564
2020-07-28,12508.407216205613,12486.007891010979
2020-07-29,12487.756620793814,12465.394275479523
2020-07-30,12461.701218108334,12439.385531287628
2020-07-31,12724.487379810267,12701.701110877
2020-08-03,12815.316020233511,12787.915012030311
2020-08-04,13023.678956547656,13003.193627762203
2020-08-05,13224.449606811888,13180.15680267129
2020-08-06,13353.510285235816,13307.006326945762
2020-08-07,13101.112819281914,13045.73425949453
2020-08-10,13187.439760251105,13100.645363774769
2020-08-11,12888.704916482791,12793.221926591406
2020-08-12,13229.709894113908,13143.38397158703
2020-08-13,13272.856605360874,13202.453940826324
2020-08-14,13233.202583971215,13141.371734911385
2020-08-17,13424.80506359118,13336.794365883608
2020-08-18,13454.800151234354,13376.200066125186
2020-08-19,13305.36767252956,13219.587452071493
2020-08-20,13430.061590699886,13329.289107492341
2020-08-21,13578.972731333693,13481.557279997247
2020-08-24,13881.869580472689,13767.967208266175
2020-08-25,13851.918045779292,13734.88887182235
2020-08-26,13890.4604201731,13788.223269529743
2020-08-27,13712.212556375118,13596.283053061607
2020-08-28,13874.641422640378,13746.476667444273
2020-08-31,13897.730402886187,13771.811142938934
2020-09-01,14257.300638386661,14128.123521462712
2020-09-02,14335.343405855823,14205.459188762345
2020-09-03,13660.333627226453,13536.565281524789
2020-09-04,13394.231156816932,13272.87381098163
2020-09-08,12795.183299798138,12679.25357852038
2020-09-09,13219.908038578891,13100.130133228038
2020-09-10,12838.566940941464,12722.24414569924
2020-09-11,12642.960095775315,12528.409580500385
2020-09-14,12802.73452017254,12686.736381674584
2020-09-15,12992.693615825743,12874.974368337213
2020-09-16,12700.746806476904,12585.672719393093
2020-09-17,12507.143126131139,12393.823169502122
2020-09-18,12335.988242801923,12224.219021121737
2020-09-21,12530.022485721178,12416.495232508894
2020-09-22,12883.981452363627,12767.247182621357
2020-09-23,12482.708590334267,12369.61002083649
2020-09-24,12638.292385194869,12523.784161333344
2020-09-25,12982.367844986786,12864.742153308069
2020-09-28,13250.755442912112,13130.698047154377
2020-09-29,13307.373477890511,13186.803099015571
2020-09-30,13371.142429690071,13249.994277395626
2020-10-01,13486.148174914688,13363.958022386496
2020-10-02,13215.704065671678,13095.964250076626
2020-10-05,13531.364299974362,13408.764470409695
2020-10-06,13253.626530298867,13133.543121286564
2020-10-07,13518.089839032185,13395.610281645037
2020-10-08,13527.77819300732,13405.21085507419
2020-10-09,13607.36788376403,13484.079429888294
2020-10-12,13814.396571145435,13689.232350626717
2020-10-13,13798.63449283808,13673.613083352393
2020-10-14,13766.089247107548,13641.362711183114
2020-10-15,13678.534075305635,13554.600825919237
2020-10-16,13644.032088978052,13520.411442042494
2020-10-19,13483.869458899902,13361.69995249348
2020-10-20,13560.859908160925,13437.992836028812
2020-10-21,13611.077396210829,13487.75533259821
2020-10-22,13549.85384441093,13427.086491827416
2020-10-23,13667.591967211221,13543.757857908386
2020-10-26,13448.244230479455,13326.397503567821
2020-10-27,13530.483830805477,13407.891978660356
2020-10-28,12948.484216462999,12831.16552465436
2020-10-29,13150.203968569998,13031.057611296153
2020-10-30,12884.949580342582,12768.206538955224
2020-11-02,12987.170839663626,12869.501630840912
2020-11-03,13192.580379343186,13073.050074034016
2020-11-04,13471.836651547877,13349.77616741725
2020-11-05,14019.437655766036,13892.415677118059
2020-11-06,13967.780622526125,13841.226678241172
2020-11-09,13761.359616004545,13636.6759325194
2020-11-10,13590.600202844627,13467.463671182903
2020-11-11,13901.72682329116,13775.771354100725
2020-11-12,13827.251895038387,13701.971199899428
2020-11-13,13831.873516082194,13706.550947120335
2020-11-16,13864.64357972563,13739.024100258044
2020-11-17,13979.096735849123,13852.44026283655
2020-11-18,13966.959786679392,13840.41327951111
2020-11-19,14069.961574748058,13942.481828226959
2020-11-20,14029.139587368005,13902.029705155068
2020-11-23,13945.263647527741,13818.913716469846
2020-11-24,14022.246474791198,13895.1990470661
2020-11-25,14113.430073937689,13985.556484602675
2020-11-26,14083.702453679529,13956.098209038531
2020-11-27,14286.429155815213,14156.988122319886
2020-11-30,14364.126502400584,14233.98149839365
2020-12-01,14596.261756498883,14464.013509836037
2020-12-02,14680.049260886091,14547.041864330466
2020-12-03,15211.62011916602,15073.796467931124
2020-12-04,15417.139237035808,15277.453496490143
2020-12-07,15476.34383900859,15336.121679965103
2020-12-08,15682.690284282384,15540.598539995231
2020-12-09,15846.474616654537,15702.898917698143
2020-12-10,15838.09878899624,15694.598978547509
2020-12-11,15775.551999660353,15632.618889327174
2020-12-14,15657.399708799092,15515.53710772138
2020-12-15,15992.719388030477,15847.818650175714
2020-12-16,16131.792261841829,15985.631465485323
2020-12-17,16269.935499505478,16122.523067540207
2020-12-18,16304.287030737865,16156.563359507947
2020-12-21,15637.753006776724,15496.068413050383
2020-12-22,16075.957495102213,15930.302585124517
2020-12-23,15770.28579566522,15627.400399346523
2020-12-24,16172.429006504228,16025.900024216191
2020-12-25,16658.97501967241,16508.03772666511
2020-12-28,16319.89883280037,16172.033712103146
2020-12-29,16690.26134737467,16539.040587130883
2020-12-30,16604.512026026536,16454.068190559105
2020-12-31,16648.707176888525,16497.86291483859
2021-01-04,17199.849796178645,17044.011951095043
2021-01-05,17417.477977317565,17259.668329736847
2021-01-06,17841.262690279473,17679.61337565341
2021-01-07,18504.91238861605,18337.250129684973
2021-01-08,18668.88934413629,18499.741385289548
2021-01-11,18315.05517091089,18149.11309791349
2021-01-12,18422.236784289384,18255.3236009707
2021-01-13,18741.386208842527,18571.58139802876
2021-01-14,18607.95770328004,18439.361810626957
2021-01-15,18350.61209481811,18184.347861193422
2021-01-18,18163.59742738257,17999.027624995222
2021-01-19,18575.105593271815,18406.8073544989
2021-01-20,18311.473931556196,18145.56430608772
2021-01-21,18056.18952853969,17892.59288671473
2021-01-22,17902.822450063537,17740.615378223178
2021-01-25,18020.980141170778,17857.702511146457
2021-01-26,18163.126307609968,17998.560773765137
2021-01-27,17607.70075231663,17448.167606700004
2021-01-28,17586.4542622679,17427.113618752395
2021-01-29,17451.48200514717,17293.364266828226
2021-02-01,18006.140262999157,17842.997088488282
2021-02-02,18080.295543872202,17916.48049144903
2021-02-03,18175.014763223124,18010.34151498972
2021-02-04,18235.80432089228,18070.58029379842
2021-02-05,18407.114315820683,18240.33814840192
2021-02-08,19174.119972540127,19000.394412532096
2021-02-09,19394.0362722502,19218.318178432182
2021-02-10,19105.054612488755,18931.954813577937
2021-02-11,19200.38673236832,19026.42318451171
2021-02-12,19192.160631700564,19018.271615762358
2021-02-15,19156.656952806454,18983.089615073397
2021-02-16,19363.49850794445,19188.05709906493
2021-02-17,19340.58222390255,19165.3484461573
2021-02-18,19264.21581795926,19089.6739518458
2021-02-19,19130.19545932431,18956.867873808333
2021-02-22,18472.692648737557,18305.32231414833
2021-02-23,18613.44815017896,18444.802511776725
2021-02-24,18617.197434149468,18448.51782566369
2021-02-25,18515.180433486323,18347.42514176689
2021-02-26,18495.04005779056,18327.467246312804
2021-03-01,18960.27337878224,18788.48535850536
2021-03-02,18697.96463680482,18528.553243625312
2021-03-03,18907.265879455896,18735.95812933057
2021-03-04,18657.476381522727,18488.43182889876
2021-03-05,19134.871769266123,18961.50181442292
2021-03-08,19307.62912649048,19132.693917613597
2021-03-09,19491.849803774592,19315.245478381697
2021-03-10,19632.406130851556,19454.528306248838
2021-03-11,19912.308796038596,19731.894936023196
2021-03-12,19827.346583089242,19647.702516318346
2021-03-15,19735.562559692367,19556.75009462665
2021-03-16,19822.749731091517,19643.14731372559
2021-03-17,20112.747166673616,19930.517251045985
2021-03-18,19789.819776287022,19610.515718107723
2021-03-19,19798.247383817863,19618.86696798356
2021-03-22,19651.181471289598,19473.133534236516
2021-03-23,19284.030435081193,19109.309040235225
2021-03-24,19194.183765786864,19020.27641940624
2021-03-25,19329.34192326595,19154.209987353643
2021-03-26,19770.817795716288,19591.6859034419
2021-03-29,19730.309550988633,19551.544680382533
2021-03-30,19734.66329839112,19555.858981009533
2021-03-31,19803.526811406547,19624.098561746458
2021-04-01,20050.295733468818,19868.631653990244
2021-04-02,19967.231416415492,19786.319934449475
2021-04-05,19853.914920414903,19674.030133376953
2021-04-06,19819.49298472079,19639.9200748414
2021-04-07,19612.88231185671,19435.18138123365
2021-04-08,19664.464888438157,19486.29659806059
2021-04-09,19877.682641421656,19697.582508873824
2021-04-12,19608.928578347997,19431.263470206963
2021-04-13,19652.05340330201,19473.99756617961
2021-04-14,19794.034076738146,19614.69183523117
2021-04-15,19722.42923384721,19543.7357622159
2021-04-16,19624.688466294818,19446.880566966327
2021-04-19,19647.79404730294,19469.776801730364
2021-04-20,19740.757351632095,19561.897819575028
2021-04-21,19737.745309930488,19558.913068233145
2021-04-22,19403.321260623085,19227.51904092045
2021-04-23,19110.452177950356,18937.303474835153
2021-04-26,19382.06895143352,19206.459286555873
2021-04-27,19457.00870451047,19280.720054073703
2021-04-28,19599.237876959924,19421.66057063341
2021-04-29,19784.877285322662,19605.618008182177
2021-04-30,19590.940964736634,19413.438831910884
2021-05-03,19673.504289627243,19495.25409848783
2021-05-04,19533.27923907995,19356.299545646212
2021-05-05,19726.325838943005,19547.597062437042
2021-05-06,19970.0439649749,19789.107000140622
2021-05-07,20202.026906903844,20018.988079425722
2021-05-10,19927.536870446533,19746.985037697166
2021-05-11,19671.024213019184,19492.79649241288
2021-05-12,19054.21794023458,18881.578742872593
2021-05-13,19273.051565428832,19098.429643741558
2021-05-14,19439.71777053227,19263.58578320144
2021-05-17,19310.510792142613,19135.549474167656
2021-05-18,19133.639546632956,18960.28075624307
2021-05-19,18737.851671227327,18568.078884805167
2021-05-20,19000.673084310063,18828.51902577553
2021-05-21,18849.940531807235,18679.152173348244
2021-05-24,19047.232521956044,18874.65661541022
2021-05-25,19036.124139591873,18863.64887964415
2021-05-26,19169.30040731872,18995.618514590784
2021-05-27,19128.14401117123,18954.835012634987
2021-05-28,18982.257336788396,18810.270132641737
2021-05-31,19064.992880520764,18892.256057685576
2021-06-01,19068.53878341649,18895.769833215498
2021-06-02,19052.554719499385,18879.930591614055
2021-06-03,19000.575666611996,18828.422490722613
2021-06-04,19230.31397259535,19056.079271404185
2021-06-07,19157.978258858926,18984.398949539478
2021-06-08,19097.388556712805,18924.35821547905
2021-06-09,19053.192315242744,18880.56241047286
2021-06-10,19029.365738357206,18856.951712356124
2021-06-11,19109.306568276654,18936.16824486505
2021-06-14,19090.174701950367,18917.209721263036
2021-06-15,19020.89193100304,18848.55468124672
2021-06-16,19016.550947990858,18844.253029359294
2021-06-17,18980.14433057505,18808.17627114994
2021-06-18,18839.587641347072,18668.893084413026
2021-06-21,19102.249382031998,18929.174999684394
2021-06-22,19263.336789325887,19088.802887580136
2021-06-23,19302.168418405057,19127.28268583122
2021-06-24,19557.738227703914,19380.536925586064
2021-06-25,19734.40409281524,19555.60212394477
2021-06-28,19722.365948876715,19543.673050633748
2021-06-29,19756.308953033917,19577.30851695276
2021-06-30,19928.238732076385,19747.680540166588
2021-07-01,19581.44617246894,19404.030066439
2021-07-02,19892.720205455644,19712.48382627763
2021-07-05,19910.357119679964,19729.960942670034
2021-07-06,19937.24588128376,19756.606080828573
2021-07-07,19971.660142900862,19790.708534817462
2021-07-08,19737.863286729516,19559.029976112946
2021-07-09,20028.922850358427,19847.452418155073
2021-07-12,20094.060728329438,19912.000119661952
2021-07-13,20225.702506745878,20042.44916841421
2021-07-14,20291.695854229813,20107.84458852182
2021-07-15,19974.571627971807,19793.59364061389
2021-07-16,19945.153092495926,19764.441649394405
2021-07-19,19955.082823257166,19774.281412634857
2021-07-20,20115.992081873756,19933.732765954952
2021-07-21,20341.662416210987,20157.358432517798
2021-07-22,20577.03489061733,20390.598333695998
2021-07-23,20768.641248962726,20580.46865816071
2021-07-26,20792.51653807942,20604.127627155383
2021-07-27,20542.929756184094,20356.802206069176
2021-07-28,20853.481047282876,20664.53977236418
2021-07-29,20860.294486862116,20671.291479326323
2021-07-30,20747.265164687673,20559.28625016476
2021-08-02,20779.06022152462,20590.79323046613
2021-08-03,21245.537339595507,21053.04387041526
2021-08-04,21552.90757555489,21357.629203263135
2021-08-05,21588.988448627682,21393.3831685097
2021-08-06,21560.652467900363,21365.30392363922
2021-08-09,21973.5491188213,21774.459557918482
2021-08-10,21782.91065425601,21585.54835771073
2021-08-11,21467.228157340305,21272.726076473242
2021-08-12,21437.59800454987,21243.364385280733
2021-08-13,21502.325684212323,21307.50560504758
2021-08-16,21504.58911085304,21309.748524094666
2021-08-17,21714.045715512028,21517.30736416295
2021-08-18,21363.437112223186,21169.875421708468
2021-08-19,21423.558150989822,21229.451738675984
2021-08-20,21749.22539489388,21552.168300910973
2021-08-23,22162.27351460563,21961.474031610345
2021-08-24,22066.712176125373,21866.77851889245
2021-08-25,21898.876395364452,21700.46340062054
2021-08-26,21706.600041492336,21509.929151069286
2021-08-27,21923.412189452996,21724.776890135294
2021-08-30,21862.5617276899,21664.477759049267
2021-08-31,21768.02225257604,21570.794851187547
2021-09-01,21736.433595195376,21539.492400276915
2021-09-02,21804.370583376585,21606.813850882794
2021-09-03,22141.7461807818,21941.132684030963
2021-09-06,22270.219666322693,22068.44214596849
2021-09-07,22191.277732552502,21990.21545919122
2021-09-08,22092.894119374472,21892.723242766697
2021-09-09,22283.904517698567,22082.003006857587
2021-09-10,21919.5079432624,21720.908018050883
2021-09-13,21783.930400487974,21586.55886461462
2021-09-14,22063.416030633492,21863.51223785965
2021-09-15,22372.550638112913,22169.845956282406
2021-09-16,22353.063424395346,22150.535304885354
2021-09-17,22173.651553870524,21972.74898107265
2021-09-20,21636.175912043916,21440.14309373807
2021-09-21,21711.800134198696,21515.082128757127
2021-09-22,22110.372787439137,21910.043546775967
2021-09-23,22436.410824674644,22233.12754279947
2021-09-24,22202.248490796886,22001.086817769676
2021-09-27,21958.161208876743,21759.211068884855
2021-09-28,21220.293888962547,21028.029136020883
2021-09-29,21313.688026279728,21120.577083326203
2021-09-30,21507.757163111106,21312.887872472023
2021-10-01,21554.340623864915,21359.049267555114
2021-10-04,21430.139393288864,21235.97335216257
2021-10-05,21939.117801715787,21740.340202971074
2021-10-06,22099.147474187597,21898.919939565363
2021-10-07,22188.627852731843,21987.589588391922
2021-10-08,21970.87775378992,21771.812396573485
2021-10-11,22140.09896788701,21939.500395575105
2021-10-12,22090.812196413262,21890.660182899755
2021-10-13,22239.7056930554,22038.204642082925
2021-10-14,22380.507945140376,22177.73116677447
2021-10-15,22532.48021014373,22328.326499387647
2021-10-18,22981.112040471387,22772.893537376847
2021-10-19,22911.207372807283,22703.62223528855
2021-10-20,22804.61226647131,22597.99292527433
2021-10-21,22968.84483677065,22760.737479681015
2021-10-22,22881.48762414492,22674.17176000025
2021-10-25,23381.772399678004,23169.923745871158
2021-10-26,23142.054141748402,22932.377435789105
2021-10-27,23120.03744544873,22910.56021998187
2021-10-28,23332.44042071216,23121.038735302536
2021-10-29,23596.856491121187,23383.05908533573
2021-11-01,23618.70106063737,23404.70573390025
2021-11-02,23867.103231091645,23650.857276621355
2021-11-03,23873.893638255442,23657.586159851384
2021-11-04,24132.889177112243,23914.23509061917
2021-11-05,23930.655487198306,23713.833722662275
2021-11-08,24292.87704272631,24072.77339914336
2021-11-09,23908.794247885373,23692.17055533635
2021-11-10,23664.59964154051,23450.188454431063
2021-11-11,23786.991060403274,23571.470955762663
2021-11-12,23665.129395884458,23450.71340897871
2021-11-15,23432.375447621453,23220.06830899995
2021-11-16,23511.170747161006,23298.149690114144
2021-11-17,23403.202270878366,23191.159453460354
2021-11-18,23340.54979895906,23129.074639185077
2021-11-19,23440.051537118234,23227.674849909974
2021-11-22,23322.50983702002,23111.19812685911
2021-11-23,23282.418298545206,23071.46983451935
2021-11-24,23475.152576544173,23262.457859213024
2021-11-25,23604.16269744105,23390.299094365386
2021-11-26,22918.767508463334,22711.113872948237
2021-11-29,23272.613460782646,23061.753832694685
2021-11-30,22722.44544090624,22516.570565572943
2021-12-01,22273.613772059263,22071.80549968512
2021-12-02,22351.98117879811,22149.46286488665
2021-12-03,21912.317776516375,21713.78299722792
2021-12-06,21672.900183785376,21476.534628191806
2021-12-07,22332.47972270259,22130.13810015355
2021-12-08,22254.566370689725,22052.930675751963
2021-12-09,21697.466395468153,21500.878259704645
2021-12-10,21812.927281410746,21615.293021647904
2021-12-13,21193.322071431776,21001.301694456855
2021-12-14,21289.699238065547,21096.805643583408
2021-12-15,21877.34650967662,21679.128584717055
2021-12-16,21616.357608493054,21420.504352320317
2021-12-17,21204.44471140505,21012.323558652108
2021-12-20,20977.065276368077,20787.00427655789
2021-12-21,21807.07011987552,21609.488928450068
2021-12-22,22021.38270392249,21821.85975069866
2021-12-23,22455.864616527168,22252.405075147606
2021-12-24,22429.99344896362,22226.768311200987
2021-12-27,22740.96098763952,22534.918353695673
2021-12-28,22506.43493322472,22302.51720358928
2021-12-29,22499.54100701531,22295.685739239565
2021-12-30,22244.870390338954,22043.322545045336
2021-12-31,22101.754984336414,21901.503824579817
2022-01-03,22558.34541500957,22353.95735466111
2022-01-04,22358.79261624871,22156.212587860282
2022-01-05,21852.830376540333,21654.834578018108
2022-01-06,21638.259870163634,21442.208170324157
2022-01-07,21315.81306569843,21122.68286899749
2022-01-10,21466.71206155819,21272.21465673517
2022-01-11,21684.467311728946,21487.99695311014
2022-01-12,21744.059322345165,21547.04903514392
2022-01-13,21211.275476304734,21019.092433960053
2022-01-14,21227.52813545707,21035.197837211366
2022-01-17,21259.68317911046,21067.061542697807
2022-01-18,20583.23307948792,20396.740364378704
2022-01-19,20159.274355850728,19976.62288439648
2022-01-20,19611.097714973257,19433.412953545656
2022-01-21,19241.37351751743,19067.03861221587
2022-01-24,19379.407696990747,19203.822144193316
2022-01-25,19018.724720088412,18846.40710617097
2022-01-26,19209.451425974894,19035.405748196576
2022-01-27,18528.69535056591,18360.817608035653
2022-01-28,18916.98474135017,18745.588934264368
2022-01-31,19715.616274376567,19536.984531012404
2022-02-01,19865.022620179912,19685.03719272852
2022-02-02,20181.314556471494,19998.463391565812
2022-02-03,19930.596346466788,19750.016793582912
2022-02-04,19925.947626028323,19745.410192499217
2022-02-07,19906.847052893612,19726.482678559354
2022-02-08,20069.083808604195,19887.249501293605
2022-02-09,20422.2548492471,20237.22066434619
2022-02-10,20195.29763690238,20012.319779429734
2022-02-11,20111.231604409506,19929.015420410968
2022-02-14,20040.375749442377,19858.80154917512
2022-02-15,20417.13380013264,20232.14601408218
2022-02-16,20401.874437908544,20217.02490807279
2022-02-17,20191.84434053395,20008.89777137317
2022-02-18,19932.37191177132,19751.7762715219
2022-02-21,19612.790320363914,19435.090223222345
2022-02-22,19637.912605445592,19459.984889876127
2022-02-23,19543.814715344302,19366.739566081753
2022-02-24,19549.75487430387,19372.625904712502
2022-02-25,19794.205722403254,19614.861925714667
2022-02-28,19934.338171553536,19753.724716166722
2022-03-01,19832.618550647763,19652.41445846498
2022-03-02,20058.513157008874,19875.821533725753
2022-03-03,19993.515154287634,19812.096581789818
2022-03-04,19806.003317609113,19625.61979776607
2022-03-07,19417.232883931225,19240.646234320408
2022-03-08,19421.92268213998,19245.859596887327
2022-03-09,19564.080991061455,19387.14470780147
2022-03-10,19612.862080388437,19436.702777746268
2022-03-11,19733.85638727551,19556.66835681287
2022-03-14,19835.733952752133,19657.693391015644
2022-03-15,19603.839084573927,19427.216517539702
2022-03-16,19930.162031219686,19749.86041219948
2022-03-17,20122.218781114057,19938.71106590549
2022-03-18,20070.45217602754,19887.433844515344
2022-03-21,20125.096368026447,19942.0957922844
2022-03-22,20327.25776078052,20143.018625139157
2022-03-23,20303.677524479164,20120.10027011547
2022-03-24,20378.2877481318,20193.9068877052
2022-03-25,20368.531182930667,20184.599738533343
2022-03-28,20443.374964286228,20259.36475735408
2022-03-29,20589.722477549,20403.695673220853
2022-03-30,20600.17517383546,20412.76479061
2022-03-31,20395.77774463366,20209.94748576189
2022-04-01,20458.292090009214,20271.891285681995
2022-04-04,20488.480658901448,20301.807277917684
2022-04-05,20491.995244107675,20305.30105747682
2022-04-06,20529.36513691169,20342.33048847326
2022-04-07,20516.722303088456,20329.796041028807
2022-04-08,20600.832536610786,20413.145348671944
2022-04-11,20586.791904507732,20399.231614974728
2022-04-12,20652.993384279267,20464.84368664696
2022-04-13,20655.386454442654,20467.214955833642
2022-04-14,20640.849586380955,20452.810519293103
2022-04-18,20763.304187275287,20574.134920150926
2022-04-19,20888.828783814042,20698.48465954669
2022-04-20,20958.47864702551,20767.483356639623
2022-04-21,20863.175682466415,20673.07146820551
2022-04-22,20759.831496682134,20570.66120343368
2022-04-25,20477.18807163762,20290.60186905338
2022-04-26,20579.247303825025,20391.738782024295
2022-04-27,20669.85307920884,20481.518999759763
2022-04-28,20827.453737887892,20637.631231184383
2022-04-29,20688.574667690158,20500.001914278524
2022-05-02,20563.09195051238,20375.662950204278
2022-05-03,20630.251651897997,20442.21050261337
2022-05-04,20736.63196344999,20547.62117616079
2022-05-05,20687.946067334382,20499.37904350547
2022-05-06,20760.377625325407,20571.150400465558
2022-05-09,20514.463483320233,20327.477723017786
2022-05-10,20490.864350797692,20304.09369247638
2022-05-11,20455.483702000205,20269.03553212812
2022-05-12,20219.700595810256,20035.401547869296
2022-05-13,20367.903722486873,20182.2538288685
2022-05-16,20421.505599458655,20235.367134071035
2022-05-17,20576.223794445457,20388.675099667933
2022-05-18,20275.46480270226,20090.657473731582
2022-05-19,20171.34852164327,19987.490194433693
2022-05-20,20422.831040280096,20236.68049373033
2022-05-23,20607.42521594527,20419.592125647174
2022-05-24,20477.180154683276,20290.53422542527
2022-05-25,20431.552532943504,20245.3224915077
2022-05-26,20566.88742375988,20379.42382837443
2022-05-27,20735.866748952107,20546.862936459722
2022-05-30,20760.54025503046,20571.31154782918
2022-05-31,20913.106661273097,20722.4873378614
2022-06-01,20936.088234494604,20745.259438047196
2022-06-02,20867.17719149312,20676.976507195923
2022-06-03,20835.76192415415,20645.84758454509
2022-06-06,20922.035970782505,20731.335258270432
2022-06-07,20957.239501807097,20766.217915243436
2022-06-08,21035.085912621278,20843.35476958666
2022-06-09,20925.757919304076,20735.023281879723
2022-06-10,20645.883045670587,20457.699418955264
2022-06-13,20189.44972076984,20005.42640428409
2022-06-14,20193.01474655485,20008.958935480227
2022-06-15,20168.713676499956,19984.879365444773
2022-06-16,19677.920277916448,19498.559463175716
2022-06-17,19457.55066434291,19280.19848023369
2022-06-20,19565.34739537188,19387.012662841345
2022-06-21,20056.671978786228,19873.858908284063
2022-06-22,19806.362565851963,19625.831022035905
2022-06-23,19707.571708601165,19527.94062623607
2022-06-24,19926.242556066343,19744.618327026834
2022-06-27,20088.84872304382,19905.742367124076
2022-06-28,20245.79317115297,20061.256293934013
2022-06-29,20141.283544275495,19957.69925409623
2022-06-30,19890.805437396986,19709.50421151974
2022-07-01,19954.569335538294,19772.686912839425
2022-07-04,19939.027364826554,19757.28660448276
2022-07-05,19823.085213286275,19642.401245452533
2022-07-06,19865.610568662345,19684.538989623776
2022-07-07,20176.56443393135,19992.658564590063
2022-07-08,20232.33085734337,20047.916686769175
2022-07-11,20275.20111731167,20090.396191787386
2022-07-12,20135.17367786792,19951.645078056412
2022-07-13,20085.728659824817,19902.650742737693
2022-07-14,19899.048409897536,19717.672050762172
2022-07-15,20057.349209086613,19874.52996574827
2022-07-18,20234.49320582923,20050.05932582535
2022-07-19,20279.507164011608,20094.66298962193
2022-07-20,20252.886634749717,20068.28510184602
2022-07-21,20192.283432701737,20008.234287425483
2022-07-22,20345.85337667558,20160.40446811734
2022-07-25,20476.2169080523,20289.579758619522
2022-07-26,20417.141381576002,20231.042695273998
2022-07-27,20605.368017357898,20417.553678066506
2022-07-28,20645.82837041227,20457.645242052415
2022-07-29,20701.618309624784,20512.926665689596
2022-08-01,20714.310072056473,20492.944726191414
2022-08-02,20390.643567461044,20225.76767070933
2022-08-03,21007.01118159121,20808.515236579045
2022-08-04,20882.83990194351,20739.696042271702
2022-08-05,20527.62006229463,20381.03702129658
2022-08-08,20552.858745591362,20382.31637221034
2022-08-09,20379.757505644928,20176.503345962043
2022-08-10,20754.12612862607,20557.06183653675
2022-08-11,20747.311125975277,20547.96239095242
2022-08-12,20889.971842515806,20702.57492392599
2022-08-15,20979.102113426925,20789.973680341027
2022-08-16,21016.38408140187,20811.119580851795
2022-08-17,20745.1580909861,20550.68818808503
2022-08-18,20753.765302635686,20570.94967969992
2022-08-19,20504.999324407316,20315.00034679808
2022-08-22,20156.836573555243,19962.806089612037
2022-08-23,20483.29628182028,20276.868092903063
