,Stocks+Gold+BTC+BIL one-model capped Static Copula [mean_variance] PIT reselect,Stocks+Gold+BTC+BIL one-model capped Dynamic HMM Copula [mean_variance] PIT reselect
2024-12-20,28751.972049262902,28306.097885927258
2024-12-23,28916.719123145012,28468.29012761896
2024-12-24,29297.93902218044,28843.59821986638
2024-12-25,29264.33880585277,28810.519062348776
2024-12-26,29048.94881527577,28598.46925420082
2024-12-27,28633.654129602073,28189.61479357309
2024-12-30,28213.862789809722,27776.33341115288
2024-12-31,28131.26128471555,27695.012857393485
2025-01-02,27739.243770879664,27309.07459546751
2025-01-03,28370.837743849974,27930.874059950427
2025-01-06,28435.495539910517,27994.529168589324
2025-01-07,28130.48986958511,27694.253405062507
2025-01-08,28042.816800834436,27607.939935441573
2025-01-09,28054.562828213497,27619.503810093127
2025-01-10,27645.80932340869,27217.089092299273
2025-01-13,27583.14880830704,27155.400291579415
2025-01-14,27517.367490297478,27090.639084123675
2025-01-15,28079.21787196269,27643.77651321592
2025-01-16,27904.71254605648,27471.97734659689
2025-01-17,28514.07209948821,28071.887194088762
2025-01-20,28472.89873081574,28031.352325665146
2025-01-21,28593.874997148756,28150.452540107093
2025-01-22,29036.307785093344,28586.024256093948
2025-01-23,29236.375604467346,28782.989503184537
2025-01-24,29278.373858789833,28824.33646525912
2025-01-27,28239.96151936834,27802.02741197895
2025-01-28,28757.201867881995,28311.24660259632
2025-01-29,28544.759096521615,28102.098309359906
2025-01-30,28642.44426731635,28198.268617322843
2025-01-31,28589.393528297565,28146.040568095003
2025-02-03,28723.594191149714,28278.160100367106
2025-02-04,29642.512389721018,29182.828080474785
2025-02-05,29022.520273963317,28572.45055621065
2025-02-06,29304.524582869166,28850.081654295518
2025-02-07,28987.390098027194,28537.865165090563
2025-02-10,29386.26288272232,28930.552389057942
2025-02-11,29086.172585192464,28635.11577267758
2025-02-12,29394.333641835885,28938.497990044576
2025-02-13,29706.633202082303,29245.95453274436
2025-02-14,29437.30178945288,28980.799804693663
2025-02-17,29465.27769380208,29008.3418698292
2025-02-18,29325.95530624013,28871.180038519935
2025-02-19,29069.396756432307,28618.600096807102
2025-02-20,28641.12162092252,28196.966482003987
2025-02-21,27706.716942696912,27277.05218041783
2025-02-24,26956.816379984826,26538.780777799922
2025-02-25,26306.973053669968,25899.014963696176
2025-02-26,26549.681035820944,26137.959126854454
2025-02-27,25824.498022018102,25424.02196321419
2025-02-28,26455.857436762628,26045.590506907116
2025-03-03,26246.693647397587,25839.670346515544
2025-03-04,25743.76586287576,25344.541766332044
2025-03-05,26106.958158087942,25702.101819676423
2025-03-06,24988.690005614393,24601.175325577304
2025-03-07,25259.74216767061,24868.02411835609
2025-03-10,24383.478017583897,24005.34872468969
2025-03-11,24741.234006996536,24357.556776305773
2025-03-12,25028.414525124346,24640.283813015776
2025-03-13,24661.79028830926,24279.345039255833
2025-03-14,25145.175296897007,24755.233905112782
2025-03-17,25258.726458826626,24867.024160721463
2025-03-18,24933.469266202523,24546.81092746063
2025-03-19,25439.102648276606,25044.60314786411
2025-03-20,25378.624829287673,24985.063194872535
2025-03-21,25749.103515796025,25349.796645050745
2025-03-24,26286.31108524165,25878.67341286809
2025-03-25,26327.163885304366,25918.892683932634
2025-03-26,25816.68655717125,25416.331635461775
2025-03-27,25835.356753128053,25434.712301434778
2025-03-28,25183.9301697106,24793.387782750768
2025-03-31,25138.375942096925,24748.539992006507
2025-04-01,25127.457887094406,24737.791249864717
2025-04-02,25378.001974676863,24984.44999924366
2025-04-03,24759.445434047997,24375.485787779402
2025-04-04,23299.79734901605,22938.47334553268
2025-04-07,23525.1917478713,23160.372417568688
2025-04-08,23124.87002602647,22766.25872599345
2025-04-09,24906.501656837925,24520.261521071527
2025-04-10,24258.666987982033,23882.473214964615
2025-04-11,24294.760702609932,23918.007202601133
2025-04-14,24149.845778156247,23775.33956124111
2025-04-15,24206.08720398324,23830.70881737336
2025-04-16,24257.319026878136,23881.146157506148
2025-04-17,24054.865321256337,23681.83202354412
2025-04-18,23999.693440043953,23627.515725953377
2025-04-21,23796.54114654278,23427.513837535345
2025-04-22,24099.093806731245,23725.37463123217
2025-04-23,24475.694057229874,24096.134714617565
2025-04-24,25191.271644298722,24800.61540866672
2025-04-25,24767.512072429177,24383.42733193633
2025-04-28,25225.115400124338,24833.93432896847
2025-04-29,24953.244547277925,24566.279541331092
2025-04-30,24735.770529301306,24352.178024052726
2025-05-01,24384.918044265945,24006.76642000986
2025-05-02,24870.237420975565,24484.55965657611
2025-05-05,24712.212064984058,24328.98489504358
2025-05-06,24511.61568130333,24131.499280411615
2025-05-07,24309.173058796452,23932.196057691966
2025-05-08,24221.048087302905,23845.437693256412
2025-05-09,24457.517548558517,24078.240080023665
2025-05-12,24225.604700108837,23849.923643920676
2025-05-13,24916.978195802516,24530.575594030743
2025-05-14,24705.936497344217,24322.806646414294
2025-05-15,24849.896201823256,24464.533880971656
2025-05-16,24714.396788784637,24331.135739015157
2025-05-19,24699.706553566415,24316.673314130294
2025-05-20,24956.144958152694,24569.134973785956
2025-05-21,24596.629922450004,24215.19515447107
2025-05-22,24546.320126194692,24165.665542554918
2025-05-23,24833.37328488167,24448.267194863714
2025-05-26,24661.539371918152,24279.09801397645
2025-05-27,24555.449152775203,24174.652999816924
2025-05-28,24514.45199315549,24134.29160786606
2025-05-29,24446.410450566687,24067.305226496184
2025-05-30,24354.93169358535,23977.245085746174
2025-06-02,24515.31300895839,24135.139271377848
2025-06-03,24574.665705106734,24193.57154948699
2025-06-04,23843.293558616904,23473.54123177135
2025-06-05,23506.938173264578,23142.401912147325
2025-06-06,23503.932900083248,23139.443243548907
2025-06-09,23926.37675159313,23555.336003588425
2025-06-10,24168.521013177902,23793.72518813515
2025-06-11,24385.896373639705,24007.72957784026
2025-06-12,24219.30997075073,23843.726530725417
2025-06-13,24098.908185462686,23725.191888504552
2025-06-16,24171.92634880758,23797.07771517237
2025-06-17,23897.36461944366,23526.773780061805
2025-06-18,23885.901530645955,23515.488456292464
2025-06-19,23510.520250872305,23145.92844031819
2025-06-20,23476.477004206896,23112.41312280136
2025-06-23,23353.08465657834,22990.93429469302
2025-06-24,24280.444987585714,23903.913489999853
2025-06-25,24326.21231356607,23948.97107446597
2025-06-26,24271.47945516317,23895.086991493346
2025-06-27,23900.325679516405,23529.688921190962
2025-06-30,24038.322825624735,23665.546062364727
2025-07-01,23389.70277364566,23026.98455254421
2025-07-02,23802.233134644248,23433.117556546
2025-07-03,24016.481592064927,23644.043533980446
2025-07-04,24079.801321693096,23706.38132638976
2025-07-07,23947.21001792416,23575.846195899387
2025-07-08,24279.223816695343,23902.71125654264
2025-07-09,24575.535451015454,24194.427807721568
2025-07-10,24721.652486562536,24338.278918313594
2025-07-11,24754.211719029543,24370.333235134818
2025-07-14,24784.410961290745,24400.064159541045
2025-07-15,25376.17387677363,24982.650250756637
2025-07-16,25545.510545476838,25149.36091365576
2025-07-17,26076.76994830494,25672.381756661092
2025-07-18,25968.01839537319,25565.316679620173
2025-07-21,25905.39547435516,25503.664889989814
2025-07-22,25165.666780453892,24775.407614881104
2025-07-23,25546.210843715216,25150.05035194719
2025-07-24,25749.36126044957,25350.05039270254
2025-07-25,26090.458752139126,25685.85827996209
2025-07-28,26499.817183600593,26088.86854345026
2025-07-29,26514.765383032693,26103.584932142425
2025-07-30,26896.836177188816,26479.730724166955
2025-07-31,26853.682832338804,26437.246584249988
2025-08-01,25844.065466142063,25443.285963186092
2025-08-04,26142.026439366622,25736.626275976807
2025-08-05,25860.496835362897,25459.46252125898
2025-08-06,25506.643184950713,25111.096292719998
2025-08-07,25706.948978207878,25308.295823289278
2025-08-08,25756.67717571273,25357.252855657403
2025-08-11,25982.88742601185,25579.955127237103
2025-08-12,26329.331637623432,25921.026819609648
2025-08-13,26511.121331616443,26099.997391228262
2025-08-14,26016.44246141049,25612.989804473582
2025-08-15,25836.992975735997,25436.323150152326
2025-08-18,25747.81791131591,25348.53097721428
2025-08-19,24873.49280183289,24487.76455428
2025-08-20,25155.068605486376,24764.973792201763
2025-08-21,25418.615502452856,25024.433708561028
2025-08-22,25900.821635420507,25499.161980332796
2025-08-25,25733.54058025049,25334.475053328595
2025-08-26,25830.027494783255,25429.465687111773
2025-08-27,25821.54647078553,25421.116183465856
2025-08-28,25940.744954216047,25538.466184156507
2025-08-29,25289.089071820887,24896.915922372264
2025-09-01,25315.346064595946,24922.76573213166
2025-09-02,25437.120742258634,25042.651976457488
2025-09-03,26158.196431831046,25752.545510620228
2025-09-04,25877.666451496534,25476.36587780476
2025-09-05,26187.532730593666,25781.426873712906
2025-09-08,26067.202383078817,25662.962561436623
2025-09-09,26498.115313834453,26087.19306560456
2025-09-10,26818.23490532221,26402.348369607014
2025-09-11,27007.956889610134,26589.128220713057
2025-09-12,27042.138704489727,26622.77995758323
2025-09-15,27358.28803322041,26934.026568086607
2025-09-16,27453.72066326875,27027.979266810406
2025-09-17,27080.91844853379,26660.95832075849
2025-09-18,27054.149543623498,26634.604537393945
2025-09-19,27160.30588959938,26739.114652917753
2025-09-22,27007.338819201163,26588.519735094484
2025-09-23,26991.810069441824,26573.23179901898
2025-09-24,26851.67724474975,26435.272098516733
2025-09-25,27256.935372055825,26834.245643737868
2025-09-26,26979.759198876593,26561.36780856832
2025-09-29,26903.50283347216,26486.293996592412
2025-09-30,26669.30686361832,26255.729844825222
2025-10-01,27516.450371541574,27089.73618768121
2025-10-02,27716.250382600512,27286.437779521715
2025-10-03,27364.370356329673,26940.01456894474
2025-10-06,27765.267636356082,27334.694893173866
2025-10-07,27585.395093795552,27157.61174256474
2025-10-08,27892.138414345885,27459.598209526914
2025-10-09,27908.70108155014,27475.904029466237
2025-10-10,27033.0401361566,26613.82248623419
2025-10-13,27527.425842227738,27100.541455127026
2025-10-14,27297.773591427715,26874.450560223155
2025-10-15,27943.19195150051,27509.860028703893
2025-10-16,28011.05518030476,27576.670861508566
2025-10-17,27777.954508180756,27347.18502202903
2025-10-20,28358.801452312695,27919.02442244198
2025-10-21,28054.5626135926,27619.503598800504
2025-10-22,28042.797235545473,27607.920673563356
2025-10-23,28384.010650971548,27943.84268686017
2025-10-24,28862.4229874451,28414.835994827117
2025-10-27,29488.7330749906,29031.43351428182
2025-10-28,29424.674233419995,28968.36807178453
2025-10-29,29573.558550941023,29114.943550440705
2025-10-30,29573.13004438826,29114.521688997374
2025-10-31,29514.92705324505,29057.221286724765
2025-11-03,29837.47878202629,29374.771011401503
2025-11-04,29159.700883739726,28707.50382357363
2025-11-05,29717.187782242563,29256.345436667336
2025-11-06,29463.64897039436,29006.738404017182
2025-11-07,29134.93069086746,28683.11775701463
2025-11-10,29868.33782454833,29405.151504148154
2025-11-11,29524.035794883297,29066.188773615337
2025-11-12,29608.887192519145,29149.724329476427
2025-11-13,28702.3256725543,28257.221405510998
2025-11-14,28587.851471433783,28144.522424836614
2025-11-17,28615.252430917473,28171.498461123258
2025-11-18,28182.120218617427,27745.0830911477
2025-11-19,28284.18402939402,27845.56413688267
2025-11-20,27690.67335611334,27261.257391403073
2025-11-21,27762.651815911435,27332.119637833755
2025-11-24,28854.006183366993,28406.549715203782
2025-11-25,28925.457475846673,28476.892969417466
2025-11-26,29041.07729859609,28590.71980587554
2025-11-27,28869.748380600347,28422.047788694665
2025-11-28,29390.351562669242,28934.577663380074
2025-12-01,29194.84266698856,28742.100642004803
2025-12-02,29275.639591187977,28821.64459959324
2025-12-03,29353.47913987185,28898.277043471073
2025-12-04,28789.214925391527,28342.76321432432
2025-12-05,29229.219906140814,28775.94477258562
2025-12-08,28872.48452665811,28424.741503686022
2025-12-09,29164.98719998197,28712.708161723058
2025-12-10,29428.054051264648,28971.695476756326
2025-12-11,28865.864418571142,28418.224057606003
2025-12-12,28019.27001731465,27584.758306088668
2025-12-15,27901.450075955087,27468.765469586036
2025-12-16,27672.592715760227,27243.457138439524
2025-12-17,26791.230338203368,26375.76257858975
2025-12-18,27352.994098096635,26928.81472920608
2025-12-19,27910.76287298365,27477.933847456978
2025-12-22,28315.189463496674,27876.08875102739
2025-12-23,28102.466893199515,27666.664997864973
2025-12-24,28252.314589323352,27814.188915431212
2025-12-25,28172.50576070735,27735.617730432317
2025-12-26,28009.113208657247,27574.759005186013
2025-12-29,28058.42158784479,27623.30272961256
2025-12-30,28574.12548369923,28131.00929426832
2025-12-31,28203.224910530727,27765.860499880724
2026-01-02,28693.48045702103,28248.51335806716
2026-01-05,28773.91473571937,28327.712358411256
2026-01-06,28766.963637352907,28320.731324185283
2026-01-07,28690.48403851215,28245.585661499717
2026-01-08,28767.65696233905,28321.54336758852
2026-01-09,28855.2653448642,28407.744820562093
2026-01-12,28973.397214727924,28524.04456600393
2026-01-13,29092.742532373173,28641.563459611407
2026-01-14,29212.69493047968,28759.747477723213
2026-01-15,29098.761386347345,28647.5068522735
2026-01-16,29416.72732467764,28960.43053553062
2026-01-19,29345.048470942103,28889.906065997904
2026-01-20,29262.251812065628,28808.418508227835
2026-01-21,29409.507448494267,28953.359012406716
2026-01-22,29765.97967848482,29304.327524551187
2026-01-23,29564.625192210355,29106.17483720477
2026-01-26,29470.762440783412,29013.64066864683
2026-01-27,29778.193618550253,29316.42293854302
2026-01-28,29781.10463017738,29319.247539609612
2026-01-29,29707.815500203866,29247.043491467837
2026-01-30,29449.341907818573,28992.473112671676
2026-02-02,29745.938929407366,29284.46881161218
2026-02-03,30141.285591158692,29673.682176613267
2026-02-04,30332.39653509813,29861.82827920004
2026-02-05,30176.13917008054,29707.99504692918
2026-02-06,30607.71976857596,30132.880225586006
2026-02-09,30975.879962582643,30495.328886045234
2026-02-10,30788.68018376699,30311.0332718682
2026-02-11,31034.593173922498,30553.131237162535
2026-02-12,31024.549799403972,30543.2436727273
2026-02-13,30997.318884747066,30516.435210810054
2026-02-16,30865.75143065139,30386.908857137663
2026-02-17,30575.5311566053,30101.190978674662
2026-02-18,31073.249017075726,30591.18738445357
2026-02-19,31228.456599543664,30743.987120205555
2026-02-20,31439.46821978665,30951.725165609267
2026-02-23,31466.90149381489,30978.732847551557
2026-02-24,31388.07748795921,30901.131695119795
2026-02-25,31765.273103302563,31272.47560393416
2026-02-26,31424.362648995753,30936.853938388733
2026-02-27,31874.520837311895,31380.02849937068
2026-03-02,30924.213190316626,30444.46365753083
2026-03-03,30665.959335662013,30190.216280433084
2026-03-04,29366.23540592207,28910.655901636463
2026-03-05,29871.206583243053,29407.793098351394
2026-03-06,29797.17745822176,29334.912440323355
2026-03-09,29566.107163694553,29107.42690525819
2026-03-10,30034.238910792457,29568.29618829369
2026-03-11,30147.762287131864,29680.058394949523
2026-03-12,31040.9800572143,30559.419036146035
2026-03-13,30891.392064637446,30412.151709550482
2026-03-16,31168.443504263585,30684.90505118136
2026-03-17,32427.470192499906,31924.399554015585
2026-03-18,32501.913103194947,31997.68757836296
2026-03-19,32574.873016891295,32069.515612509364
2026-03-20,32429.816994232144,31926.709948126747
2026-03-23,32169.860878648768,31670.786718496816
2026-03-24,32003.584804773007,31507.09020479496
2026-03-25,32336.246752324634,31834.591328595598
2026-03-26,32282.507342630823,31781.685616966584
2026-03-27,32394.003993004888,31891.452539712813
2026-03-30,32769.61556367409,32261.23697827589
2026-03-31,32966.84237663484,32455.404070014716
2026-04-01,32746.21209309091,32238.196582543136
2026-04-02,32653.390590228322,32146.815086330244
2026-04-03,32381.951546492553,31879.587071460777
2026-04-06,32479.767992195135,31975.886020377402
2026-04-07,33218.57484681257,32703.23123355741
2026-04-08,33015.14475216281,32502.957096094393
2026-04-09,33412.305890555515,32893.956788457355
2026-04-10,33677.17649214173,33154.718262138595
2026-04-13,33889.25051150297,33363.5022248999
2026-04-14,33678.92943586524,33156.44401118695
2026-04-15,33727.01666332698,33203.78522694692
2026-04-16,33814.0080926445,33289.42709573353
2026-04-17,33659.287477842496,33137.10677296828
2026-04-20,33225.84634658943,32710.389925334952
2026-04-21,33118.774440451976,32604.979102589597
2026-04-22,33219.28681235606,32703.932153868016
2026-04-23,33402.525198463365,32884.32783126735
2026-04-24,34377.87048945766,33844.541890149776
2026-04-27,35112.777093474135,34568.04736011804
2026-04-28,35413.66461432434,34864.266996722974
2026-04-29,36144.27338321763,35583.54130697154
