Date,Strategy,Variant,Segment,Raw Segment Weight
2017-10-31,US/TH one-model stockcap5 penalty0.02 assets50 IT and TH segments cap 25% each + daily exposure,it_plus_th_segments,Industrials,1.8777853085967746e-17
2017-10-31,US/TH one-model stockcap5 penalty0.02 assets50 IT and TH segments cap 25% each + daily exposure,it_plus_th_segments,Health Care,0.0
2017-10-31,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure,all_us_plus_th_segments,Information Technology,0.19999999999999854
2017-10-31,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure,all_us_plus_th_segments,Consumer Discretionary,0.2361569632216241
2017-10-31,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure,all_us_plus_th_segments,Financials,0.1927063874106014
2017-10-31,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure,all_us_plus_th_segments,Consumer Staples,0.13319908229380412
2017-10-31,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure,all_us_plus_th_segments,Communication Services,0.050000000000000586
2017-10-31,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure,all_us_plus_th_segments,Real Estate,0.04413974079720335
2017-10-31,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure,all_us_plus_th_segments,Energy,0.043797826276767426
2017-10-31,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure,all_us_plus_th_segments,Health Care,1.7489700410700398e-15
2017-10-31,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure,all_us_plus_th_segments,Industrials,2.799458719293168e-16
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,it_only,Financials,0.19999999999999826
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,it_only,Consumer Discretionary,0.1999999999999996
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,it_only,Information Technology,0.24999999999999714
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,it_only,Energy,0.10000000000000134
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,it_only,Health Care,0.05000000000000182
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,it_only,Industrials,0.04999999999999955
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,it_only,Consumer Staples,0.0500000000000004
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,it_only,Communication Services,1.4708569283404068e-15
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,it_only,Real Estate,1.2802839875911707e-15
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 25% each + daily exposure,all_segments,Energy,0.09999999999999984
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 25% each + daily exposure,all_segments,Consumer Discretionary,0.2000000000000005
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 25% each + daily exposure,all_segments,Information Technology,0.25000000000000017
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 25% each + daily exposure,all_segments,Industrials,0.04999999999999976
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 25% each + daily exposure,all_segments,Health Care,0.04999999999999976
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 25% each + daily exposure,all_segments,Financials,0.2
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 25% each + daily exposure,all_segments,Consumer Staples,0.049999999999999704
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 25% each + daily exposure,all_segments,Real Estate,3.98662205668394e-16
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 25% each + daily exposure,all_segments,Communication Services,1.0659009269858822e-16
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 IT and TH segments cap 25% each + daily exposure,it_plus_th_segments,Consumer Discretionary,0.20000000000000115
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 IT and TH segments cap 25% each + daily exposure,it_plus_th_segments,Consumer Staples,0.04999999999999994
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 IT and TH segments cap 25% each + daily exposure,it_plus_th_segments,Information Technology,0.24999999999999925
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 IT and TH segments cap 25% each + daily exposure,it_plus_th_segments,Industrials,0.04999999999999993
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 IT and TH segments cap 25% each + daily exposure,it_plus_th_segments,Financials,0.19999999999999923
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 IT and TH segments cap 25% each + daily exposure,it_plus_th_segments,Health Care,0.05
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 IT and TH segments cap 25% each + daily exposure,it_plus_th_segments,Energy,0.10000000000000035
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 IT and TH segments cap 25% each + daily exposure,it_plus_th_segments,Communication Services,8.55775293651587e-17
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 IT and TH segments cap 25% each + daily exposure,it_plus_th_segments,Real Estate,8.385476835009761e-17
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure,all_us_plus_th_segments,Financials,0.1999999999999986
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure,all_us_plus_th_segments,Information Technology,0.24999999999999822
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure,all_us_plus_th_segments,Energy,0.100000000000001
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure,all_us_plus_th_segments,Consumer Discretionary,0.19999999999999943
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure,all_us_plus_th_segments,Industrials,0.05000000000000087
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure,all_us_plus_th_segments,Health Care,0.0500000000000003
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure,all_us_plus_th_segments,Consumer Staples,0.05000000000000036
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure,all_us_plus_th_segments,Communication Services,9.29390807655962e-16
2017-11-30,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure,all_us_plus_th_segments,Real Estate,8.227858852154174e-16
2017-12-31,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,it_only,Financials,0.09999999999999999
2017-12-31,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,it_only,Information Technology,0.1
2017-12-31,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,it_only,Communication Services,0.19999999999999996
2017-12-31,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,it_only,Consumer Discretionary,0.1000000000000003
2017-12-31,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,it_only,Energy,0.09999999999999978
2017-12-31,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,it_only,Industrials,0.04999999999999996
2017-12-31,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,it_only,Consumer Staples,0.04999999999999991
2017-12-31,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,it_only,Health Care,0.0
