Date,Strategy,Train Start,Train End,Lookback Days,Selected US Assets,US Stock Cap,Signal Mode,Stock Exposure,Gold Exposure,BTC Exposure,Weight Timing Note
2026-05-29,Mean Covariance Gold30 stock cap 8 mom_63 + asset-level daily exposure,2024-07-03,2026-05-29,504,30,0.08,mom_63,1.0,1.0,0.0,Fresh recheck from latest common close in cache; signals are lagged by one session.
