Date,S&P 500 Buy Hold
2016-08-18,11000.54153083493
2016-08-19,10984.455460660436
2016-08-22,10983.9534445133
2016-08-23,11006.067300697798
2016-08-24,10949.77503569793
2016-08-25,10942.235812879995
2016-08-26,10921.62620901474
2016-08-29,10975.40929134
2016-08-30,10957.314258515868
2016-08-31,10926.148844644415
2016-09-01,10926.654453035897
2016-09-02,10975.909511364966
2016-09-06,11009.0811937028
2016-09-07,11008.078957530694
2016-09-08,10982.94941221902
2016-09-09,10720.071665274672
2016-09-12,10873.878995249257
2016-09-13,10717.55978841681
2016-09-14,10713.5373728121
