Asset,Sleeve,Effective Weight,Raw Optimizer Weight,Daily Exposure,Effective Weight %,Date,Strategy,Case,Last Exposure Date,Signal Source Close Date
KKP.BK,TH Equity,0.049999999999998566,0.049999999999998566,1.0,4.999999999999857,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
V,US Equity,0.049999999999998414,0.049999999999998414,1.0,4.999999999999841,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
C,US Equity,0.04999999999999763,0.04999999999999763,1.0,4.999999999999763,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
CRC.BK,TH Equity,0.04999999999999745,0.04999999999999745,1.0,4.999999999999745,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
CBG.BK,TH Equity,0.049999999999997276,0.049999999999997276,1.0,4.999999999999727,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
JNJ,US Equity,0.049999999999997234,0.049999999999997234,1.0,4.999999999999724,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
HOOD,US Equity,0.04999999999999705,0.04999999999999705,1.0,4.999999999999705,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
CAT,US Equity,0.04999999999999692,0.04999999999999692,1.0,4.999999999999692,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
GE,US Equity,0.049999999999996686,0.049999999999996686,1.0,4.999999999999669,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
AMATA.BK,TH Equity,0.04999999999999641,0.04999999999999641,1.0,4.999999999999641,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
AWC.BK,TH Equity,0.04999999999999632,0.04999999999999632,1.0,4.999999999999631,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
UNH,US Equity,0.04999999999999626,0.04999999999999626,1.0,4.999999999999626,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
LLY,US Equity,0.049999999999996235,0.049999999999996235,1.0,4.999999999999623,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
BGRIM.BK,TH Equity,0.04999999999999567,0.04999999999999567,1.0,4.9999999999995675,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
CSCO,US Equity,0.04801108013328014,0.04801108013328014,1.0,4.801108013328014,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
CRWD,US Equity,0.04202169531597725,0.04202169531597725,1.0,4.2021695315977245,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
AMAT,US Equity,0.03508914656189717,0.03508914656189717,1.0,3.508914656189717,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
INTC,US Equity,0.03241376414672031,0.03241376414672031,1.0,3.2413764146720307,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
LRCX,US Equity,0.032146116236176525,0.032146116236176525,1.0,3.2146116236176523,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
AMD,US Equity,0.03210831686416491,0.03210831686416491,1.0,3.210831686416491,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
GS,US Equity,0.029886382194313634,0.029886382194313634,1.0,2.988638219431363,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
MU,US Equity,0.028209880741766172,0.028209880741766172,1.0,2.820988074176617,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
BAC,US Equity,0.020113617805681425,0.020113617805681425,1.0,2.0113617805681425,2026-06-30,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25% + daily exposure,US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 combined segment cap 25%,2026-06-30,2026-06-29
