Total Return,CAGR,Annual Vol,Sharpe,Sortino,Max Drawdown,Hit Rate,Period,Strategy,Start,End,Observations
32.63583674454108,0.2018245736814801,0.16283153367218997,1.0268645327837158,1.476625965655301,-0.1785257109189443,0.5421336654213367,Full period,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2007-12-31,2026-06-30,4819
11.068511575646388,0.27196616706537213,0.16061581091547686,1.3926717651238796,1.947597442594638,-0.1785257109189443,0.5509969325153374,10Y,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2016-06-30,2026-06-30,2609
2.1659096676682803,0.2492460642928349,0.16758469800772635,1.2343667105013794,1.7854887109262338,-0.15025447526218183,0.5352760736196319,5Y,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2021-06-30,2026-06-30,1305
1.6135502109394482,0.3623264619783946,0.18669982177835756,1.5920099172366469,2.2731772859588757,-0.12375992167209948,0.5537084398976982,3Y,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2023-06-30,2026-06-30,783
0.6896775789726008,0.6561857293038937,0.21323313201666563,2.3437556810537155,3.083025534955746,-0.09364775844449214,0.5823754789272031,1Y,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2025-06-30,2026-06-30,262
0.4119420630205999,0.9618487678544467,0.23249622059861358,2.912938555699571,3.625604030865975,-0.09364775844449214,0.5859375,2026 YTD,One-model US cap 70% / TH cap 30% stockcap5 penalty0.02 assets50 + daily exposure,2026-01-01,2026-06-30,129
