Total Return,CAGR,Annual Vol,Sharpe,Sortino,Max Drawdown,Benchmark Relative Return,Turnover,Average Exposure,Minimum Exposure,Strategy,Base Strategy,Stock Cap,Signal Mode,Risk Aversion,Gold Cap,BTC Cap,BIL Cap,Latest Effective N,Latest Active Assets,Latest Top 5 Weight,Latest Top 10 Weight,Latest Largest Weight,Latest Gold Weight,Latest BTC Weight,Latest BIL Weight,Latest US Equity Weight
7.575909039936592,0.294698567663074,0.19221513043306704,1.4007175507836285,2.2607165563145792,-0.23277690302513732,5.567440349220185,,0.9271623496764521,0.4799999999999989,Mean Covariance Gold30 stock-cap sweep stockcap8 zscore_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap8 zscore_63,0.08,zscore_63,8.0,0.3,0.05,0.0,6.90607734806644,10,0.6199999999999892,1.0,0.2999999999999947,0.2999999999999947,0.0,0.0,0.7000000000000054
7.550676799563082,0.2942401444282481,0.19200066658283,1.4002766134114526,2.2591678848156698,-0.2327685631335633,5.542208108846674,,0.9271676050442327,0.48000000000000054,Mean Covariance Gold30 stock-cap sweep stockcap8 mom_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap8 mom_63,0.08,mom_63,8.0,0.3,0.05,0.0,6.992991897498225,11,0.6199999999999996,0.9703928668511163,0.29999999999999977,0.29999999999999977,0.0,0.0,0.6999999999999991
9.093111348705163,0.3202960512189219,0.20903326251772755,1.3951530396001757,2.2606837540697056,-0.23237037458645227,7.084642657988756,,0.9264916743755769,0.49999999999999983,Mean Covariance Gold30 stock-cap sweep stockcap10 zscore_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap10 zscore_63,0.1,zscore_63,8.0,0.3,0.05,0.0,6.250000000001595,8,0.6999999999999156,0.9999999999998685,0.2999999999999637,0.2999999999999637,0.0,0.0,0.6999999999999047
8.874261753918013,0.31682204127832625,0.20875940510544333,1.3844504241600422,2.243282502951749,-0.23070953969114383,6.865793063201606,,0.9264916743755781,0.49999999999999967,Mean Covariance Gold30 stock-cap sweep stockcap10 mom_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap10 mom_63,0.1,mom_63,8.0,0.3,0.05,0.0,6.250000000000004,8,0.6999999999999997,0.9999999999999996,0.2999999999999999,0.2999999999999999,0.0,0.0,0.6999999999999997
5.998132927148878,0.26344502250248514,0.17589719874147922,1.3786281831604001,2.2160090392487497,-0.228369766712468,3.9896642364324704,,0.9308768399259485,0.5,Mean Covariance Gold30 stock-cap sweep stockcap6 mom_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap6 mom_63,0.06,mom_63,8.0,0.3,0.05,0.0,7.664510829658623,14,0.5399999999999995,0.8399999999999992,0.2999999999999997,0.2999999999999997,0.0,0.0,0.7000000000000003
5.934606084335964,0.26206103657061,0.17597787845776885,1.3720304450610892,2.2039440005079776,-0.2282956308385915,3.9261373936195563,,0.9309042553191436,0.5,Mean Covariance Gold30 stock-cap sweep stockcap6 zscore_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap6 zscore_63,0.06,zscore_63,8.0,0.3,0.05,0.0,7.621951219512249,13,0.5399999999999973,0.8399999999999956,0.29999999999999843,0.29999999999999843,0.0,0.0,0.7000000000000016
