,Raw,S&P trend MA300 below0.50,S&P trend + VIX 28/35 cap 50/25,S&P trend + VIX 25/35 cap 65/35,S&P trend + VIX 20/30 cap 80/50
2020-02-28,13297.445006821172,13664.466774939474,12879.789459264708,13519.145319384526,13087.836685406899
2020-03-02,13654.457311844775,13847.899862188082,12966.239211843345,13646.182914236872,13263.529036096554
2020-03-03,13454.597078563878,13645.208211125057,12871.345817896192,13516.35248561385,13166.459927206275
2020-03-04,13883.111074223636,13862.500585546077,12973.83034035604,13667.020778524262,13376.12850067438
2020-03-05,13690.49585980868,13670.171322433722,12883.830444099693,13543.769622473088,13283.33784858549
2020-03-06,13624.063380891346,13637.00439489971,12868.200900745005,13520.767448578741,13251.109466552647
2020-03-09,12671.95837009466,13160.499704131347,12643.380334827758,13190.057253888779,12788.088730044054
2020-03-10,13119.979382527044,13393.146475425823,12755.132991614126,13353.275749508684,13014.152148679903
2020-03-11,12721.87651989928,13189.950654914062,12658.374932605246,13211.462107793213,12816.706288667248
2020-03-12,11295.899448783766,12450.729236846037,12303.660115509587,12693.163199274895,12098.403086058966
2020-03-13,12185.750347343752,12941.141383721488,12545.969792994845,13043.136032813247,12574.937730603348
2020-03-16,10849.352561945172,12231.521040584179,12201.994129430343,12542.486818426029,11885.397962608407
2020-03-17,11741.111495040292,12734.203946822332,12452.72884388373,12903.310757909461,12373.856133085925
2020-03-18,11274.681228056525,12481.262896511587,12329.05380592453,12723.900730203395,12128.072715467753
2020-03-19,11846.726544277362,12797.894818782843,12485.439102778051,12949.851839981176,12435.744704206762
2020-03-20,11748.848861548671,12745.026700151664,12459.650420928625,12912.404742695358,12384.372628127176
2020-03-23,12377.210136009307,13085.846524915605,12626.244653054884,13154.111765964593,12715.548059001669
2020-03-24,13276.09064891128,13561.018728781297,12855.486241931696,13488.46749802057,13177.274014831257
2020-03-25,13011.89155714444,13426.084096052235,12791.529014628151,13394.51858378138,13046.157712647575
2020-03-26,13513.022015473904,13684.62527921059,12914.6899088318,13575.071920137583,13297.382792616361
2020-03-27,13097.10057861678,13474.023646116864,12815.313611337158,13428.830968690976,13092.74068697889
2020-03-30,13376.777320186246,13617.886442563904,12883.728470249927,13529.19715913544,13232.532506991583
2020-03-31,13181.061506686952,13518.264700366499,12836.602968006315,13459.916104542504,13135.729824167764
2020-04-01,13018.88816287794,13435.103636751039,12797.119144464974,13401.954622431653,13054.922021705255
2020-04-02,13404.908789752028,13634.284513915532,12891.980393223805,13541.037223110583,13248.466551758926
2020-04-03,13263.420123372682,13562.32965158983,12857.961715039652,13491.013297931435,13178.547841628919
2020-04-06,13634.965983080388,13752.289231515957,12948.008671161562,13623.285783505971,13363.1320153176
2020-04-07,13447.295899893425,13657.646778161383,12903.454950465855,13557.657522107664,13271.16771925463
2020-04-08,13483.68591887245,13676.126405186993,12912.18453026461,13570.498556942823,13289.124416600056
2020-04-09,13638.50715667162,13754.641836022764,12949.249328489937,13625.034867627646,13365.418046688454
2020-04-10,13614.760811619972,13742.667561003216,12943.612763226933,13616.731856788063,13353.782615293714
2020-04-13,13841.77288582652,13857.23995457372,12997.56810665461,13696.197585560172,13465.112881463865
2020-04-14,14092.763896242785,13982.875690922947,13056.488896262852,13783.120545120735,13587.193424013018
2020-04-15,14073.791556203503,13973.463489232478,13052.094581760693,13776.62612585008,13578.047565339808
2020-04-16,14258.960872364643,14065.388137553822,13095.026286030356,13840.066951301442,13667.370963815509
2020-04-17,14044.032757631036,13959.382960091702,13045.680310940783,13767.052035734325,13564.365481827303
2020-04-20,14052.679188521952,13963.680117543812,13047.688255795018,13770.018601899363,13568.541039900323
2020-04-21,13885.336033074078,13880.538452485269,13008.844393803769,13712.626597401391,13487.752087061512
2020-04-22,14075.253816284452,13975.464534446239,13053.326768654386,13778.271035080708,13579.99198571302
2020-04-23,14056.258166236195,13966.03404612172,13048.922648655924,13771.762838042561,13570.828357874198
2020-04-24,14057.247607744055,13966.525591368754,13049.152282061,13772.102133448887,13571.305993554852
2020-04-27,14044.659816380605,13960.272314940743,13046.23101306546,13767.785774827675,13565.229670040342
2020-04-28,13963.243851266989,13919.808926769383,13008.416943415123,13727.88030253465,13525.911299926242
2020-04-29,14007.63863718622,13941.937271154216,13029.09644638386,13749.703537652775,13547.413464570747
2020-04-30,14004.129007158932,13940.190686917116,13027.464218807856,13747.981035607572,13545.716304531186
2020-05-01,13763.15732385713,13820.25494462078,12915.381204564152,13629.69898713251,13429.174459702317
2020-05-04,13999.29073081982,13938.811457794884,12970.778249266408,13711.544272606727,13544.376104326735
2020-05-05,13969.982918362062,13924.220858887264,12963.989599332812,13701.497379408982,13530.198384813808
2020-05-06,13959.067963106094,13918.781258547839,12958.925120469721,13696.144787651714,13524.912712281575
2020-05-07,14105.933508610831,13992.002099928526,13027.096563291083,13768.194432401157,13596.061577257484
2020-05-08,14125.290809900262,14001.602577632655,13036.034980339064,13777.641346626182,13605.390384179052
2020-05-11,14172.475063485468,14024.988119761078,13057.807826949303,13800.652827658825,13628.114170848383
2020-05-12,14028.610987475558,13953.804648001165,12991.533254253847,13730.607963988541,13558.945022758011
2020-05-13,13972.159833716749,13925.729581538493,12965.3942786292,13702.981969438224,13531.664414187058
2020-05-14,14180.260993589876,14029.4343957006,13013.670880452137,13774.41417937743,13632.434627708772
2020-05-15,14335.306040488396,14106.132360386311,13084.815735010658,13849.7179658665,13706.96222163492
2020-05-18,14333.47774182935,14105.232825252358,13083.981328301983,13848.83478204351,13706.088141214921
2020-05-19,14374.245857050892,14125.292289096516,13102.588440544956,13868.529614736864,13725.579969738397
2020-05-20,14402.144918922568,14139.000222279516,13115.30388764448,13881.988371795791,13738.900000876327
2020-05-21,14163.580481955809,14021.897434941597,13006.679613093092,13767.014221815349,13625.110945089738
2020-05-22,14240.042752819962,14059.746131500557,13041.787976436903,13804.17492322698,13661.888613171792
2020-05-25,14257.938283722468,14068.580607131882,13049.982815588985,13812.848810068832,13670.473094065122
2020-05-26,14095.942213488106,13988.658295547304,12975.847064308422,13734.379287286316,13592.812394621244
2020-05-27,14083.274941560168,13976.087433957993,12970.016713248182,13726.356756797537,13583.040285839279
2020-05-28,14044.607706499444,13937.714494405182,12934.406055423651,13701.860027695879,13553.205258759212
2020-05-29,14244.686594449247,14136.270586172126,13026.537556493015,13828.737505045836,13707.667970313516
2020-06-01,14043.245739899035,13936.36289370375,12842.323123987851,13701.624335989232,13552.590674283345
2020-06-02,14196.668256558083,14088.617714834663,12912.474340092864,13798.923031922588,13671.040360745268
2020-06-03,14090.678833807273,13983.434975337854,12816.072446574017,13731.960072078859,13589.388206870695
2020-06-04,13991.651975957466,13885.161808807901,12726.003302331319,13669.23127326355,13512.98510776669
2020-06-05,14228.63211865265,14120.338300651127,12941.546833839111,13819.71876745684,13696.083380627055
2020-06-08,14212.08667364424,14103.918782674606,12926.498047021274,13803.648818146752,13683.342434483247
2020-06-09,14414.491802212042,14304.783410091424,13110.594130813864,13931.431183652581,13839.242338461452
2020-06-10,14588.531703890016,14477.498697760117,13268.890832825691,14040.766026348303,13972.91783164888
2020-06-11,13679.900150232152,13575.782719632052,12442.45174097849,13472.33157727468,13276.686885521827
2020-06-12,13818.892876132868,13713.717574836786,12474.05669177079,13520.24089125795,13344.134852279014
2020-06-15,13933.859979352665,13827.809665866484,12500.00135637068,13559.609748836641,13399.643515045715
2020-06-16,14126.920798918254,14019.401103619199,12586.598340623712,13681.728752022866,13492.47300245031
2020-06-17,14290.988060901294,14182.219653142669,12659.687471539788,13785.011730307284,13570.822457876635
2020-06-18,14346.019731430564,14236.83247879192,12684.062404433455,13819.515848801995,13596.951687959621
2020-06-19,14331.3605728722,14222.28489077918,12677.581942067178,13810.337093259835,13590.004817871764
2020-06-22,14555.030708798124,14444.25267803305,12727.04682821277,13885.77556860165,13696.054700902447
2020-06-23,14588.948898608256,14477.912717218189,12741.876009912154,13906.808656578774,13712.012942155567
2020-06-24,14249.710248817935,14141.256005613712,12593.731793236933,13696.613764142066,13552.589367889432
2020-06-25,14417.57031751588,14307.838494880427,12667.908202688894,13801.487787311746,13632.413397382159
2020-06-26,14106.39758938033,13999.034095794836,12531.203214664234,13607.868458039025,13485.300008145508
2020-06-29,14151.359482287582,14043.653784686485,12551.173820673555,13636.06085005685,13506.79112984921
2020-06-30,14517.978978397068,14407.482947568127,12713.755550982836,13865.686120096467,13681.75145660366
2020-07-01,14621.671119509414,14510.385889988413,12759.15844544294,13930.05773439282,13730.611222305663
2020-07-02,14739.854578761606,14627.669857432797,12810.72305354773,14003.24338862928,13819.396211032916
2020-07-03,14766.31843810222,14653.932300899898,12833.723360038482,14019.58526703044,13839.245229517965
2020-07-06,15126.88697679639,15011.75656007508,13147.101193337397,14242.102741925333,14109.590011798246
2020-07-07,14939.948574268949,14826.240941773978,12984.629027139617,14127.699999276481,13970.096712421122
2020-07-08,15306.228148365504,15189.732769781936,13143.799735332474,14352.837799680114,14244.098248556325
2020-07-09,15326.24423713484,15209.596516523154,13152.393866418155,14365.037865382688,14258.999954304789
2020-07-10,15387.381021616677,15270.267990231847,13178.626485995075,14402.284495202726,14304.503569862245
2020-07-13,15033.174509034308,14918.757335922339,12875.263924057324,14186.789803668547,14041.080011735752
2020-07-14,15216.463156534704,15100.650977404686,12953.753324597208,14299.219841918333,14126.676389375394
2020-07-15,15271.479188514331,15155.24828352896,12977.170859271033,14332.824636489126,14167.537063607431
2020-07-16,15073.49862900252,14958.774549866663,12808.933878695427,14212.046983334012,14020.601884368638
2020-07-17,15227.566603385694,15111.669916156623,12874.394676658469,14306.46791863871,14135.246840267666
2020-07-20,15585.334324543484,15466.714674758436,13176.875234762216,14524.950304101056,14400.930001957913
2020-07-21,15530.076541005112,15411.877457041412,13130.156639942725,14473.45211079341,14360.083218373871
2020-07-22,15506.474229952551,15388.45478267889,13110.201680907816,14451.455637188059,14342.623876176
2020-07-23,15201.436048515749,15085.738240386914,12852.302172630874,14167.171429101127,14116.909231346168
2020-07-24,15209.888488304518,15094.12634883529,12859.44842578186,14172.291712212189,14123.18876045911
2020-07-27,15618.647202440368,15499.774009046492,13205.040150998042,14419.859669841382,14426.832089950305
2020-07-28,15372.716964732354,15255.715541174208,12997.114418302614,14192.805465315512,14245.10089649838
2020-07-29,15593.021786801211,15474.343627903576,13183.37472517626,14325.012626119547,14408.416954449918
2020-07-30,15895.315773860642,15774.336861823522,13438.954109535576,14602.724364141475,14631.879878720936
2020-07-31,16101.472716006989,15978.92474784512,13613.252860455832,14792.116826974327,14783.696358824349
2020-08-03,16298.48764920418,16174.440204554247,13779.822350725679,14973.110700013916,14928.409032101536
2020-08-04,16529.32812951481,16403.523762853423,13974.990201786512,15185.179460019648,15097.557541357837
2020-08-05,16740.11391689138,16612.705264062137,14153.202485442705,15378.824354951546,15251.579557443813
2020-08-06,16929.718233113104,16800.8665058448,14313.506548660116,15553.010235083002,15389.775286703336
2020-08-07,16619.22876210339,16492.740163629514,14050.998158656606,15267.769461786824,15163.977639185217
2020-08-10,16665.895934761782,16539.0521534242,14090.453681321293,15310.641705967399,15198.042274689338
2020-08-11,16279.483700803125,16155.580894802379,13763.755152433103,14955.65213396345,14916.139183963252
2020-08-12,16756.376721933462,16628.844293239137,14166.952139350955,15393.764684718873,15265.703227136926
2020-08-13,16757.28358967405,16629.74425882854,14167.718865481003,15394.597806868755,15266.364180230727
2020-08-14,16734.71824432543,16607.350657845924,14148.640626022268,15373.867453159806,15249.918040706922
2020-08-17,16962.348519922863,16833.248444232053,14341.094357122436,15582.987059135115,15415.864930078493
2020-08-18,17070.661400922538,16940.736958186157,14432.669249872912,15682.492043422706,15494.615192365229
2020-08-19,16934.34569473408,16805.45874795329,14317.41891160104,15557.261396086538,15395.630888830203
2020-08-20,17253.87665882235,17122.557768634615,14587.571579471885,15850.808417156893,15628.028685324218
2020-08-21,17429.89947118943,17297.240875101113,14736.392938624916,16012.517227939024,15755.577507671342
2020-08-24,17776.074295342132,17640.780969991654,15029.072092776425,16330.541456637895,16005.914431629293
2020-08-25,17837.460049265304,17701.699518240534,15080.971680157343,16386.935381563828,16050.132749275403
2020-08-26,18280.179379051908,18141.049320575316,15455.275962063497,16793.653211868434,16368.81955755954
2020-08-27,18024.29546205597,17887.112930657564,15238.934728784468,16558.577522761756,16185.51642565317
2020-08-28,18266.929584717203,18127.900370144947,15444.073707225774,16781.480877747872,16359.821538927627
2020-08-31,18365.97475704257,18226.191711759373,15527.813064441978,16872.47179429479,16430.785247897784
2020-09-01,18829.57571176025,18686.2642094197,15919.772056903978,17149.30769264719,16762.586977060706
2020-09-02,18959.747004369197,18815.4447710748,16029.82750044712,17226.36869123353,16855.292522748005
2020-09-03,17952.713853202815,17816.076127914843,15178.414889471414,16631.64077516545,16139.087255278875
2020-09-04,17581.752257064152,17447.93791263548,15021.597121965788,16408.259227493832,15972.344176282733
2020-09-08,16727.079613068763,16599.770164050125,14656.48709363782,15889.80130817023,15584.125600899752
2020-09-09,17360.961267223032,17228.82735834648,14934.19481363179,16281.2004615645,15879.410000297486
2020-09-10,16862.227580273804,16733.889522936268,14719.68520421625,15977.185669067623,15514.471834760361
2020-09-11,16653.325642054497,16526.577532948737,14628.505947071837,15848.526375715977,15360.707892419943
2020-09-14,16926.93370283476,16798.103168567482,14868.846959450979,16017.776952430047,15562.60455085284
2020-09-15,17197.06249725186,17066.176018445738,15106.131737311021,16183.92995182652,15761.289448146808
2020-09-16,16721.669670564024,16594.401396503323,14688.54026387963,15893.129081900912,15412.72740998723
2020-09-17,16436.155278512582,16311.060048448786,14437.740569459926,15716.740230484878,15202.195539282304
2020-09-18,16201.1300783224,16077.823620084519,14231.291262421113,15570.660476937326,15028.291168611331
2020-09-21,16518.352447262154,16392.63161628616,14509.943671574805,15768.830922830406,15263.697469410166
2020-09-22,16963.644431550612,16834.534492703813,14901.094158892336,16045.137359690283,15592.873258844733
2020-09-23,16345.300407190623,16220.896671630127,14357.932424587205,15664.976147859792,15138.170966958602
2020-09-24,16587.168031178302,16460.92344624914,14464.162316800835,15815.646542597586,15317.375183563237
2020-09-25,17033.337094181883,16903.696725954378,14658.69406977664,16092.16715904868,15646.986069302327
2020-09-28,17401.742334104456,17269.298041390728,14975.739383673017,16318.39911440249,15917.722525702078
2020-09-29,17458.311045717717,17325.4362097368,15024.421766512929,16352.879686361905,15959.118153234462
2020-09-30,17616.2414648927,17482.164623832978,15160.334869517766,16449.03452854191,16074.612955131537
2020-10-01,17767.759481276116,17632.529439799564,15290.729532404028,16540.995762571314,16185.21968013342
2020-10-02,17411.454195004997,17278.935985523443,14984.097299506077,16325.38789407264,15925.563786543995
2020-10-05,17827.33091889609,17691.647480468237,15341.996026722762,16578.846145890046,16229.87248905623
2020-10-06,17461.41636520319,17328.517894701366,15027.09416876005,16357.658424335992,15963.371729056049
2020-10-07,17809.84205356515,17674.291722521295,15177.01973952486,16569.8192468166,16218.198653376261
2020-10-08,17822.60628698206,17686.958807627736,15182.458390298561,16577.538331350817,16227.497461196832
2020-10-09,17927.46428381059,17791.018732461023,15271.783270627768,16640.934606393832,16303.876094037487
2020-10-12,18200.220883798072,18061.699387737066,15504.135131141795,16805.503395197353,16502.319766366214
2020-10-13,18179.454626994582,18041.091182474727,15486.445079262483,16793.03971077621,16487.256590493365
2020-10-14,18136.576846704826,17998.53974406354,15449.918989607848,16767.294638482883,16456.147319938318
2020-10-15,18021.224470789828,17884.065312640967,15351.654312750192,16697.976390675347,16372.415722391252
2020-10-16,17975.768719692933,17838.955524303907,15312.93213943189,16670.599650048578,16339.378213529933
2020-10-19,17764.757313603648,17629.55012156173,15133.178861979479,16543.40084298863,16185.936311813231
2020-10-20,17866.19085616028,17730.211655572122,15176.38271540162,16604.799725083118,16259.871320582353
2020-10-21,17932.351500241304,17795.868752390892,15204.482696627469,16644.767940175534,16308.041120979324
2020-10-22,17851.690563637225,17715.82172446866,15170.28729802417,16596.102896355926,16249.35737853859
2020-10-23,18006.808438701337,17869.759000667687,15236.196538423366,16689.83793697817,16362.313214457034
2020-10-26,17717.821711100227,17582.971744935883,14991.67466250542,16515.734786888446,16152.237503686763
2020-10-27,17826.170916483195,17690.496306809167,15037.513707042845,16581.383566985394,16201.625123881211
2020-10-28,17059.39681377332,16929.55810557139,14714.10224269288,16117.783497301913,15853.177141838172
2020-10-29,17325.158986305767,17193.297567831763,14771.4086618701,16205.666089042628,15976.662598116294
2020-10-30,16975.691064831775,16846.489439313966,14696.919684793656,16091.255816845385,15815.528980968304
2020-11-02,17040.60437074138,16910.90869142575,14710.969564114981,16112.791777447035,15845.76746336478
2020-11-03,17371.949522651736,17239.731982395613,14782.481236161948,16222.448299191521,15999.823567040881
2020-11-04,17749.87377985549,17614.779866074023,14862.878923156153,16345.969257528775,16173.860494476128
2020-11-05,18435.69518731429,18295.38150131146,15150.015628137604,16756.49443973484,16673.80229264047
2020-11-06,18327.35889298122,18187.869752222352,15060.987439313463,16692.48987023747,16595.416186362476
2020-11-09,18547.214919900984,18406.052459573006,15241.659890768755,16892.733916512694,16754.67982229033
2020-11-10,18351.79624052638,18212.121107632396,15081.069470040142,16777.042625463808,16613.4542024501
2020-11-11,18426.495622797083,18286.25195448515,15142.455644920714,16845.33211081042,16667.553092827493
2020-11-12,18306.48276289845,18167.152509923937,15043.83193235831,16735.61746273271,16580.707682603846
2020-11-13,18428.130475231035,18287.87436409182,15143.799127749673,16807.903452530354,16668.85154659205
2020-11-16,18645.61518793229,18503.703805246307,15322.522889605545,17006.266604907487,16826.22922066672
2020-11-17,18782.637565447178,18639.68330834509,15435.124619004042,17131.2417832199,16925.15092034519
2020-11-18,18657.48784755884,18515.486102311646,15332.279558777076,17017.095403683146,16834.93237226245
2020-11-19,18840.331043527523,18696.93768258446,15482.53574647594,17183.862769961797,16966.91810856355
2020-11-20,18738.87495858213,18596.25377775495,15399.161550012224,17091.326845998923,16893.823975306255
2020-11-23,18725.36610236017,18582.84773715187,15388.060293411832,17079.005707322485,16884.08096823135
2020-11-24,19150.807868683856,19005.05147519369,15737.678213602954,17467.0420381187,17190.967068748065
2020-11-25,18965.696260434128,18821.348747477703,15585.557898668325,17298.20570154153,17058.032830849188
2020-11-26,18786.9681073248,18643.98089056011,15438.68335527396,17135.191577794776,16929.432196876314
2020-11-27,18782.51413539262,18639.560817714068,15435.02318712222,17131.129205308487,16926.22132366242
2020-11-30,18957.364722053728,18813.080620259636,15578.711238676013,17290.606683676044,17052.277280050977
2020-12-01,19222.822894114957,19076.51839578995,15796.85844790693,17532.725401724376,17243.302411343728
2020-12-02,19658.65359792352,19509.03200133326,16155.013749718679,17930.237260081827,17556.062328752967
2020-12-03,19787.40772039161,19636.806178899464,16260.82082386259,18047.671139903094,17648.04890913088
2020-12-04,20025.36058519908,19872.947989487562,16456.364826080306,18264.702855806812,17817.82976594771
2020-12-07,20031.10037686592,19878.644095721473,16461.081650293952,18269.93799695711,17821.91541046339
2020-12-08,19920.80428642196,19769.1874664882,16370.442947659167,18169.339293151243,17743.409984120768
2020-12-09,19732.05695663348,19581.876688633172,16215.334883275873,17997.18689276143,17608.91656878702
2020-12-10,19793.34018313011,19642.69348978958,16265.69598057832,18053.082012214778,17652.66796175398
2020-12-11,19695.25543657852,19545.355264168695,16185.092269785739,17963.62101385573,17582.686545905286
2020-12-14,19715.85451170104,19565.797560166295,16202.02009956707,17982.408989463784,17597.398193882884
2020-12-15,20074.585000937368,19921.797759239173,16496.81627964058,18309.599392020755,17853.546290720653
2020-12-16,20219.22994357068,20065.341812274542,16615.682051674696,18441.52694885812,17956.459508758362
2020-12-17,20260.351358186315,20106.150252673593,16649.474651723034,18479.032911148763,17985.675063200313
2020-12-18,19993.65028901991,19841.479039701677,16430.306059225783,18235.780573248256,17796.268722343473
2020-12-21,20263.972057907176,20109.743395325488,16652.4500565992,18482.335273882774,17988.758588719058
2020-12-22,20207.40448367437,20053.606355703298,16605.96417011836,18448.799125824105,17948.585598589958
2020-12-23,20604.090354194323,20447.273058455918,16931.95117938363,18810.962309482245,18230.460504732633
2020-12-24,20611.857770677936,20454.98135729702,16938.334257424427,18818.053745027497,18235.95858116286
2020-12-25,20575.996981434477,20419.39350376174,16908.864714130526,18785.313840316798,18210.576847032644
2020-12-28,20929.343121033995,20770.050333368967,17199.236163792935,19107.909053206382,18460.75717256769
2020-12-29,20960.1461690856,20800.618940073593,17224.54937572417,19136.031380664437,18482.493070802706
2020-12-30,21110.308319490287,20949.638209528723,17347.94905782301,19273.125253920447,18588.42251926981
2020-12-31,21285.12957631352,21123.128905465193,17491.613006813943,19432.732206543267,18711.571886413058
2021-01-04,21275.82938367269,21113.899496393777,17483.970329799504,19424.241388932292,18705.031311782026
2021-01-05,21853.392888000093,21687.067177110002,17958.59827455003,19766.986025113976,19111.25165649967
2021-01-06,22515.37589263732,22344.011843105363,18502.60015589576,20156.19404258677,19574.386103723915
2021-01-07,23155.219530569644,22978.985644647386,19028.408432488955,20528.51419304636,20019.399199649863
2021-01-08,23458.815339897737,23280.270792694253,19277.89624454188,20797.670392257223,20229.38401777714
2021-01-11,23181.279904145304,23004.847673271157,19049.82422738765,20551.618303465944,20037.920951052594
2021-01-12,23329.2201748132,23151.66197366916,19171.398021588357,20682.776375282952,20140.224722419094
2021-01-13,23544.19191338575,23364.997566887872,19348.0566811014,20873.361931190306,20288.693607066838
2021-01-14,23925.38412873648,23743.288536352946,19661.311373219647,21211.312076416754,20551.480865719892
2021-01-15,23100.779906865864,22924.96035976777,18983.671245118352,20480.250146730938,19984.82453798432
2021-01-18,23150.91066210989,22974.709570894312,19024.867506918123,20524.694118388234,20019.519621061092
2021-01-19,23547.780015183416,23368.558359718678,19351.005297779953,20876.543002247832,20294.070680129593
2021-01-20,23368.762916158536,23190.903756046777,19203.893305507645,20717.833426928173,20170.645519601672
2021-01-21,22821.598797540784,22647.904091958768,18754.246852580873,20232.739067959083,19792.819666610456
2021-01-22,22792.96761604846,22619.490821782994,18730.718428908556,20207.3557795453,19772.954561903396
2021-01-25,22755.278311351016,22582.08836958616,18699.74625512404,20173.94191251692,19746.79811148217
2021-01-26,22570.535058492744,22398.75119371654,18547.928645885102,20010.155752624814,19618.54346509251
2021-01-27,21697.369180274443,21532.23096252266,17830.38170412039,19236.04095314197,19011.37158583781
2021-01-28,22301.80078434727,22132.06225044563,17954.55858156932,19423.593870154644,19276.174975773654
2021-01-29,21919.680756531696,21752.850530076754,17800.741486462342,19207.270811935585,19111.035564182053
2021-02-01,22206.5066153062,22037.493363308873,17917.205613389833,19370.63734561145,19236.07249443327
2021-02-02,22893.71936168098,22719.475748011246,18194.442647792453,19760.28155791119,19533.71665876239
2021-02-03,23189.70317476201,23013.20683455343,18429.671376977956,19926.338903331245,19735.75159590702
2021-02-04,23301.921880456863,23124.571446053593,18518.855522748167,20022.7656641275,19812.155178421803
2021-02-05,23465.136981038504,23286.54431995806,18648.568294180004,20163.012366891275,19923.17238693445
2021-02-08,24471.63112232439,24285.378055630314,19448.464529459987,21027.867911282505,20606.826824561882
2021-02-09,24304.2012065528,24119.22244540513,19315.402096401176,20883.99952197721,20494.036655004
2021-02-10,24022.044274918677,23839.21300420771,19091.16207540717,20641.549042930776,20303.69805633196
2021-02-11,24192.18233357413,24008.056145698574,19226.37676470727,20787.744472495957,20418.740114578024
2021-02-12,24358.126863680754,24172.73767549766,19358.258709621536,20930.336506604326,20530.788814838706
2021-02-15,24388.86368194905,24203.240556492456,19382.686338366482,20956.74789501273,20556.696025530153
2021-02-16,24685.77633414193,24497.893412771664,19618.65324860866,21211.87760011052,20806.955456098887
2021-02-17,24982.594906092578,24792.45290485137,19854.54538997888,21466.926464380955,21007.099562454692
2021-02-18,24835.533744740675,24646.511022886953,19737.670721268933,21340.560442421487,20908.172178172885
2021-02-19,25425.925638141987,25232.409456079273,20206.875889485997,21847.86960740026,21305.79650102268
2021-02-22,24998.72969557293,24808.46489279037,19867.368273722524,21480.79069027882,21019.419518788916
2021-02-23,24886.33038963593,24696.921055592677,19778.04059859843,21384.208744157262,20943.81349579875
2021-02-24,25782.145811657378,25585.918445391046,20489.97656939826,22153.960800037694,21546.933066478116
2021-02-25,24832.60202598449,24643.60161738019,19735.340781431452,21338.04128893924,20912.08268457288
2021-02-26,24710.524492931432,24522.453213848246,19686.831130408224,21269.857454047193,20829.839334884018
2021-03-01,25760.41376236066,25564.351798261712,20523.276053250447,21857.2649298089,21537.846153853334
2021-03-02,25289.461426567424,25096.983870731652,20148.0691608235,21457.67002936574,21222.841929226062
2021-03-03,25401.61224239443,25208.281109072315,20237.419517306433,21552.82805424214,21298.13523805168
2021-03-04,24989.574865155115,24799.379739593165,19909.150068090694,21325.58377823985,21021.75505557086
2021-03-05,25503.79947109974,25309.690592942057,20113.99098482697,21610.822362055336,21367.816283680455
2021-03-08,25780.54948566417,25584.334269001196,20332.254436290645,21845.328417132558,21553.311577412507
2021-03-09,26338.777050649976,26138.31317580104,20772.50978813851,22152.790130545804,21926.667549392227
2021-03-10,26622.487070593204,26419.8638847853,20996.262362334746,22391.41049312563,22115.615283017487
2021-03-11,26889.681727813346,26685.02492912272,21206.9898240453,22616.14025768601,22293.18469579517
2021-03-12,26896.76612146773,26692.05540360689,21212.577047637562,22622.098738048477,22297.88341102114
2021-03-15,26891.63549920212,26686.963830398785,21208.530697990172,22617.783518778022,22294.48071148208
2021-03-16,26869.627570777626,26665.123403851885,21191.173783212565,22599.27328124276,22279.88419247827
2021-03-17,27266.50246726645,27058.977693900728,21504.17569883405,22933.073376558197,22608.9667861756
2021-03-18,26822.192542566994,26618.04940263732,21153.763367918375,22559.377039182396,22240.551792636998
2021-03-19,26864.209474726005,26659.746544814672,21186.900712634953,22594.716276014005,22268.42363061198
2021-03-22,26570.532728045582,26368.304965639534,20955.287715446946,22347.713185364726,22073.674755929715
2021-03-23,26090.40024957149,25891.82676530032,20576.623338223697,21943.88752519677,21674.801000628268
2021-03-24,25858.32175282555,25661.514613082734,20393.590814124313,21748.69295627891,21520.560201395583
2021-03-25,26097.356847634488,25898.730416842656,20582.109773720604,21949.73852035178,21679.709559880772
2021-03-26,26948.957965859503,26743.850016975288,21253.7390042616,22665.995801800287,22387.1553373125
2021-03-29,26709.65718166017,26506.370545981303,21065.010504357044,22464.72677399962,22188.362351142197
2021-03-30,26958.148211176736,26752.97031552986,21260.98704240857,22673.725453612493,22353.504388463673
2021-03-31,27026.85455763861,26821.153739442525,21315.173432750158,22731.5123915132,22410.475201337016
2021-04-01,27386.78467435588,27178.34443565697,21599.038240071226,23034.23929192955,22708.92668919715
2021-04-02,27360.679580590364,27152.43802720776,21578.450028449945,23012.28304610942,22687.280531476023
2021-04-05,27774.67301777505,27563.280569101433,21904.95276278748,23360.48105514148,23030.560939403535
2021-04-06,27666.203213986788,27455.636326694766,21819.406267725233,23269.250213474,22940.618551076153
2021-04-07,27682.35217591276,27471.662379213205,21832.14241219506,23282.83264228929,22954.009155224987
2021-04-08,27898.17150768296,27685.839114615672,22002.35187837661,23464.3520937667,23132.965007164414
2021-04-09,28068.052311380878,27854.426959111028,22136.331168715173,23607.233966538977,23273.828958991886
2021-04-12,28001.98132460593,27788.858837218475,22084.223198141775,23551.663554103776,23219.043367590933
2021-04-13,28085.072082729985,27871.317193340506,22149.754091361174,23621.54880819019,23287.94163210885
2021-04-14,28216.759634769223,28002.00247420746,22253.61164550846,23732.307432158217,23397.136011832412
2021-04-15,28142.68701207255,27928.493616674885,22195.193053140225,23670.007073190794,23335.71552094615
2021-04-16,28009.54819037297,27796.36811173027,22090.190931302244,23558.027827925638,23225.317758762227
2021-04-19,27671.03802595243,27460.43434100884,21823.219321713543,23273.316635183313,22944.627542704402
2021-04-20,27168.62606645226,26961.846228302245,21426.98386528647,22850.752342373486,22528.031126157974
