Date,TH Tactical Weight,US Count,TH Count,US Selected,TH Selected
2023-03-31,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,GS,HD,INTC,JNJ,JPM,KO,LLY,MA,META,MRK,MRNA,MSFT,MU,NFLX,NKE,NVDA,OXY,PEP,PFE,PG,PYPL,QCOM,TMO,TSLA,TXN,UNH,V,VZ,WFC,WMT,XOM",
2023-04-30,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,GS,HD,INTC,JNJ,JPM,KO,LLY,MA,META,MRK,MRNA,MSFT,MU,NFLX,NKE,NVDA,OXY,PEP,PFE,PG,PYPL,QCOM,TMO,TSLA,TXN,UNH,V,VZ,WFC,WMT,XOM",
2023-05-31,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,GS,HD,INTC,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,OXY,PEP,PFE,PG,PYPL,QCOM,TMO,TSLA,TXN,UNH,V,VZ,WFC,WMT,XOM",
2023-06-30,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,GS,HD,INTC,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,MU,NFLX,NKE,NVDA,OXY,PANW,PEP,PFE,PG,PYPL,QCOM,TMO,TSLA,TXN,UNH,V,VZ,WFC,WMT,XOM",
2023-07-31,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,GS,HD,INTC,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,MU,NFLX,NKE,NVDA,OXY,PANW,PEP,PFE,PG,PYPL,QCOM,TMO,TSLA,TXN,UNH,V,VZ,WFC,WMT,XOM",
2023-08-31,0.3,50,50,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,GS,HD,INTC,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,MU,NFLX,NKE,NVDA,OXY,PANW,PEP,PFE,PG,PYPL,QCOM,TMO,TSLA,TXN,UNH,V,VZ,WFC,WMT,XOM","ADVANC.BK,AOT.BK,AWC.BK,BANPU.BK,BBL.BK,BCH.BK,BCP.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BTS.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,DELTA.BK,EA.BK,GLOBAL.BK,GPSC.BK,HANA.BK,HMPRO.BK,IVL.BK,JMART.BK,JMT.BK,KBANK.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCB.BK,SCC.BK,SCGP.BK,SPRC.BK,TISCO.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK,WHA.BK"
2023-09-30,0.3,50,50,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,HD,INTC,INTU,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,MU,NFLX,NKE,NVDA,OXY,PANW,PEP,PFE,PG,PYPL,QCOM,TMO,TSLA,TXN,UNH,V,VZ,WFC,WMT,XOM","ADVANC.BK,AOT.BK,AWC.BK,BANPU.BK,BBL.BK,BCH.BK,BCP.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BTS.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,DELTA.BK,EA.BK,GLOBAL.BK,GPSC.BK,HANA.BK,HMPRO.BK,IVL.BK,JMART.BK,JMT.BK,KBANK.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCB.BK,SCC.BK,SCGP.BK,SPRC.BK,TISCO.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK,WHA.BK"
2023-10-31,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,HD,INTC,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MSFT,MU,NFLX,NKE,NVDA,OXY,PANW,PEP,PFE,PG,PYPL,QCOM,TMO,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2023-11-30,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,HD,INTC,INTU,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MSFT,MU,NFLX,NKE,NVDA,PANW,PEP,PFE,PG,PYPL,QCOM,TMO,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2023-12-31,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,HD,INTC,INTU,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MSFT,MU,NFLX,NKE,NVDA,PANW,PEP,PFE,PG,PYPL,QCOM,TMO,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2024-01-31,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,HD,INTC,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MSFT,MU,NFLX,NKE,NVDA,ORCL,PANW,PEP,PFE,PG,PYPL,QCOM,TMO,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2024-02-29,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,HD,INTC,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MSFT,MU,NFLX,NKE,NVDA,ORCL,PANW,PEP,PFE,PG,PYPL,QCOM,TMO,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2024-03-31,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,HD,INTC,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MSFT,MU,NFLX,NKE,NVDA,ORCL,PANW,PEP,PFE,PG,PYPL,QCOM,TMO,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2024-04-30,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,HD,INTC,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MSFT,MU,NFLX,NKE,NVDA,ORCL,PANW,PEP,PFE,PG,PYPL,QCOM,TMO,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2024-05-31,0.3,50,50,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,HD,INTC,INTU,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MSFT,MU,NFLX,NKE,NVDA,ORCL,PANW,PEP,PFE,PG,PYPL,QCOM,TMO,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM","ADVANC.BK,AOT.BK,AWC.BK,BANPU.BK,BBL.BK,BCH.BK,BCP.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BTS.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,DELTA.BK,EA.BK,GLOBAL.BK,GPSC.BK,HANA.BK,HMPRO.BK,IVL.BK,JMART.BK,JMT.BK,KBANK.BK,KCE.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCB.BK,SCC.BK,SCGP.BK,SIRI.BK,TISCO.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK,WHA.BK"
2024-06-30,0.0,50,0,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,HD,INTC,INTU,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MSFT,MU,NFLX,NKE,NVDA,ORCL,PANW,PEP,PFE,PG,PYPL,QCOM,TMO,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2024-07-31,0.0,50,0,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,COST,CRM,CSCO,CVX,DIS,GOOG,HD,INTC,INTU,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MSFT,MU,NFLX,NKE,NVDA,ORCL,PANW,PEP,PFE,PG,PYPL,QCOM,SMCI,TMO,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2024-08-31,0.3,50,50,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,COST,CRM,CSCO,CVX,DIS,GOOG,HD,INTC,INTU,JNJ,JPM,KO,LLY,LRCX,MA,MCD,META,MRK,MSFT,MU,NFLX,NKE,NVDA,ORCL,PANW,PEP,PFE,PG,PYPL,QCOM,SMCI,TMO,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM","ADVANC.BK,AMATA.BK,AOT.BK,AWC.BK,BANPU.BK,BBL.BK,BCH.BK,BCP.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BTS.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,DELTA.BK,EA.BK,GLOBAL.BK,GPSC.BK,HANA.BK,HMPRO.BK,IVL.BK,JMART.BK,JMT.BK,KBANK.BK,KCE.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCB.BK,SCC.BK,SCGP.BK,TISCO.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK,WHA.BK"
2024-09-30,0.3,50,50,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,COST,CRM,CSCO,CVX,DIS,GOOG,HD,INTC,JNJ,JPM,KO,LLY,LRCX,MA,MCD,META,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PANW,PEP,PFE,PG,PLTR,PYPL,QCOM,SMCI,TMO,TSLA,TXN,UBER,UNH,V,WMT,XOM","ADVANC.BK,AOT.BK,AWC.BK,BANPU.BK,BBL.BK,BCH.BK,BCP.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BTS.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,DELTA.BK,EA.BK,GLOBAL.BK,GPSC.BK,HANA.BK,HMPRO.BK,IVL.BK,JMART.BK,JMT.BK,KBANK.BK,KCE.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCB.BK,SCC.BK,SCGP.BK,SPRC.BK,TISCO.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK,WHA.BK"
2024-10-31,0.3,50,50,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,COST,CRM,CSCO,CVX,DIS,GOOG,HD,INTC,JNJ,JPM,KO,LLY,LRCX,MA,MCD,META,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PANW,PEP,PFE,PG,PLTR,PYPL,QCOM,SMCI,TMO,TSLA,TXN,UBER,UNH,V,WMT,XOM","ADVANC.BK,AOT.BK,AWC.BK,BANPU.BK,BBL.BK,BCH.BK,BCP.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,DELTA.BK,EA.BK,GLOBAL.BK,GPSC.BK,HANA.BK,HMPRO.BK,ITC.BK,IVL.BK,JMART.BK,JMT.BK,KBANK.BK,KCE.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCB.BK,SCC.BK,SCGP.BK,SPRC.BK,TISCO.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK,WHA.BK"
2024-11-30,0.0,50,0,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,COST,CRM,CSCO,CVX,DIS,GOOG,HD,INTC,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PANW,PEP,PFE,PG,PLTR,PYPL,QCOM,SMCI,TMO,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2024-12-31,0.0,50,0,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,COST,CRM,CRWD,CSCO,CVX,DIS,GOOG,GS,HD,INTC,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PANW,PEP,PFE,PG,PLTR,QCOM,SMCI,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2025-01-31,0.3,50,50,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,COST,CRM,CRWD,CSCO,CVX,DIS,GOOG,GS,HD,INTC,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PANW,PEP,PFE,PG,PLTR,QCOM,SMCI,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM","ADVANC.BK,AMATA.BK,AOT.BK,AWC.BK,BANPU.BK,BBL.BK,BCH.BK,BCP.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BTS.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,DELTA.BK,EA.BK,GLOBAL.BK,GPSC.BK,HANA.BK,HMPRO.BK,ITC.BK,IVL.BK,JMT.BK,KBANK.BK,KCE.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCB.BK,SCC.BK,SCGP.BK,SPRC.BK,TISCO.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK"
2025-02-28,0.0,50,0,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,COST,CRM,CRWD,CSCO,CVX,DIS,GOOG,GS,HD,INTC,JNJ,JPM,LLY,MA,MCD,META,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PANW,PEP,PFE,PG,PLTR,QCOM,SMCI,TMO,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2025-03-31,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,COST,CRM,CRWD,CSCO,CVX,DIS,GOOG,GS,HD,INTC,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PANW,PEP,PFE,PG,PLTR,QCOM,SMCI,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2025-04-30,0.3,50,50,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,COST,CRM,CRWD,CSCO,CVX,DIS,GOOG,GS,HD,INTC,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PANW,PEP,PFE,PG,PLTR,QCOM,SMCI,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM","ADVANC.BK,AMATA.BK,AOT.BK,AWC.BK,BANPU.BK,BBL.BK,BCH.BK,BCP.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BTS.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,DELTA.BK,EA.BK,GLOBAL.BK,GPSC.BK,HANA.BK,HMPRO.BK,ITC.BK,IVL.BK,JMT.BK,KBANK.BK,KCE.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCB.BK,SCC.BK,SCGP.BK,TISCO.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK,VGI.BK"
2025-05-31,0.3,50,50,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,COIN,COST,CRM,CRWD,CSCO,CVX,DIS,GOOG,GS,HD,INTC,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,MU,NFLX,NOW,NVDA,ORCL,PANW,PEP,PFE,PG,PLTR,QCOM,SMCI,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM","ADVANC.BK,AMATA.BK,AOT.BK,AWC.BK,BANPU.BK,BBL.BK,BCP.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BTS.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,DELTA.BK,EA.BK,GLOBAL.BK,GPSC.BK,HANA.BK,HMPRO.BK,ITC.BK,IVL.BK,JMT.BK,KBANK.BK,KCE.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCB.BK,SCC.BK,SCGP.BK,TISCO.BK,TLI.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK,VGI.BK"
2025-06-30,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,COIN,COST,CRM,CRWD,CSCO,CVX,DIS,GE,GOOG,GS,HD,INTC,JNJ,JPM,LLY,MA,META,MRK,MSFT,MU,NFLX,NOW,NVDA,ORCL,PANW,PEP,PFE,PG,PLTR,QCOM,SMCI,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2025-07-31,0.0,50,0,"AAPL,ABBV,ACN,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,COIN,COST,CRM,CRWD,CSCO,CVX,DIS,GE,GOOG,GS,HD,INTC,JNJ,JPM,LLY,MA,META,MRK,MSFT,MU,NFLX,NOW,NVDA,ORCL,PEP,PFE,PG,PLTR,QCOM,SMCI,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2025-08-31,0.3,50,50,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,COIN,COST,CRM,CRWD,CSCO,CVX,DIS,GE,GOOG,GS,HD,INTC,JNJ,JPM,LLY,MA,META,MRK,MSFT,MU,NFLX,NOW,NVDA,ORCL,PEP,PFE,PG,PLTR,QCOM,SMCI,TMO,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM","ADVANC.BK,AMATA.BK,AOT.BK,AWC.BK,BANPU.BK,BBL.BK,BCP.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BTS.BK,CBG.BK,CCET.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,DELTA.BK,EA.BK,GLOBAL.BK,GPSC.BK,HANA.BK,HMPRO.BK,ITC.BK,IVL.BK,JMT.BK,KBANK.BK,KCE.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCB.BK,SCC.BK,SCGP.BK,TISCO.BK,TOP.BK,TRUE.BK,TTB.BK,VGI.BK,WHA.BK"
2025-09-30,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,COIN,COST,CRM,CRWD,CSCO,CVX,GE,GOOG,GS,HD,INTC,INTU,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,MU,NFLX,NOW,NVDA,ORCL,PEP,PFE,PG,PLTR,QCOM,SMCI,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2025-10-31,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,APP,AVGO,BA,BAC,BKNG,BRK-B,C,COIN,COST,CRM,CRWD,CSCO,CVX,GOOG,GS,HD,INTC,INTU,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,MU,NFLX,NOW,NVDA,ORCL,PEP,PG,PLTR,QCOM,SMCI,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2025-11-30,0.3,50,50,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,APP,AVGO,BA,BAC,BKNG,BRK-B,COIN,COST,CRM,CRWD,CSCO,CVX,GEV,GOOG,GS,HD,INTC,INTU,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,MU,NFLX,NOW,NVDA,ORCL,PEP,PG,PLTR,QCOM,SMCI,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM","ADVANC.BK,AMATA.BK,AOT.BK,AWC.BK,BANPU.BK,BBL.BK,BCP.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BTS.BK,CBG.BK,CCET.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,DELTA.BK,EA.BK,GPSC.BK,HANA.BK,HMPRO.BK,IVL.BK,JMT.BK,KBANK.BK,KCE.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCB.BK,SCC.BK,SCGP.BK,TISCO.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK,VGI.BK,WHA.BK"
2025-12-31,0.0,50,0,"AAPL,ADBE,AMAT,AMD,AMZN,APP,AVGO,BA,BAC,BKNG,BRK-B,C,COIN,COST,CRM,CRWD,CSCO,CVX,GEV,GOOG,GS,HD,HOOD,INTC,INTU,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,MU,NFLX,NOW,NVDA,ORCL,PG,PLTR,QCOM,SMCI,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2026-01-31,0.3,50,50,"AAPL,ADBE,AMAT,AMD,AMZN,APP,AVGO,BA,BAC,BKNG,BRK-B,C,COIN,COST,CRM,CRWD,CSCO,CVX,GEV,GOOG,GS,HD,HOOD,INTC,INTU,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,MU,NFLX,NOW,NVDA,ORCL,PG,PLTR,QCOM,SMCI,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM","ADVANC.BK,AMATA.BK,AOT.BK,AWC.BK,BANPU.BK,BBL.BK,BCP.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BTS.BK,CBG.BK,CCET.BK,CENTEL.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,DELTA.BK,EA.BK,GPSC.BK,HANA.BK,HMPRO.BK,IVL.BK,JMT.BK,KBANK.BK,KCE.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCB.BK,SCC.BK,SCGP.BK,TISCO.BK,TLI.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK"
2026-02-28,0.3,50,50,"AAPL,ADBE,AMAT,AMD,AMZN,APP,AVGO,BA,BAC,BKNG,BRK-B,C,COIN,COST,CRM,CRWD,CSCO,CVX,GEV,GOOG,GS,HD,HOOD,INTC,INTU,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,MU,NFLX,NOW,NVDA,ORCL,PG,PLTR,QCOM,SMCI,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM","ADVANC.BK,AMATA.BK,AOT.BK,AWC.BK,BANPU.BK,BBL.BK,BCP.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BTS.BK,CBG.BK,CCET.BK,CENTEL.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,DELTA.BK,EA.BK,GPSC.BK,HANA.BK,HMPRO.BK,IVL.BK,JMT.BK,KBANK.BK,KCE.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCB.BK,SCC.BK,SCGP.BK,TISCO.BK,TLI.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK"
2026-03-31,0.3,50,50,"AAPL,ADBE,AMAT,AMD,AMZN,APP,AVGO,BA,BAC,BKNG,BRK-B,C,COIN,COST,CRM,CRWD,CSCO,CVX,GE,GEV,GOOG,GS,HD,HOOD,INTC,INTU,JNJ,JPM,LLY,MA,META,MRK,MSFT,MU,NFLX,NOW,NVDA,ORCL,PG,PLTR,QCOM,SMCI,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM","ADVANC.BK,AMATA.BK,AOT.BK,AWC.BK,BANPU.BK,BBL.BK,BCP.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BTS.BK,CBG.BK,CCET.BK,CENTEL.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,DELTA.BK,EA.BK,GPSC.BK,HANA.BK,HMPRO.BK,IVL.BK,JMT.BK,KBANK.BK,KCE.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCB.BK,SCC.BK,SCGP.BK,TISCO.BK,TLI.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK"
2026-04-30,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,APP,AVGO,BA,BAC,BKNG,BRK-B,C,COIN,COST,CRM,CRWD,CSCO,CVX,GE,GEV,GOOG,GS,HD,HOOD,INTC,INTU,JNJ,JPM,KO,LLY,MA,META,MSFT,MU,NFLX,NOW,NVDA,ORCL,PG,PLTR,QCOM,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
2026-05-31,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,APP,AVGO,BA,BAC,BKNG,BRK-B,C,COIN,COST,CRM,CRWD,CSCO,CVX,GE,GEV,GOOG,GS,HD,HOOD,INTC,INTU,JNJ,JPM,LLY,LRCX,MA,META,MSFT,MU,NFLX,NOW,NVDA,ORCL,PG,PLTR,QCOM,TSLA,TXN,UBER,UNH,V,WFC,WMT,XOM",
