Date,TH Tactical Weight,US Count,TH Count,US Selected,TH Selected
2020-05-31,0.3,50,50,"AAPL,ADBE,AMD,AMZN,AVGO,BA,BAC,BKNG,BMY,BRK-B,C,CHTR,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOG,HD,INTC,JNJ,JPM,KO,MA,MCD,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PEP,PFE,PG,PYPL,QCOM,SBUX,T,TXN,UNH,UNP,V,VZ,WFC,WMT,XOM","ADVANC.BK,AMATA.BK,AOT.BK,BANPU.BK,BBL.BK,BCH.BK,BDMS.BK,BEAUTY.BK,BEM.BK,BGRIM.BK,BH.BK,BJC.BK,BTS.BK,CBG.BK,CENTEL.BK,CK.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,EA.BK,EGCO.BK,GLOBAL.BK,GPSC.BK,HMPRO.BK,IRPC.BK,IVL.BK,KBANK.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OSP.BK,PTG.BK,PTT.BK,PTTEP.BK,PTTGC.BK,RATCH.BK,SAWAD.BK,SCC.BK,SPRC.BK,TCAP.BK,TISCO.BK,TOP.BK,TRUE.BK,TU.BK,VGI.BK,WHA.BK"
2020-06-30,0.3,50,50,"AAPL,ADBE,AMD,AMZN,AVGO,BA,BAC,BKNG,BMY,BRK-B,C,CHTR,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOG,HD,INTC,JNJ,JPM,KO,MA,MCD,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PEP,PFE,PG,PYPL,QCOM,SBUX,T,TXN,UNH,UNP,V,VZ,WFC,WMT,XOM","ADVANC.BK,AMATA.BK,AOT.BK,BANPU.BK,BBL.BK,BCH.BK,BDMS.BK,BEAUTY.BK,BEM.BK,BGRIM.BK,BH.BK,BJC.BK,BTS.BK,CBG.BK,CENTEL.BK,CK.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,EA.BK,EGCO.BK,GPSC.BK,HMPRO.BK,IRPC.BK,IVL.BK,KBANK.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OSP.BK,PLANB.BK,PTG.BK,PTT.BK,PTTEP.BK,PTTGC.BK,RATCH.BK,SAWAD.BK,SCC.BK,SPRC.BK,TCAP.BK,TISCO.BK,TOP.BK,TRUE.BK,TU.BK,VGI.BK,WHA.BK"
2020-07-31,0.3,50,50,"AAPL,ABBV,ADBE,AMD,AMZN,AVGO,BA,BAC,BKNG,BMY,BRK-B,C,CHTR,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOG,HD,INTC,JNJ,JPM,KO,MA,MCD,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PEP,PFE,PG,PYPL,QCOM,SBUX,T,TXN,UNH,V,VZ,WFC,WMT,XOM","ADVANC.BK,AMATA.BK,AOT.BK,BANPU.BK,BBL.BK,BCH.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BJC.BK,BTS.BK,CBG.BK,CENTEL.BK,CK.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,EA.BK,EGCO.BK,GPSC.BK,HMPRO.BK,IRPC.BK,IVL.BK,KBANK.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OSP.BK,PLANB.BK,PTG.BK,PTT.BK,PTTEP.BK,PTTGC.BK,RATCH.BK,SAWAD.BK,SCC.BK,SPRC.BK,TASCO.BK,TCAP.BK,TISCO.BK,TOP.BK,TRUE.BK,TU.BK,VGI.BK,WHA.BK"
2020-08-31,0.0,50,0,"AAPL,ABBV,ADBE,AMD,AMZN,AVGO,BA,BAC,BKNG,BMY,BRK-B,C,CHTR,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOG,HD,INTC,JNJ,JPM,KO,MA,MCD,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PEP,PFE,PG,PYPL,QCOM,SBUX,T,TXN,UNH,V,VZ,WFC,WMT,XOM",
2020-09-30,0.0,50,0,"AAPL,ABBV,ADBE,AMD,AMZN,AVGO,BA,BAC,BKNG,BMY,BRK-B,C,CHTR,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOG,HD,INTC,JNJ,JPM,KO,MA,MCD,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PEP,PFE,PG,PYPL,QCOM,SBUX,T,TXN,UNH,V,VZ,WFC,WMT,XOM",
2020-10-31,0.0,50,0,"AAPL,ABBV,ADBE,AMD,AMZN,AVGO,BA,BAC,BKNG,BMY,BRK-B,C,CHTR,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOG,GS,HD,INTC,JNJ,JPM,KO,MA,MCD,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PEP,PFE,PG,PYPL,QCOM,SBUX,T,UNH,V,VZ,WFC,WMT,XOM",
2020-11-30,0.3,50,50,"AAPL,ABBV,ADBE,AMD,AMZN,AVGO,BA,BAC,BKNG,BMY,BRK-B,C,CHTR,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOG,GS,HD,INTC,JNJ,JPM,KO,MA,MCD,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PFE,PG,PYPL,QCOM,SBUX,T,TMO,UNH,V,VZ,WFC,WMT,XOM","ADVANC.BK,AMATA.BK,AOT.BK,AWC.BK,BANPU.BK,BBL.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BJC.BK,BTS.BK,CBG.BK,CK.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,DOHOME.BK,EA.BK,EGCO.BK,GPSC.BK,HMPRO.BK,IRPC.BK,IVL.BK,JMT.BK,KBANK.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OSP.BK,PTG.BK,PTT.BK,PTTEP.BK,PTTGC.BK,RATCH.BK,SAWAD.BK,SCC.BK,SPRC.BK,TASCO.BK,TCAP.BK,TISCO.BK,TOP.BK,TRUE.BK,TU.BK,VGI.BK,WHA.BK"
2020-12-31,0.3,50,50,"AAPL,ABBV,ADBE,AMD,AMZN,AVGO,BA,BAC,BKNG,BMY,BRK-B,C,CHTR,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOG,GS,HD,INTC,JNJ,JPM,KO,MA,MCD,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PFE,PG,PYPL,QCOM,SBUX,T,TSLA,UNH,V,VZ,WFC,WMT,XOM","ADVANC.BK,AMATA.BK,AOT.BK,AWC.BK,BANPU.BK,BBL.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BJC.BK,BTS.BK,CBG.BK,CK.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,DOHOME.BK,EA.BK,EGCO.BK,GPSC.BK,HMPRO.BK,IRPC.BK,IVL.BK,JMT.BK,KBANK.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OSP.BK,PTG.BK,PTT.BK,PTTEP.BK,PTTGC.BK,RATCH.BK,SAWAD.BK,SCC.BK,SPRC.BK,TASCO.BK,TCAP.BK,TISCO.BK,TOP.BK,TRUE.BK,TU.BK,VGI.BK,WHA.BK"
2021-01-31,0.3,50,50,"AAPL,ABBV,ADBE,AMD,AMZN,AVGO,BA,BAC,BKNG,BMY,BRK-B,C,CHTR,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOG,GS,HD,INTC,JNJ,JPM,KO,MA,MCD,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PFE,PG,PYPL,QCOM,SBUX,T,TSLA,UNH,V,VZ,WFC,WMT,XOM","ADVANC.BK,AMATA.BK,AOT.BK,AWC.BK,BAM.BK,BANPU.BK,BBL.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BJC.BK,BTS.BK,CBG.BK,CK.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,DOHOME.BK,EA.BK,EGCO.BK,GPSC.BK,HMPRO.BK,IRPC.BK,IVL.BK,KBANK.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OSP.BK,PTG.BK,PTT.BK,PTTEP.BK,PTTGC.BK,RATCH.BK,SAWAD.BK,SCC.BK,SPRC.BK,TASCO.BK,TCAP.BK,TISCO.BK,TOP.BK,TRUE.BK,TU.BK,VGI.BK,WHA.BK"
2021-02-28,0.3,50,50,"AAL,AAPL,ABBV,ADBE,AMD,AMZN,AVGO,BA,BAC,BKNG,BMY,BRK-B,C,CHTR,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOG,HD,INTC,JNJ,JPM,KO,MA,MCD,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,PFE,PG,PYPL,QCOM,SBUX,T,TSLA,UAL,UNH,V,VZ,WFC,WMT,XOM","ADVANC.BK,AMATA.BK,AOT.BK,AWC.BK,BAM.BK,BANPU.BK,BBL.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BJC.BK,BTS.BK,CBG.BK,CK.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,DOHOME.BK,EA.BK,EGCO.BK,GPSC.BK,HMPRO.BK,IRPC.BK,IVL.BK,KBANK.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OSP.BK,PTG.BK,PTT.BK,PTTEP.BK,PTTGC.BK,RATCH.BK,SAWAD.BK,SCC.BK,SPRC.BK,TASCO.BK,TCAP.BK,TISCO.BK,TOP.BK,TRUE.BK,TU.BK,VGI.BK,WHA.BK"
2021-03-31,0.0,50,0,"AAL,AAPL,ABBV,ADBE,AMD,AMZN,AVGO,BA,BAC,BKNG,BMY,BRK-B,C,CHTR,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOG,GS,HD,INTC,JNJ,JPM,KO,MA,MCD,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,PFE,PG,PYPL,QCOM,T,TSLA,UAL,UNH,V,VZ,WFC,WMT,XOM",
2021-04-30,0.0,50,0,"AAL,AAPL,ABBV,ADBE,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CHTR,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOG,GS,HD,INTC,JNJ,JPM,KO,MA,MCD,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,UAL,UNH,V,VZ,WFC,WMT,XOM",
2021-05-31,0.0,50,0,"AAL,AAPL,ABBV,ADBE,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CHTR,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOG,GS,HD,INTC,JNJ,JPM,KO,LRCX,MA,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,UAL,UNH,V,VZ,WFC,WMT,XOM",
2021-06-30,0.0,50,0,"AAL,AAPL,ADBE,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CCL,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOG,GS,HD,INTC,JNJ,JPM,KO,LOW,LRCX,MA,MRK,MSFT,MU,NFLX,NKE,NOW,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,UAL,UNH,V,VZ,WFC,WMT,XOM",
2021-07-31,0.0,50,0,"AAL,AAPL,ADBE,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CCL,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOG,GS,HD,INTC,JNJ,JPM,KO,LRCX,MA,MRK,MRNA,MSFT,MU,NFLX,NKE,NOW,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,UAL,UNH,V,VZ,WFC,WMT,XOM",
2021-08-31,0.0,50,0,"AAL,AAPL,ADBE,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CCL,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOG,GS,HD,INTC,JNJ,JPM,KO,LRCX,MA,MRK,MRNA,MSFT,MU,NFLX,NKE,NOW,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,UAL,UNH,V,VZ,WFC,WMT,XOM",
2021-09-30,0.3,50,50,"AAL,AAPL,ADBE,AMD,AMZN,BA,BAC,BKNG,BRK-B,C,CCL,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOG,GS,HD,INTC,JNJ,JPM,KO,LRCX,MA,MRK,MRNA,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PFE,PG,PYPL,QCOM,T,TMO,TSLA,UAL,UNH,V,VZ,WFC,WMT,XOM","ADVANC.BK,AOT.BK,BAM.BK,BANPU.BK,BBL.BK,BDMS.BK,BEM.BK,BGRIM.BK,BTS.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,DELTA.BK,EA.BK,EGCO.BK,GLOBAL.BK,GPSC.BK,HANA.BK,HMPRO.BK,IRPC.BK,IVL.BK,JMART.BK,JMT.BK,KBANK.BK,KCE.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OSP.BK,PTG.BK,PTT.BK,PTTEP.BK,PTTGC.BK,RATCH.BK,SAWAD.BK,SCC.BK,STA.BK,STGT.BK,SUPER.BK,TISCO.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK,WHA.BK"
2021-10-31,0.0,50,0,"AAL,AAPL,ADBE,AMD,AMZN,BA,BAC,BKNG,BRK-B,C,CCL,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOG,GS,HD,INTC,JNJ,JPM,KO,LRCX,MA,MRK,MRNA,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PFE,PG,PYPL,QCOM,T,TMO,TSLA,UAL,UNH,V,VZ,WFC,WMT,XOM",
2021-11-30,0.0,50,0,"AAL,AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CCL,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GM,GOOG,GS,HD,INTC,JNJ,JPM,LRCX,MA,MRK,MRNA,MSFT,MU,NFLX,NKE,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,UAL,UNH,V,VZ,WFC,WMT,XOM",
2021-12-31,0.0,50,0,"AAL,AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CCL,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GM,GOOG,GS,HD,INTC,JNJ,JPM,KO,LRCX,MA,MRK,MRNA,MSFT,MU,NFLX,NKE,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,UNH,V,VZ,WFC,WMT,XOM",
2022-01-31,0.3,50,50,"AAL,AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CCL,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GM,GOOG,GS,HD,INTC,JNJ,JPM,KO,LRCX,MA,MRK,MRNA,MSFT,MU,NFLX,NKE,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,UNH,V,VZ,WFC,WMT,XOM","ADVANC.BK,AOT.BK,AWC.BK,BAM.BK,BANPU.BK,BBL.BK,BDMS.BK,BEM.BK,BGRIM.BK,BTS.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,DOHOME.BK,EA.BK,EGCO.BK,GLOBAL.BK,GPSC.BK,HANA.BK,HMPRO.BK,IRPC.BK,IVL.BK,JMART.BK,JMT.BK,KBANK.BK,KCE.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OSP.BK,PTG.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCC.BK,SCGP.BK,STA.BK,STGT.BK,TISCO.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK,WHA.BK"
2022-02-28,0.3,50,50,"AAL,AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CCL,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GM,GOOG,GS,HD,INTC,JNJ,JPM,KO,LRCX,MA,MRK,MRNA,MSFT,MU,NFLX,NKE,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,UNH,V,VZ,WFC,WMT,XOM","ADVANC.BK,AOT.BK,AWC.BK,BAM.BK,BANPU.BK,BBL.BK,BDMS.BK,BEM.BK,BGRIM.BK,BTS.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,EA.BK,EGCO.BK,GLOBAL.BK,GPSC.BK,HANA.BK,HMPRO.BK,IRPC.BK,IVL.BK,JMART.BK,JMT.BK,KBANK.BK,KCE.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTG.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCC.BK,SCGP.BK,STA.BK,STGT.BK,TISCO.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK,WHA.BK"
2022-03-31,0.3,50,50,"AAL,AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CCL,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GM,GOOG,GS,HD,INTC,JNJ,JPM,LRCX,MA,MRK,MRNA,MS,MSFT,MU,NFLX,NKE,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,UNH,V,VZ,WFC,WMT,XOM","ADVANC.BK,AOT.BK,BAM.BK,BANPU.BK,BBL.BK,BCH.BK,BDMS.BK,BEM.BK,BGRIM.BK,BTS.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,EA.BK,EGCO.BK,GLOBAL.BK,GPSC.BK,GUNKUL.BK,HANA.BK,HMPRO.BK,IRPC.BK,IVL.BK,JMART.BK,JMT.BK,KBANK.BK,KCE.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCC.BK,SCGP.BK,STA.BK,STGT.BK,TISCO.BK,TOP.BK,TRUE.BK,TTA.BK,TTB.BK,TU.BK"
2022-04-30,0.0,50,0,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CCL,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GM,GOOG,GS,HD,INTC,JNJ,JPM,KO,LRCX,MA,MRK,MRNA,MS,MSFT,MU,NFLX,NKE,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,UNH,V,VZ,WFC,WMT,XOM",
2022-05-31,0.3,50,50,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CCL,CMCSA,COST,CRM,CSCO,CVX,DIS,F,GM,GOOG,GS,HD,INTC,JNJ,JPM,KO,LRCX,MA,MRK,MRNA,MS,MSFT,MU,NFLX,NKE,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,UNH,V,VZ,WFC,WMT,XOM","ADVANC.BK,AOT.BK,BAM.BK,BANPU.BK,BBL.BK,BCH.BK,BDMS.BK,BEM.BK,BGRIM.BK,BTS.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,EA.BK,GLOBAL.BK,GPSC.BK,GUNKUL.BK,HANA.BK,HMPRO.BK,IRPC.BK,IVL.BK,JMART.BK,JMT.BK,KBANK.BK,KCE.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,RCL.BK,SAWAD.BK,SCC.BK,SCGP.BK,STA.BK,STGT.BK,TISCO.BK,TOP.BK,TRUE.BK,TTA.BK,TTB.BK,TU.BK"
2022-06-30,0.3,50,50,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CCL,CMCSA,COST,CRM,CSCO,CVX,DIS,GM,GOOG,GS,HD,INTC,JNJ,JPM,KO,LRCX,MA,META,MRK,MRNA,MSFT,MU,NFLX,NKE,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,TXN,UNH,V,VZ,WFC,WMT,XOM","ADVANC.BK,AOT.BK,BAM.BK,BANPU.BK,BBL.BK,BCH.BK,BDMS.BK,BEM.BK,BGRIM.BK,BTS.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,EA.BK,GLOBAL.BK,GPSC.BK,GUNKUL.BK,HANA.BK,HMPRO.BK,IRPC.BK,IVL.BK,JMART.BK,JMT.BK,KBANK.BK,KCE.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,RCL.BK,SAWAD.BK,SCC.BK,SCGP.BK,SPRC.BK,STGT.BK,TISCO.BK,TOP.BK,TRUE.BK,TTA.BK,TTB.BK,TU.BK"
2022-07-31,0.0,50,0,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CCL,CMCSA,COST,CRM,CSCO,CVX,DIS,GM,GOOG,GS,HD,INTC,JNJ,JPM,KO,LRCX,MA,META,MRK,MRNA,MSFT,MU,NFLX,NKE,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,TXN,UNH,V,VZ,WFC,WMT,XOM",
2022-08-31,0.0,50,0,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,F,GM,GOOG,GS,HD,INTC,JNJ,JPM,KO,LRCX,MA,META,MRK,MRNA,MSFT,MU,NFLX,NKE,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,TXN,UNH,V,VZ,WFC,WMT,XOM",
2022-09-30,0.3,50,50,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,F,GM,GOOG,GS,HD,INTC,JNJ,JPM,KO,LLY,MA,META,MRK,MRNA,MSFT,MU,NFLX,NKE,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,TXN,UNH,V,VZ,WFC,WMT,XOM","ADVANC.BK,AOT.BK,BAM.BK,BANPU.BK,BBL.BK,BCH.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BTS.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,EA.BK,GLOBAL.BK,GPSC.BK,GUNKUL.BK,HANA.BK,HMPRO.BK,IRPC.BK,IVL.BK,JMART.BK,JMT.BK,KBANK.BK,KCE.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PSL.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCC.BK,SCGP.BK,SPRC.BK,STGT.BK,TISCO.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK"
2022-10-31,0.3,50,50,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,F,GM,GOOG,GS,HD,INTC,JNJ,JPM,KO,LLY,MA,META,MRK,MRNA,MSFT,MU,NFLX,NKE,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,TXN,UNH,V,VZ,WFC,WMT,XOM","ADVANC.BK,AOT.BK,BAM.BK,BANPU.BK,BBL.BK,BCH.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BTS.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,EA.BK,GLOBAL.BK,GPSC.BK,GUNKUL.BK,HANA.BK,HMPRO.BK,IRPC.BK,IVL.BK,JMART.BK,JMT.BK,KBANK.BK,KCE.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PSL.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCC.BK,SCGP.BK,SPRC.BK,STGT.BK,TISCO.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK"
2022-11-30,0.0,50,0,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,F,GOOG,GS,HD,INTC,INTU,JNJ,JPM,KO,LLY,MA,META,MRK,MRNA,MSFT,MU,NFLX,NKE,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,TXN,UNH,V,VZ,WFC,WMT,XOM",
2022-12-31,0.3,50,50,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,GS,HD,INTC,INTU,JNJ,JPM,KO,LLY,MA,META,MRK,MRNA,MSFT,MU,NFLX,NKE,NVDA,PFE,PG,PYPL,QCOM,T,TMO,TSLA,TXN,UNH,V,VZ,WFC,WMT,XOM","ADVANC.BK,AOT.BK,AWC.BK,BAM.BK,BANPU.BK,BBL.BK,BCH.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BTS.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,EA.BK,GLOBAL.BK,GPSC.BK,GUNKUL.BK,HANA.BK,HMPRO.BK,IRPC.BK,IVL.BK,JMART.BK,JMT.BK,KBANK.BK,KCE.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCC.BK,SCGP.BK,SPRC.BK,TISCO.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK"
2023-01-31,0.3,50,50,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,GS,HD,INTC,JNJ,JPM,KO,LLY,MA,META,MRK,MRNA,MSFT,MU,NFLX,NKE,NVDA,OXY,PFE,PG,PYPL,QCOM,T,TMO,TSLA,TXN,UNH,V,VZ,WFC,WMT,XOM","ADVANC.BK,AOT.BK,AWC.BK,BAM.BK,BANPU.BK,BBL.BK,BCH.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BTS.BK,CBG.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,DELTA.BK,EA.BK,GLOBAL.BK,GPSC.BK,GUNKUL.BK,HANA.BK,HMPRO.BK,IRPC.BK,IVL.BK,JMART.BK,JMT.BK,KBANK.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,SAWAD.BK,SCC.BK,SCGP.BK,SPRC.BK,TISCO.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK"
2023-02-28,0.0,50,0,"AAPL,ABBV,ADBE,AMAT,AMD,AMZN,AVGO,BA,BAC,BKNG,BRK-B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,GOOG,GS,HD,INTC,JNJ,JPM,KO,LLY,MA,META,MRK,MRNA,MSFT,MU,NFLX,NKE,NVDA,OXY,PEP,PFE,PG,PYPL,QCOM,TMO,TSLA,TXN,UNH,V,VZ,WFC,WMT,XOM",
